time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,prediction
4053500,36.01251583,129.3192478,58.40181146,12.85297179,1.1,319,0,-0.00390625,-1.0078125,-1.203125,-0.111328125,-0.08203125,0.037109375,0.27734375,-10.3828125,0.9375,
4053501,,,,,,,,-0.12109375,-0.85546875,-0.95703125,-0.2265625,-0.0703125,0.04296875,0.16015625,-10.2265625,1.16796875,
4053502,,,,,,,,-0.49609375,-0.234375,-0.53515625,-0.298828125,-0.037109375,0.046875,-0.22265625,-9.6171875,1.55078125,
4053503,,,,,,,,-0.91796875,0.15625,-0.4296875,-0.333984375,0.01953125,0.046875,-0.64453125,-9.23828125,1.625,
4053504,,,,,,,,-1.484375,-0.71875,-0.93359375,-0.376953125,0.109375,0.029296875,-1.21875,-10.1171875,1.08984375,
4053505,,,,,,,,-1.32421875,-2.12890625,0.0234375,-0.4453125,0.177734375,0.01953125,-1.06640625,-11.53515625,2.0078125,
4053506,,,,,,,,-0.81640625,-2.1953125,1.60546875,-0.513671875,0.220703125,0.015625,-0.56640625,-11.61328125,3.54296875,
4053507,,,,,,,,-0.3125,-1.5,2.30859375,-0.5234375,0.22265625,0.021484375,-0.0703125,-10.92578125,4.19140625,
4053508,,,,,,,,0.05078125,-1.4453125,1.36328125,-0.6171875,0.1953125,0.0546875,0.27734375,-10.8828125,3.19921875,
4053509,,,,,,,,0.36328125,-2.88671875,1.8515625,-0.88671875,0.138671875,0.08203125,0.58203125,-12.33984375,3.6171875,
4053510,36.01251683,129.319247,58.32668618,12.96393052,1.2,321,,1.0703125,-3.51171875,2.99609375,-0.994140625,0.0078125,0.12109375,1.2734375,-12.98828125,4.61328125,
4053511,,,,,,,,0.625,-3.0390625,3.3828125,-0.625,-0.025390625,0.11328125,0.8125,-12.53125,4.921875,
4053512,,,,,,,,-0.02734375,-3.06640625,2.984375,-0.47265625,-0.015625,0.095703125,0.16015625,-12.56640625,4.5,
4053513,,,,,,,,-0.546875,-2.953125,2.80078125,-0.515625,-0.05078125,0.076171875,-0.375,-12.45703125,4.26953125,
4053514,,,,,,,,-0.546875,-2.9453125,2.7421875,-0.603515625,-0.185546875,0.078125,-0.375,-12.45703125,4.15625,
4053515,,,,,,,,-0.39453125,-2.8515625,2.6796875,-0.412109375,-0.322265625,0.05859375,-0.22265625,-12.375,4.0390625,
4053516,,,,,,,,-0.30859375,-2.73046875,2.765625,-0.2421875,-0.341796875,0.04296875,-0.14453125,-12.26171875,4.1171875,
4053517,,,,,,,,-0.03515625,-2.1953125,2.3203125,0.052734375,-0.32421875,0.087890625,0.12109375,-11.7265625,3.65625,
4053518,,,,,,,,0.08984375,-1.49609375,1.9296875,0.048828125,-0.44140625,0.140625,0.23828125,-11.03515625,3.2734375,
4053519,,,,,,,,0.12890625,-1.3046875,1.82421875,0.05859375,-0.515625,0.16015625,0.27734375,-10.84765625,3.16015625,
4053520,36.01251783,129.3192463,58.26658583,13.07488936,1.1,324,,0.09765625,-0.76953125,1.4609375,-0.994140625,0.0078125,0.12109375,1.2734375,-12.98828125,4.61328125,
4053521,,,,,,,,0.12890625,-0.30078125,1.09375,0.248046875,-0.6484375,0.271484375,0.23828125,-9.84765625,2.46875,
4053522,,,,,,,,0.14453125,0.1875,0.83984375,0.31640625,-0.642578125,0.287109375,0.23828125,-9.3515625,2.23828125,
4053523,,,,,,,,0.19921875,0.609375,0.609375,0.333984375,-0.654296875,0.318359375,0.27734375,-8.9296875,2.046875,
4053524,,,,,,,,0.3046875,1.33203125,0.3046875,0.314453125,-0.650390625,0.35546875,0.3515625,-8.1953125,1.78125,
4053525,,,,,,,,0.421875,1.9140625,-0.00390625,0.23828125,-0.595703125,0.404296875,0.4296875,-7.62890625,1.51171875,
4053526,,,,,,,,0.58984375,2.25,-0.1640625,0.208984375,-0.576171875,0.4140625,0.58203125,-7.28515625,1.359375,
4053527,,,,,,,,0.546875,2.5546875,-0.21875,0.166015625,-0.53125,0.4453125,0.5078125,-6.98046875,1.3203125,
4053528,,,,,,,,0.65234375,2.81640625,-0.38671875,0.142578125,-0.505859375,0.474609375,0.58203125,-6.703125,1.16796875,
4053529,,,,,,,,0.96875,2.9296875,-0.48046875,0.1171875,-0.48046875,0.490234375,0.8515625,-6.59765625,1.08984375,
4053530,36.01251883,129.3192457,58.20648546,13.18584819,1.2,328,,1.23828125,3.015625,-0.5703125,0.09765625,-0.466796875,0.501953125,1.08203125,-6.51953125,1.015625,
4053531,,,,,,,,1.3515625,3.20703125,-0.6953125,0.078125,-0.41015625,0.501953125,1.15625,-6.32421875,0.8984375,
4053532,,,,,,,,1.55078125,3.19921875,-0.85546875,0.06640625,-0.3515625,0.49609375,1.30859375,-6.3203125,0.74609375,
4053533,,,,,,,,1.7578125,2.89453125,-0.93359375,0.05859375,-0.33203125,0.5,1.5,-6.62890625,0.66796875,
4053534,,,,,,,,1.69140625,2.703125,-0.94140625,0.064453125,-0.28515625,0.478515625,1.38671875,-6.82421875,0.66796875,
4053535,,,,,,,,1.37109375,2.37890625,-0.83984375,0.0625,-0.19921875,0.4375,1.00390625,-7.125,0.78515625,
4053536,,,,,,,,1.25,2.2265625,-0.7734375,0.083984375,-0.134765625,0.390625,0.8515625,-7.28515625,0.859375,
4053537,,,,,,,,1.43359375,2.07421875,-0.78125,0.1015625,-0.1640625,0.34765625,1.00390625,-7.4296875,0.859375,
4053538,,,,,,,,1.48828125,2.02734375,-0.828125,0.091796875,-0.171875,0.328125,1.04296875,-7.46875,0.8203125,
4053539,,,,,,,,1.3359375,1.8359375,-1.02734375,0.044921875,-0.099609375,0.26171875,0.8515625,-7.6640625,0.62890625,
4053540,36.01251967,129.3192447,58.11633542,13.27831362,1.2,324,,1.16015625,1.3359375,-0.84375,0.05859375,-0.037109375,0.220703125,0.66015625,-8.16796875,0.8203125,
4053541,,,,,,,,1.06640625,1.13671875,-0.7734375,0.109375,-0.044921875,0.189453125,0.54296875,-8.3515625,0.8984375,
4053542,,,,,,,,0.9609375,0.5546875,-0.7421875,0.140625,-0.044921875,0.166015625,0.4296875,-8.93359375,0.9375,
4053543,,,,,,,,0.984375,-0.21875,-0.54296875,0.181640625,0.0390625,0.109375,0.4296875,-9.6953125,1.16796875,
4053544,,,,,,,,0.83984375,-0.33984375,-0.453125,0.171875,0.111328125,0.083984375,0.27734375,-9.8046875,1.28125,
4053545,,,,,,,,0.69921875,-0.1875,-0.390625,0.17578125,0.123046875,0.0546875,0.12109375,-9.66015625,1.359375,
4053546,,,,,,,,0.6328125,-0.01171875,-0.4453125,0.17578125,0.1171875,0.046875,0.046875,-9.46484375,1.3203125,
4053547,,,,,,,,0.59375,0.2578125,-0.4609375,0.16015625,0.11328125,0.02734375,0.0078125,-9.19921875,1.3203125,
4053548,,,,,,,,0.59375,0.21875,-0.5,0.171875,0.12109375,0.021484375,0.0078125,-9.23828125,1.28125,
4053549,,,,,,,,0.515625,0.1328125,-0.515625,0.19921875,0.142578125,0.01171875,-0.0703125,-9.31640625,1.28125,
4053550,36.01252033,129.3192437,58.02618549,13.35228585,1.1,319,,0.515625,-0.05859375,-0.60546875,0.203125,0.150390625,0.00390625,-0.0703125,-9.50390625,1.20703125,
4053551,,,,,,,,0.5625,-0.40234375,-0.66015625,0.2265625,0.154296875,-0.005859375,-0.03125,-9.84375,1.16796875,
4053552,,,,,,,,0.6796875,-0.87109375,-0.76171875,0.216796875,0.12109375,-0.01171875,0.0859375,-10.30859375,1.08984375,
4053553,,,,,,,,0.6796875,-0.9453125,-0.80859375,0.20703125,0.111328125,-0.005859375,0.0859375,-10.38671875,1.05078125,
4053554,,,,,,,,0.5625,-1,-0.8515625,0.142578125,0.11328125,0.00390625,-0.03125,-10.421875,1.015625,
4053555,,,,,,,,0.2578125,-0.80859375,-0.984375,0.0703125,0.1171875,0.01171875,-0.3359375,-10.23046875,0.8984375,
4053556,,,,,,,,-0.1640625,-0.6171875,-0.71484375,-0.05859375,0.1015625,0.01171875,-0.7578125,-10.0390625,1.16796875,
4053557,,,,,,,,-0.234375,-0.578125,-0.125,-0.1328125,0.078125,0.005859375,-0.8359375,-10.00390625,1.7421875,
4053558,,,,,,,,-0.08203125,-0.53515625,0.04296875,-0.1953125,0.072265625,0.0078125,-0.68359375,-9.96484375,1.89453125,
4053559,,,,,,,,0.6796875,-1.3359375,0.02734375,-0.251953125,0.056640625,0,0.0859375,-10.76953125,1.85546875,
4053560,36.01252133,129.3192427,57.93603533,13.46324449,1.3,317,,1.03125,-2.25,-0.1015625,-0.314453125,0.044921875,0.001953125,0.4296875,-11.6875,1.703125,
4053561,,,,,,,,0.76171875,-3.3515625,0.359375,-0.373046875,0.048828125,0.013671875,0.16015625,-12.80078125,2.125,
4053562,,,,,,,,-0.1171875,-2.65625,1.203125,-0.4140625,0.033203125,0.01171875,-0.71875,-12.11328125,2.9296875,
4053563,,,,,,,,-0.921875,-1.7734375,1.77734375,-0.44140625,0.03515625,0.01171875,-1.5234375,-11.2265625,3.46484375,
4053564,,,,,,,,-1.46875,-1.3046875,2.19921875,-0.568359375,0.0546875,0.01171875,-2.0625,-10.765625,3.84765625,
