time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,prediction
2393866,,,,,,,,2.19140625,-2.9375,6.2890625,0.240234375,-0.068359375,0.046875,1.13671875,-9.47265625,3.078125,
2393867,,,,,,,,2.26171875,-2.921875,6.1875,0.2421875,-0.072265625,0.06640625,1.21484375,-9.47265625,3,
2393868,,,,,,,,2.19921875,-2.8515625,5.91796875,0.259765625,-0.087890625,0.107421875,1.13671875,-9.4296875,2.80859375,
2393869,,,,,,,,2.23046875,-2.63671875,5.93359375,0.267578125,-0.095703125,0.115234375,1.17578125,-9.234375,2.88671875,
2393870,,,,,,,,2.27734375,-2.515625,5.9375,0.265625,-0.09375,0.111328125,1.21484375,-9.125,2.921875,
2393871,,,,,,,,2.35546875,-2.26171875,5.9609375,0.26171875,-0.103515625,0.107421875,1.29296875,-8.890625,3,
2393872,,,,,,,,2.3984375,-2.19921875,5.8984375,0.271484375,-0.087890625,0.109375,1.328125,-8.8515625,3,
2393873,36.01295617,129.3188088,18.8261031,61.71184843,0.1,65535,,2.32421875,-2.21484375,5.765625,0.291015625,-0.083984375,0.10546875,1.13671875,-9.08984375,3,
2393874,,,,,,,,2.390625,-2.19140625,5.55078125,0.3125,-0.078125,0.09765625,1.328125,-8.89453125,2.76953125,
2393875,,,,,,,,2.58984375,-1.9765625,5.4140625,0.33203125,-0.078125,0.1015625,1.51953125,-8.70703125,2.6953125,
2393876,,,,,,,,2.67578125,-1.921875,5.41796875,0.353515625,-0.078125,0.109375,1.59765625,-8.6640625,2.73046875,
2393877,,,,,,,,2.71484375,-1.8671875,5.35546875,0.390625,-0.06640625,0.130859375,1.63671875,-8.625,2.73046875,
2393878,,,,,,,,2.75390625,-1.8046875,5.21875,0.423828125,-0.072265625,0.158203125,1.67578125,-8.5859375,2.65625,
2393879,,,,,,,,2.90625,-1.8046875,5.15625,0.421875,-0.064453125,0.158203125,1.828125,-8.62890625,2.6953125,
2393880,,,,,,,,3.02734375,-1.7421875,5.12890625,0.419921875,-0.076171875,0.177734375,1.94140625,-8.5859375,2.73046875,
2393881,,,,,,,,3.0078125,-1.69921875,5.13671875,0.416015625,-0.068359375,0.203125,1.90625,-8.55078125,2.76953125,
2393882,,,,,,,,3.08203125,-1.55859375,5.02734375,0.4453125,-0.07421875,0.259765625,1.98046875,-8.43359375,2.73046875,
2393883,36.012956,129.3188088,18.82610314,61.69335523,0.1,65535,,3.09765625,-1.49609375,4.73046875,0.291015625,-0.083984375,0.10546875,1.98046875,-8.39453125,2.50390625,
2393884,,,,,,,,3.07421875,-1.59765625,4.66015625,0.474609375,-0.080078125,0.314453125,1.94140625,-8.5078125,2.50390625,
2393885,,,,,,,,3.07421875,-1.65625,4.62890625,0.478515625,-0.080078125,0.328125,1.94140625,-8.5859375,2.50390625,
2393886,,,,,,,,3.09765625,-1.671875,4.5859375,0.494140625,-0.076171875,0.349609375,1.94140625,-8.62890625,2.5390625,
2393887,,,,,,,,3.10546875,-1.80859375,4.48046875,0.494140625,-0.07421875,0.388671875,1.94140625,-8.77734375,2.50390625,
2393888,,,,,,,,3.17578125,-1.83984375,4.4453125,0.45703125,-0.07421875,0.48828125,1.90625,-8.9296875,2.38671875,
2393889,,,,,,,,3.1171875,-1.94140625,4.26171875,0.451171875,-0.068359375,0.51171875,1.90625,-9.23828125,2.42578125,
2393890,,,,,,,,2.984375,-2.390625,4.26171875,0.41015625,-0.0390625,0.517578125,1.55859375,-9.734375,2.50390625,
2393891,,,,,,,,2.54296875,-3.1640625,4.17578125,0.3671875,-0.05078125,0.544921875,1.13671875,-10.34765625,2.46484375,
2393892,,,,,,,,2.44921875,-3.31640625,4.10546875,0.35546875,-0.04296875,0.57421875,1.0234375,-10.54296875,2.42578125,
2393893,,,,,,,,2.44921875,-3.31640625,4.10546875,0.35546875,-0.04296875,0.57421875,1.0234375,-10.54296875,2.42578125,
2393894,,,,,,,,2.44921875,-3.31640625,4.10546875,0.35546875,-0.04296875,0.57421875,1.0234375,-10.54296875,2.42578125,
2393895,,,,,,,,2.44921875,-3.31640625,4.10546875,0.35546875,-0.04296875,0.57421875,1.0234375,-10.54296875,2.42578125,
2393896,,,,,,,,2.44921875,-3.31640625,4.10546875,0.35546875,-0.04296875,0.57421875,1.0234375,-10.54296875,2.42578125,
2393897,,,,,,,,2.44921875,-3.31640625,4.10546875,0.35546875,-0.04296875,0.57421875,1.0234375,-10.54296875,2.42578125,
2393898,,,,,,,,2.44921875,-3.31640625,4.10546875,0.35546875,-0.04296875,0.57421875,1.0234375,-10.54296875,2.42578125,
2393899,,,,,,,,2.44921875,-3.31640625,4.10546875,0.35546875,-0.04296875,0.57421875,1.0234375,-10.54296875,2.42578125,
2393900,36.012956,129.3188088,18.82610314,61.69335523,0,65535,0,2.0703125,-3.6796875,3.94140625,0.3515625,0,0.634765625,0.640625,-10.76953125,2.38671875,1
2393901,,,,,,,,1.9609375,-3.640625,3.765625,0.345703125,0.02734375,0.62890625,0.48828125,-10.69921875,2.234375,1
2393902,,,,,,,,1.87890625,-3.5546875,3.6640625,0.310546875,0.0546875,0.59765625,0.37109375,-10.50390625,2.1953125,1
2393903,,,,,,,,1.87109375,-3.27734375,3.6953125,0.291015625,0.0859375,0.53125,0.41015625,-10.34765625,2.3125,1
2393904,,,,,,,,1.87109375,-2.98828125,3.5390625,0.267578125,0.103515625,0.453125,0.37109375,-10.078125,2.234375,1
2393905,,,,,,,,1.92578125,-2.40625,3.1796875,0.248046875,0.126953125,0.384765625,0.41015625,-9.51171875,1.9296875,1
2393906,,,,,,,,1.93359375,-2.09765625,2.96875,0.25,0.142578125,0.361328125,0.41015625,-9.19921875,1.734375,1
2393907,,,,,,,,2.02734375,-1.82421875,2.953125,0.2578125,0.162109375,0.30078125,0.48828125,-8.9296875,1.7734375,0
2393908,,,,,,,,2.1953125,-1.65234375,2.71484375,0.26953125,0.185546875,0.240234375,0.640625,-8.7734375,1.58203125,0
2393909,,,,,,,,2.37890625,-1.53125,2.62890625,0.267578125,0.20703125,0.193359375,0.83203125,-8.6640625,1.54296875,0
2393910,36.012956,129.318809,18.84112796,61.69335526,0,65535,,2.38671875,-1.59375,2.73828125,0.3515625,0,0.634765625,0.83203125,-8.74609375,1.69921875,0
2393911,,,,,,,,2.30859375,-1.61328125,2.62109375,0.291015625,0.189453125,0.201171875,0.75390625,-8.77734375,1.66015625,0
2393912,,,,,,,,2.43359375,-1.63671875,2.61328125,0.30859375,0.169921875,0.25,0.87109375,-8.81640625,1.69921875,0
2393913,,,,,,,,2.6796875,-1.66796875,2.48828125,0.3203125,0.15625,0.263671875,1.1015625,-8.8515625,1.62109375,1
2393914,,,,,,,,2.87109375,-1.8125,2.39453125,0.341796875,0.130859375,0.248046875,1.29296875,-9.0078125,1.58203125,0
2393915,,,,,,,,2.9609375,-2.265625,2.4921875,0.357421875,0.123046875,0.228515625,1.3671875,-9.46875,1.734375,0
2393916,,,,,,,,3,-2.37890625,2.5078125,0.361328125,0.115234375,0.216796875,1.40625,-9.58203125,1.7734375,0
2393917,,,,,,,,2.86328125,-2.546875,2.46875,0.337890625,0.11328125,0.23828125,1.25390625,-9.77734375,1.8125,0
2393918,,,,,,,,2.7109375,-2.6953125,2.14453125,0.318359375,0.111328125,0.28125,1.1015625,-9.93359375,1.54296875,0
2393919,,,,,,,,2.609375,-2.72265625,1.9765625,0.298828125,0.10546875,0.298828125,0.984375,-9.96484375,1.4296875,0
2393920,36.012956,129.318809,18.84112796,61.69335526,0,65535,,2.6328125,-2.640625,1.8828125,0.294921875,0.1015625,0.2421875,0.984375,-9.89453125,1.4296875,0
2393921,,,,,,,,2.6015625,-2.546875,1.875,0.255859375,0.107421875,0.21875,0.9453125,-9.8125,1.46875,1
2393922,,,,,,,,2.53515625,-2.578125,1.796875,0.23046875,0.12890625,0.212890625,0.87109375,-9.85546875,1.4296875,1
2393923,,,,,,,,2.45703125,-2.5,1.734375,0.220703125,0.12890625,0.208984375,0.79296875,-9.7734375,1.390625,1
2393924,,,,,,,,2.390625,-2.41015625,1.734375,0.216796875,0.140625,0.205078125,0.71875,-9.69921875,1.4296875,0
2393925,,,,,,,,2.359375,-2.29296875,1.58203125,0.19921875,0.1484375,0.212890625,0.6796875,-9.58203125,1.31640625,0
2393926,,,,,,,,2.3203125,-2.25,1.54296875,0.19140625,0.13671875,0.208984375,0.640625,-9.55078125,1.31640625,0
2393927,,,,,,,,2.25,-2.34765625,1.42578125,0.189453125,0.134765625,0.20703125,0.5625,-9.66015625,1.23828125,0
2393928,,,,,,,,2.2578125,-2.38671875,1.33203125,0.197265625,0.12890625,0.193359375,0.5625,-9.6953125,1.16015625,0
2393929,,,,,,,,2.2578125,-2.38671875,1.2578125,0.201171875,0.12109375,0.203125,0.5625,-9.6953125,1.125,1
