$GNRMC,122452.70,A,3600.81110,N,12919.17433,E,0.046,,260620,,,A*65
$GNRMC,122452.80,A,3600.81110,N,12919.17433,E,0.072,,260620,,,A*6D
$GNRMC,122452.90,A,3600.81110,N,12919.17432,E,0.028,,260620,,,A*62
$GNRMC,122453.00,A,3600.81109,N,12919.17432,E,0.074,,260620,,,A*6B
$GNRMC,122453.10,A,3600.81109,N,12919.17432,E,0.048,,260620,,,A*65
$GNRMC,122453.20,A,3600.81107,N,12919.17431,E,0.122,,260620,,,A*66
$GNRMC,122453.30,A,3600.81106,N,12919.17431,E,0.056,,260620,,,A*64
$GNRMC,122453.40,A,3600.81106,N,12919.17431,E,0.054,,260620,,,A*61
$GNRMC,122453.50,A,3600.81105,N,12919.17430,E,0.073,,260620,,,A*67
$GNRMC,122453.60,A,3600.81104,N,12919.17431,E,0.031,,260620,,,A*62
$GNRMC,122453.70,A,3600.81104,N,12919.17431,E,0.087,,260620,,,A*6E
$GNRMC,122453.80,A,3600.81104,N,12919.17431,E,0.146,,260620,,,A*6D
$GNRMC,122453.90,A,3600.81105,N,12919.17431,E,0.074,,260620,,,A*6D
$GNRMC,122454.00,A,3600.81104,N,12919.17430,E,0.113,,260620,,,A*63
$GNRMC,122454.10,A,3600.81104,N,12919.17431,E,0.103,,260620,,,A*62
$GNRMC,122454.20,A,3600.81103,N,12919.17432,E,0.157,,260620,,,A*64
$GNRMC,122454.30,A,3600.81103,N,12919.17432,E,0.116,,260620,,,A*60
$GNRMC,122454.40,A,3600.81102,N,12919.17432,E,0.089,,260620,,,A*61
$GNRMC,122454.50,A,3600.81101,N,12919.17428,E,0.418,,260620,,,A*64
$GNRMC,122454.60,A,3600.81093,N,12919.17427,E,0.985,211.22,260620,,,A*77
$GNRMC,122454.70,A,3600.81087,N,12919.17427,E,1.127,198.29,260620,,,A*7B
$GNRMC,122454.80,A,3600.81081,N,12919.17430,E,1.618,180.65,260620,,,A*7E
$GNRMC,122454.90,A,3600.81075,N,12919.17438,E,2.054,160.08,260620,,,A*74
$GNRMC,122455.00,A,3600.81068,N,12919.17443,E,2.426,150.68,260620,,,A*78
$GNRMC,122455.10,A,3600.81063,N,12919.17455,E,3.104,139.45,260620,,,A*71
$GNRMC,122455.20,A,3600.81059,N,12919.17463,E,3.117,134.83,260620,,,A*7B
$GNRMC,122455.30,A,3600.81053,N,12919.17476,E,3.503,128.16,260620,,,A*74
$GNRMC,122455.40,A,3600.81051,N,12919.17488,E,3.543,121.17,260620,,,A*7C
$GNRMC,122455.50,A,3600.81046,N,12919.17494,E,3.436,116.70,260620,,,A*70
$GNRMC,122455.60,A,3600.81041,N,12919.17500,E,3.237,115.32,260620,,,A*7A
$GNRMC,122455.70,A,3600.81038,N,12919.17507,E,3.133,113.36,260620,,,A*77
$GNRMC,122455.80,A,3600.81034,N,12919.17516,E,3.073,111.79,260620,,,A*78
$GNRMC,122455.90,A,3600.81031,N,12919.17522,E,2.734,110.44,260620,,,A*71
$GNRMC,122456.00,A,3600.81026,N,12919.17528,E,2.536,113.86,260620,,,A*7A
$GNRMC,122456.10,A,3600.81021,N,12919.17536,E,2.778,118.80,260620,,,A*76
$GNRMC,122456.20,A,3600.81016,N,12919.17540,E,2.488,123.73,260620,,,A*78
$GNRMC,122456.30,A,3600.81010,N,12919.17544,E,2.507,130.23,260620,,,A*7A
$GNRMC,122456.40,A,3600.81004,N,12919.17544,E,2.257,133.59,260620,,,A*74
$GNRMC,122456.50,A,3600.80997,N,12919.17547,E,2.412,135.45,260620,,,A*78
$GNRMC,122456.60,A,3600.80991,N,12919.17549,E,2.342,137.82,260620,,,A*78
$GNRMC,122456.70,A,3600.80986,N,12919.17550,E,2.183,144.50,260620,,,A*73
$GNRMC,122456.80,A,3600.80982,N,12919.17555,E,2.326,147.74,260620,,,A*75
$GNRMC,122456.90,A,3600.80978,N,12919.17559,E,2.177,149.54,260620,,,A*77
$GNRMC,122457.00,A,3600.80976,N,12919.17566,E,2.382,148.04,260620,,,A*71
$GNRMC,122457.10,A,3600.80973,N,12919.17574,E,2.264,142.40,260620,,,A*75
$GNRMC,122457.20,A,3600.80972,N,12919.17583,E,2.251,131.77,260620,,,A*79
$GNRMC,122457.30,A,3600.80970,N,12919.17596,E,2.639,122.86,260620,,,A*78
$GNRMC,122457.40,A,3600.80968,N,12919.17604,E,2.622,121.83,260620,,,A*72
$GNRMC,122457.50,A,3600.80966,N,12919.17611,E,2.318,123.26,260620,,,A*78
$GNRMC,122457.60,A,3600.80964,N,12919.17618,E,2.390,126.64,260620,,,A*73
$GNRMC,122457.70,A,3600.80964,N,12919.17622,E,1.914,127.99,260620,,,A*7D
$GNRMC,122457.80,A,3600.80965,N,12919.17624,E,1.589,132.20,260620,,,A*7B
$GNRMC,122457.90,A,3600.80961,N,12919.17627,E,1.720,141.73,260620,,,A*7E
$GNRMC,122458.00,A,3600.80959,N,12919.17633,E,1.874,144.82,260620,,,A*73
$GNRMC,122458.10,A,3600.80953,N,12919.17636,E,1.957,147.07,260620,,,A*73
$GNRMC,122458.20,A,3600.80948,N,12919.17640,E,2.005,150.01,260620,,,A*76
$GNRMC,122458.30,A,3600.80944,N,12919.17643,E,2.011,152.52,260620,,,A*79
$GNRMC,122458.40,A,3600.80939,N,12919.17645,E,1.853,153.92,260620,,,A*72
$GNRMC,122458.50,A,3600.80936,N,12919.17645,E,1.765,157.38,260620,,,A*72
$GNRMC,122458.60,A,3600.80934,N,12919.17645,E,1.322,158.63,260620,,,A*75
$GNRMC,122458.70,A,3600.80931,N,12919.17649,E,1.600,157.93,260620,,,A*78
$GNRMC,122458.80,A,3600.80927,N,12919.17652,E,1.863,159.87,260620,,,A*7A
$GNRMC,122458.90,A,3600.80923,N,12919.17653,E,1.676,160.79,260620,,,A*7F
$GNRMC,122459.00,A,3600.80920,N,12919.17657,E,1.719,161.30,260620,,,A*74
$GNRMC,122459.10,A,3600.80920,N,12919.17655,E,1.534,168.63,260620,,,A*75
$GNRMC,122459.20,A,3600.80915,N,12919.17658,E,1.669,170.40,260620,,,A*7E
$GNRMC,122459.30,A,3600.80912,N,12919.17660,E,1.723,171.10,260620,,,A*78
$GNRMC,122459.40,A,3600.80910,N,12919.17661,E,1.739,171.45,260620,,,A*77
$GNRMC,122459.50,A,3600.80906,N,12919.17663,E,1.763,173.23,260620,,,A*7E
$GNRMC,122459.60,A,3600.80906,N,12919.17662,E,1.421,175.97,260620,,,A*70
$GNRMC,122459.70,A,3600.80903,N,12919.17662,E,1.437,181.32,260620,,,A*77
$GNRMC,122459.80,A,3600.80901,N,12919.17660,E,1.366,187.23,260620,,,A*7D
$GNRMC,122459.90,A,3600.80900,N,12919.17658,E,1.124,190.85,260620,,,A*78
