time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,validity
4459410,36.01306916666667,129.32012866666668,137.80747899621707,74.25130348613534,3.0,231.0,,2.98046875,-9.12890625,1.37109375,-0.517578125,-0.736328125,-1.46484375,2.17578125,-17.33203125,5.42578125,1.0
4459411,,,,,,,,1.98828125,-8.890625,1.5703125,-0.85546875,-0.236328125,-1.654296875,1.33203125,-17.140625,5.578125,1.0
4459412,,,,,,,,1.94140625,-8.515625,1.37890625,-1.0234375,-0.365234375,-1.64453125,1.37109375,-16.80078125,5.34765625,1.0
4459413,,,,,,,,2.47265625,-6.27734375,0.05859375,-1.189453125,-0.44921875,-1.63671875,2.13671875,-14.6484375,3.89453125,1.0
4459414,,,,,,,,2.8828125,-4.71484375,-0.80859375,-1.23828125,-0.2578125,-1.744140625,2.6328125,-13.12109375,2.97265625,1.0
4459415,,,,,,,,3.44140625,-2.8125,-1.42578125,-1.32421875,0.130859375,-2.025390625,3.36328125,-11.28125,2.24609375,1.0
4459416,,,,,,,,4.10546875,0.54296875,-1.8828125,-1.373046875,0.232421875,-2.23828125,4.20703125,-7.98828125,1.671875,1.0
4459417,,,,,,,,4.453125,2.58984375,-1.87890625,-1.404296875,0.18359375,-2.2734375,4.7421875,-5.9921875,1.55859375,1.0
4459418,,,,,,,,4.46875,4.4296875,-1.80859375,-1.392578125,0.275390625,-2.033203125,5.05078125,-4.234375,1.44140625,1.0
4459419,,,,,,,,4.453125,6.1328125,-1.5625,-1.361328125,0.345703125,-1.9375,5.12890625,-2.546875,1.6328125,1.0
4459420,36.013067500000005,129.32012633333335,137.59713467504034,74.06636811758825,2.8000000000000003,230.0,,3.98828125,7.97265625,-1.7890625,-0.517578125,-0.736328125,-1.46484375,4.81640625,-0.74609375,1.2890625,1.0
4459421,,,,,,,,2.8515625,9.45703125,-2.453125,-1.130859375,0.52734375,-1.55078125,3.8203125,0.70703125,0.5234375,1.0
