time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,prediction
4123234,,,,,,,,-0.9765625,-2.60546875,1.109375,-0.375,-0.201171875,0.09765625,-1.671875,-12.04296875,2.9453125,2
4123235,,,,,,,,-0.83203125,-1.5625,1.484375,-0.400390625,-0.19921875,0.078125,-1.51953125,-11.0078125,3.2890625,2
4123236,,,,,,,,-0.01953125,-0.62890625,1.39453125,-0.46484375,-0.21484375,0.060546875,-0.71484375,-10.0859375,3.13671875,2
4123237,,,,,,,,0.94140625,-0.23046875,1.125,-0.4375,-0.208984375,0.02734375,0.24609375,-9.703125,2.828125,2
4123238,,,,,,,,1.1328125,-0.07421875,1.2265625,-0.3828125,-0.193359375,0.017578125,0.4375,-9.55078125,2.90625,2
4123239,,,,,,,,1.19921875,0.046875,1.07421875,-0.205078125,-0.201171875,-0.009765625,0.51171875,-9.4375,2.71484375,2
4123240,36.01251983,129.3192405,57.74071265,13.29680435,1.1,315,,0.92578125,-0.14453125,1.2734375,-0.12109375,-0.2890625,-0.02734375,0.24609375,-9.625,2.90625,2
4123241,,,,,,,,0.640625,-0.7109375,1.59375,-0.087890625,-0.333984375,-0.041015625,-0.0234375,-10.203125,3.2109375,2
4123242,,,,,,,,0.546875,-1.4375,1.640625,-0.154296875,-0.283203125,-0.072265625,-0.1015625,-10.9296875,3.25,2
4123243,,,,,,,,0.5078125,-1.66796875,1.6875,-0.17578125,-0.240234375,-0.09375,-0.140625,-11.16015625,3.2890625,2
4123244,,,,,,,,0.44921875,-2.04296875,2.015625,-0.25390625,-0.068359375,-0.17578125,-0.17578125,-11.54296875,3.59375,2
4123245,,,,,,,,0.30859375,-1.8828125,2.26953125,-0.314453125,0.01953125,-0.212890625,-0.29296875,-11.39453125,3.82421875,2
4123246,,,,,,,,0.1328125,-1.0234375,1.91015625,-0.31640625,0.1015625,-0.244140625,-0.4453125,-10.55078125,3.44140625,2
4123247,,,,,,,,0.1484375,-0.7578125,1.90234375,-0.302734375,0.1875,-0.248046875,-0.40625,-10.28125,3.40234375,2
4123248,,,,,,,,0.0546875,-0.671875,1.91796875,-0.28125,0.244140625,-0.2578125,-0.484375,-10.203125,3.40234375,2
4123249,,,,,,,,-0.11328125,-0.28125,1.90625,-0.19921875,0.33984375,-0.2734375,-0.63671875,-9.8203125,3.3671875,2
4123250,36.0125205,129.3192395,57.65056273,13.37077658,1.2,315,,-0.3828125,0.1875,1.61328125,0.009765625,0.427734375,-0.33203125,0.24609375,-9.625,2.90625,2
4123251,,,,,,,,-0.375,0.68359375,1.17578125,0.166015625,0.439453125,-0.376953125,-0.828125,-8.86328125,2.63671875,2
4123252,,,,,,,,-0.21484375,1.23046875,0.73828125,0.25390625,0.43359375,-0.3984375,-0.63671875,-8.32421875,2.21484375,2
4123253,,,,,,,,-0.1171875,1.4140625,0.609375,0.2734375,0.4375,-0.41015625,-0.5234375,-8.1328125,2.1015625,2
4123254,,,,,,,,0.08203125,1.796875,0.27734375,0.29296875,0.439453125,-0.408203125,-0.29296875,-7.75,1.79296875,2
4123255,,,,,,,,0.05078125,2.0625,0.1328125,0.291015625,0.4296875,-0.392578125,-0.29296875,-7.48828125,1.6796875,2
4123256,,,,,,,,-0.0625,2.24609375,-0.00390625,0.28515625,0.423828125,-0.3671875,-0.3671875,-7.2890625,1.56640625,2
4123257,,,,,,,,-0.1796875,2.36328125,-0.28125,0.296875,0.431640625,-0.33984375,-0.4453125,-7.17578125,1.3359375,2
4123258,,,,,,,,-0.234375,2.24609375,-0.51953125,0.2890625,0.443359375,-0.330078125,-0.484375,-7.2890625,1.10546875,2
4123259,,,,,,,,-0.5234375,2.27734375,-0.62109375,0.25,0.47265625,-0.33984375,-0.75,-7.25390625,1.02734375,2
4123260,36.012521,129.3192385,57.56041294,13.42625561,1,315,,-0.81640625,2.31640625,-0.57421875,0.009765625,0.427734375,-0.33203125,0.24609375,-9.625,2.90625,2
4123261,,,,,,,,-1.1484375,2.1171875,-0.58984375,0.1484375,0.484375,-0.375,-1.328125,-7.40625,1.10546875,2
4123262,,,,,,,,-1.37109375,2.0390625,-0.52734375,0.119140625,0.45703125,-0.392578125,-1.51953125,-7.48828125,1.18359375,2
4123263,,,,,,,,-1.5703125,1.96484375,-0.7265625,0.078125,0.4375,-0.39453125,-1.671875,-7.55859375,0.9921875,2
4123264,,,,,,,,-1.68359375,1.765625,-0.78125,0.080078125,0.43359375,-0.369140625,-1.74609375,-7.75390625,0.953125,2
4123265,,,,,,,,-1.671875,1.57421875,-0.71484375,0.1171875,0.42578125,-0.328125,-1.7109375,-7.94140625,1.02734375,2
4123266,,,,,,,,-1.6015625,1.49609375,-0.68359375,0.140625,0.423828125,-0.3046875,-1.6328125,-8.015625,1.06640625,2
4123267,,,,,,,,-1.43359375,1.45703125,-0.73828125,0.1796875,0.384765625,-0.251953125,-1.44140625,-8.0546875,1.02734375,2
4123268,,,,,,,,-1.3359375,1.55859375,-0.76171875,0.208984375,0.3359375,-0.19140625,-1.328125,-7.94140625,1.02734375,2
4123269,,,,,,,,-1.38671875,1.625,-0.8203125,0.21875,0.27734375,-0.154296875,-1.36328125,-7.87109375,0.9921875,2
4123270,36.0125215,129.3192377,57.48528804,13.48173473,1,313,,-1.39453125,1.3203125,-0.9609375,0.21875,0.18359375,-0.115234375,-1.36328125,-8.17578125,0.875,2
4123271,,,,,,,,-1.40234375,1.00390625,-1.0234375,0.236328125,0.08984375,-0.07421875,-1.36328125,-8.4765625,0.8359375,2
4123272,,,,,,,,-1.2109375,0.5078125,-0.9375,0.2734375,0.025390625,-0.052734375,-1.171875,-8.98046875,0.953125,2
4123273,,,,,,,,-1.01953125,0.1484375,-0.80859375,0.29296875,-0.0078125,-0.025390625,-0.98046875,-9.3203125,1.10546875,2
