time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
4066600,36.01250533333334,129.31925166666667,58.74739209402631,11.687902153067991,1.0,307.0,0.0,0.265625,0.515625,2.03125,-0.16796875,0.21875,0.013671875,-0.3359375,-8.9296875,3.7734375
4066601,,,,,,,,0.07421875,0.74609375,1.41015625,0.236328125,0.123046875,0.046875,-0.52734375,-8.6953125,3.16015625
4066602,,,,,,,,-0.1484375,0.515625,1.0859375,0.35546875,0.044921875,0.060546875,-0.7578125,-8.93359375,2.8515625
4066603,,,,,,,,-0.6015625,-0.06640625,1.26953125,0.21484375,0.111328125,0.0078125,-1.21875,-9.50390625,3.08203125
4066604,,,,,,,,-1.13671875,-0.34375,1.75390625,0.201171875,0.25,-0.037109375,-1.75390625,-9.77734375,3.58203125
4066605,,,,,,,,-1.18359375,-0.2578125,1.62109375,0.197265625,0.27734375,-0.091796875,-1.79296875,-9.6953125,3.46484375
4066606,,,,,,,,-0.9140625,-0.11328125,1.23046875,0.1171875,0.23046875,-0.138671875,-1.5234375,-9.5390625,3.08203125
4066607,,,,,,,,-0.6640625,0.04296875,0.88671875,-0.05078125,0.19921875,-0.177734375,-1.2578125,-9.38671875,2.73828125
4066608,,,,,,,,-0.44921875,0.25,0.86328125,-0.146484375,0.22265625,-0.212890625,-1.02734375,-9.19921875,2.69921875
4066609,,,,,,,,-0.2734375,0.66796875,0.6796875,-0.10546875,0.220703125,-0.248046875,-0.8359375,-8.77734375,2.5078125
4066610,36.01250616666667,129.31925066666665,58.65724202548412,11.780367577256662,1.1,309.0,,-0.13671875,1.13671875,0.57421875,-0.16796875,0.21875,0.013671875,-0.68359375,-8.3125,2.39453125
4066611,,,,,,,,-0.01171875,1.52734375,0.45703125,0.078125,0.1328125,-0.283203125,-0.52734375,-7.9296875,2.27734375
4066612,,,,,,,,-0.03515625,1.94921875,0.06640625,0.099609375,0.1484375,-0.2734375,-0.52734375,-7.51171875,1.89453125
4066613,,,,,,,,-0.05078125,2.06640625,0.01953125,0.1171875,0.16796875,-0.259765625,-0.52734375,-7.39453125,1.85546875
4066614,,,,,,,,-0.23828125,2.21875,-0.1796875,0.14453125,0.162109375,-0.25390625,-0.68359375,-7.24609375,1.6640625
4066615,,,,,,,,-0.26171875,2.171875,-0.42578125,0.177734375,0.126953125,-0.271484375,-0.68359375,-7.28515625,1.43359375
4066616,,,,,,,,-0.4375,2.2109375,-0.5546875,0.212890625,0.095703125,-0.28125,-0.8359375,-7.2421875,1.3203125
4066617,,,,,,,,-0.65234375,2.0859375,-0.65625,0.236328125,0.091796875,-0.302734375,-1.02734375,-7.36328125,1.2421875
4066618,,,,,,,,-0.70703125,1.98046875,-0.73828125,0.220703125,0.099609375,-0.3046875,-1.06640625,-7.47265625,1.16796875
4066619,,,,,,,,-0.70703125,1.51953125,-0.80078125,0.19140625,0.107421875,-0.33203125,-1.02734375,-7.93359375,1.12890625
4066620,36.0125065,129.31924983333334,58.58211723912839,11.817353486932504,0.9,310.0,,-0.77734375,1.28125,-0.546875,0.15234375,0.125,-0.34375,-1.06640625,-8.16796875,1.3984375
4066621,,,,,,,,-0.84375,1.28125,-0.48046875,0.1328125,0.16796875,-0.337890625,-1.1015625,-8.16796875,1.47265625
4066622,,,,,,,,-0.75390625,1.3203125,-0.6484375,0.119140625,0.15234375,-0.330078125,-0.98828125,-8.12890625,1.3203125
4066623,,,,,,,,-0.65625,1.359375,-0.6953125,0.09375,0.14453125,-0.322265625,-0.875,-8.0859375,1.28125
4066624,,,,,,,,-0.5625,1.46484375,-0.92578125,0.05078125,0.14453125,-0.296875,-0.7578125,-7.97265625,1.05078125
4066625,,,,,,,,-0.85546875,1.58203125,-0.85546875,0.04296875,0.12890625,-0.2578125,-1.02734375,-7.8515625,1.12890625
4066626,,,,,,,,-1.0,1.4296875,-1.046875,0.123046875,0.1171875,-0.21875,-1.140625,-8.0078125,0.9375
4066627,,,,,,,,-1.0625,0.8828125,-1.20703125,0.16796875,0.099609375,-0.20703125,-1.1796875,-8.55078125,0.78515625
4066628,,,,,,,,-1.0625,0.76953125,-1.109375,0.189453125,0.103515625,-0.20703125,-1.1796875,-8.65625,0.8984375
4066629,,,,,,,,-0.89453125,0.4921875,-1.0859375,0.22265625,0.111328125,-0.19140625,-0.98828125,-8.9296875,0.9375
4066630,36.012507166666666,129.319249,58.50699220453872,11.891325807679323,1.0,314.0,,-0.83203125,0.453125,-1.109375,0.15234375,0.125,-0.34375,-0.91015625,-8.97265625,0.9375
4066631,,,,,,,,-0.7265625,0.64453125,-1.1953125,0.185546875,0.0625,-0.16015625,-0.796875,-8.7734375,0.859375
4066632,,,,,,,,-0.7421875,0.66796875,-1.25,0.1171875,0.021484375,-0.150390625,-0.796875,-8.73828125,0.8203125
4066633,,,,,,,,-0.7578125,0.62890625,-1.2578125,0.06640625,-0.04296875,-0.130859375,-0.796875,-8.77734375,0.8203125
4066634,,,,,,,,-0.87890625,0.28515625,-1.140625,0.0703125,-0.06640625,-0.126953125,-0.91015625,-9.1171875,0.9375
4066635,,,,,,,,-1.05078125,-0.01953125,-0.84375,0.091796875,-0.056640625,-0.123046875,-1.06640625,-9.42578125,1.2421875
4066636,,,,,,,,-1.02734375,-0.02734375,-0.703125,0.0859375,-0.0546875,-0.123046875,-1.02734375,-9.421875,1.3984375
4066637,,,,,,,,-1.08203125,0.15625,-0.93359375,0.037109375,-0.056640625,-0.12890625,-1.06640625,-9.23828125,1.16796875
4066638,,,,,,,,-1.08984375,0.26953125,-1.0859375,-0.00390625,-0.068359375,-0.12890625,-1.06640625,-9.1171875,1.015625
4066639,,,,,,,,-1.1796875,0.15625,-1.203125,-0.03515625,-0.09765625,-0.130859375,-1.140625,-9.234375,0.8984375
4066640,36.01250783333333,129.319248,58.41684226365588,11.965298029124913,1.1,317.0,,-1.1875,-0.14453125,-1.30078125,0.15234375,0.125,-0.34375,-1.140625,-9.54296875,0.78515625
4066641,,,,,,,,-1.05078125,-0.44921875,-1.41796875,-0.005859375,-0.119140625,-0.123046875,-0.98828125,-9.84375,0.66796875
4066642,,,,,,,,-0.8671875,-0.83984375,-1.4921875,0.0,-0.103515625,-0.126953125,-0.796875,-10.23046875,0.59375
4066643,,,,,,,,-0.65234375,-1.0625,-1.484375,-0.037109375,-0.08984375,-0.12109375,-0.56640625,-10.46484375,0.59375
4066644,,,,,,,,-0.390625,-1.18359375,-1.44140625,-0.12890625,-0.08203125,-0.109375,-0.296875,-10.57421875,0.62890625
4066645,,,,,,,,-0.3984375,-1.17578125,-1.109375,-0.23828125,-0.08203125,-0.10546875,-0.296875,-10.57421875,0.9375
4066646,,,,,,,,-0.484375,-1.25390625,-0.98046875,-0.29296875,-0.083984375,-0.103515625,-0.375,-10.6484375,1.05078125
4066647,,,,,,,,-0.80859375,-2.43359375,-0.48828125,-0.396484375,-0.078125,-0.125,-0.68359375,-11.83984375,1.51171875
4066648,,,,,,,,-0.73828125,-3.921875,-0.328125,-0.4921875,-0.072265625,-0.138671875,-0.60546875,-13.33984375,1.625
