$GNRMC,070937.60,A,3600.77789,N,12919.12790,E,0.683,311.71,310720,,,A,V*05
$GNRMC,070937.70,A,3600.77789,N,12919.12790,E,0.507,307.88,310720,,,A,V*0A
$GNRMC,070937.80,A,3600.77789,N,12919.12790,E,0.328,307.54,310720,,,A,V*0F
$GNRMC,070937.90,A,3600.77788,N,12919.12791,E,0.121,,310720,,,A,V*1E
$GNRMC,070938.00,A,3600.77786,N,12919.12791,E,0.223,261.48,310720,,,A,V*00
$GNRMC,070938.10,A,3600.77784,N,12919.12790,E,0.325,223.96,310720,,,A,V*00
$GNRMC,070938.20,A,3600.77784,N,12919.12790,E,0.291,219.01,310720,,,A,V*0A
$GNRMC,070938.30,A,3600.77784,N,12919.12789,E,0.252,216.64,310720,,,A,V*00
$GNRMC,070938.40,A,3600.77784,N,12919.12789,E,0.207,219.20,310720,,,A,V*08
$GNRMC,070938.50,A,3600.77784,N,12919.12789,E,0.111,,310720,,,A,V*1B
$GNRMC,070938.60,A,3600.77784,N,12919.12792,E,0.112,,310720,,,A,V*11
$GNRMC,070938.70,A,3600.77785,N,12919.12790,E,0.105,,310720,,,A,V*15
$GNRMC,070938.80,A,3600.77789,N,12919.12789,E,0.447,323.89,310720,,,A,V*00
$GNRMC,070938.90,A,3600.77792,N,12919.12788,E,0.638,336.70,310720,,,A,V*02
$GNRMC,070939.00,A,3600.77794,N,12919.12786,E,0.705,338.17,310720,,,A,V*02
$GNRMC,070939.10,A,3600.77797,N,12919.12784,E,0.841,336.39,310720,,,A,V*0F
$GNRMC,070939.20,A,3600.77798,N,12919.12784,E,0.756,337.53,310720,,,A,V*07
$GNRMC,070939.30,A,3600.77800,N,12919.12783,E,0.726,337.50,310720,,,A,V*0B
$GNRMC,070939.40,A,3600.77801,N,12919.12782,E,0.603,334.65,310720,,,A,V*0F
$GNRMC,070939.50,A,3600.77797,N,12919.12782,E,0.249,321.85,310720,,,A,V*0E
$GNRMC,070939.60,A,3600.77797,N,12919.12783,E,0.147,,310720,,,A,V*12
$GNRMC,070939.70,A,3600.77797,N,12919.12785,E,0.038,,310720,,,A,V*1C
$GNRMC,070939.80,A,3600.77797,N,12919.12786,E,0.117,,310720,,,A,V*1C
$GNRMC,070939.90,A,3600.77798,N,12919.12785,E,0.111,,310720,,,A,V*17
$GNRMC,070940.00,A,3600.77800,N,12919.12785,E,0.223,339.77,310720,,,A,V*0B
