time,latitude,longitude,enu_x,enu_y,speed,course,Hrage,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
4123100,36.01360366666667,129.31970283333334,99.41844006285199,133.55850316635107,1.9000000000000001,223.0,48.0,-5.07421875,3.3203125,-3.22265625,1.5859375,-1.341796875,1.03125,356.0,356.0,356.0111111111111
4123101,,,,,,,,-5.07421875,3.3203125,-3.22265625,1.5859375,-1.341796875,1.03125,356.0,356.0,356.0111111111111
4123102,,,,,,,,-5.07421875,3.3203125,-3.22265625,0.779296875,-1.134765625,1.05859375,356.0,356.0,356.0111111111111
4123103,,,,,,,,-5.07421875,3.3203125,-3.22265625,0.779296875,-1.134765625,1.05859375,356.0,356.0,356.0111111111111
4123104,,,,,,,,-5.07421875,3.3203125,-3.22265625,1.099609375,0.427734375,-0.12890625,356.0,356.0,356.0111111111111
4123105,,,,,,,,-5.07421875,3.3203125,-3.22265625,1.099609375,0.427734375,-0.12890625,356.0,356.0,356.0111111111111
4123106,,,,,,,,-5.07421875,3.3203125,-3.22265625,2.896484375,0.32421875,0.494140625,356.0,356.0,356.0111111111111
4123107,,,,,,,,-5.07421875,3.3203125,-3.22265625,2.896484375,0.32421875,0.494140625,356.0,356.0,356.0111111111111
4123108,,,,,,,,-5.07421875,3.3203125,-3.22265625,3.435546875,-0.384765625,1.021484375,356.0,356.0,356.0111111111111
4123109,,,,,,,,-5.07421875,3.3203125,-3.22265625,3.435546875,-0.384765625,1.021484375,356.0,356.0,356.0111111111111
4123110,36.0136005,129.31969716666666,98.90760421763191,133.20712643383493,2.7,232.0,,-5.07421875,3.3203125,-3.22265625,0.0078125,-1.4375,1.2734375,356.0,356.0,356.0111111111111
4123111,,,,,,,,-5.07421875,3.3203125,-3.22265625,0.0078125,-1.4375,1.2734375,356.0,356.0,356.0111111111111
4123112,,,,,,,,-5.07421875,3.3203125,-3.22265625,-2.580078125,-0.900390625,0.20703125,356.0,356.0,356.0111111111111
4123113,,,,,,,,17.59375,-12.64453125,5.42578125,-2.580078125,-0.900390625,0.20703125,356.0,356.0,356.0111111111111
4123114,,,,,,,,17.59375,-12.64453125,5.42578125,-2.580078125,-0.900390625,0.20703125,356.0111111111111,356.0,356.0111111111111
4123115,,,,,,,,17.59375,-12.64453125,5.42578125,-1.6953125,-1.51953125,1.0625,356.0111111111111,356.0,356.0111111111111
4123116,,,,,,,,17.59375,-12.64453125,5.42578125,-1.6953125,-1.51953125,1.0625,356.0111111111111,356.0,356.0111111111111
4123117,,,,,,,,17.59375,-12.64453125,5.42578125,-0.923828125,0.26171875,1.337890625,356.0111111111111,356.0,356.0111111111111
4123118,,,,,,,,17.59375,-12.64453125,5.42578125,-0.923828125,0.26171875,1.337890625,356.0,356.0,356.0111111111111
4123119,,,,,,,,17.59375,-12.64453125,5.42578125,-3.376953125,-1.4140625,1.1328125,356.0,356.0,356.0111111111111
4123120,36.01359866666667,129.31969466666666,98.68223599335204,133.00369860183605,2.9000000000000004,231.0,,17.59375,-12.64453125,5.42578125,-3.376953125,-1.4140625,1.1328125,356.0111111111111,356.0,356.0111111111111
4123121,,,,,,,,17.59375,-12.64453125,5.42578125,-1.736328125,-2.080078125,1.9375,356.0111111111111,356.0,356.0111111111111
4123122,,,,,,,,17.59375,-12.64453125,5.42578125,-1.736328125,-2.080078125,1.9375,356.0111111111111,356.0,356.0111111111111
4123123,,,,,,,,17.59375,-12.64453125,5.42578125,0.345703125,-1.27734375,2.513671875,356.0111111111111,356.0,356.0111111111111
4123124,,,,,,,,17.59375,-12.64453125,5.42578125,0.345703125,-1.27734375,2.513671875,356.0111111111111,356.0,356.0111111111111
4123125,,,,,,,,17.59375,-12.64453125,5.42578125,-0.99609375,2.228515625,2.865234375,356.0111111111111,356.0,356.0111111111111
4123126,,,,,,,,17.59375,-12.64453125,5.42578125,-0.99609375,2.228515625,2.865234375,356.0,356.0,356.0111111111111
4123127,,,,,,,,17.59375,-12.64453125,5.42578125,0.576171875,-1.21875,0.748046875,356.0,356.0,356.0111111111111
4123128,,,,,,,,9.8671875,-11.41015625,-6.94921875,0.576171875,-1.21875,0.748046875,356.0,356.0,356.0111111111111
4123129,,,,,,,,9.8671875,-11.41015625,-6.94921875,0.576171875,-1.21875,0.748046875,356.0,356.0,356.0111111111111
4123130,36.013596666666665,129.31969183333334,98.42681856456069,132.78177723025937,3.1,230.0,,9.8671875,-11.41015625,-6.94921875,6.4453125,-4.54296875,1.74609375,356.0,356.0,356.0111111111111
4123131,,,,,,,,9.8671875,-11.41015625,-6.94921875,6.4453125,-4.54296875,1.74609375,356.0,356.0,356.0111111111111
4123132,,,,,,,,9.8671875,-11.41015625,-6.94921875,3.154296875,2.482421875,-0.9375,356.0,356.0,356.0111111111111
4123133,,,,,,,,9.8671875,-11.41015625,-6.94921875,3.154296875,2.482421875,-0.9375,356.0,356.0,356.0111111111111
4123134,,,,,,,,9.8671875,-11.41015625,-6.94921875,-0.59765625,-1.478515625,-0.072265625,356.0,356.0,356.0111111111111
4123135,,,,,,,,9.8671875,-11.41015625,-6.94921875,-0.59765625,-1.478515625,-0.072265625,356.0,356.0,356.0111111111111
4123136,,,,,,,,9.8671875,-11.41015625,-6.94921875,-2.724609375,0.083984375,0.75390625,356.0,356.0,356.0111111111111
4123137,,,,,,,,9.8671875,-11.41015625,-6.94921875,-2.724609375,0.083984375,0.75390625,356.0,356.0,356.0111111111111
4123138,,,,,,,,9.8671875,-11.41015625,-6.94921875,-3.125,1.30078125,-0.873046875,356.0,356.0,356.0111111111111
4123139,,,,,,,,9.8671875,-11.41015625,-6.94921875,-3.125,1.30078125,-0.873046875,356.0,356.0,356.0111111111111
4123140,36.01359383333333,129.31968783333332,98.0662292401447,132.4673886476985,3.8000000000000003,231.0,,9.8671875,-11.41015625,-6.94921875,-0.283203125,-1.125,-1.89453125,356.0,356.0,356.0111111111111
4123141,,,,,,,,9.8671875,-11.41015625,-6.94921875,-0.283203125,-1.125,-1.89453125,356.0,356.0,356.0111111111111
4123142,,,,,,,,9.8671875,-11.41015625,-6.94921875,-1.66015625,2.71484375,-2.001953125,356.0,356.0,356.0111111111111
4123143,,,,,,,,-6.8828125,-13.2109375,2.265625,-1.66015625,2.71484375,-2.001953125,356.0,356.0,356.0111111111111
4123144,,,,,,,,-6.8828125,-13.2109375,2.265625,-1.66015625,2.71484375,-2.001953125,356.0,356.0,356.0111111111111
4123145,,,,,,,,-6.8828125,-13.2109375,2.265625,-1.66015625,2.71484375,-2.001953125,356.0,356.0,356.0111111111111
4123146,,,,,,,,-6.8828125,-13.2109375,2.265625,-2.091796875,0.970703125,-2.115234375,356.0,356.0,356.0111111111111
4123147,,,,,,,,-6.8828125,-13.2109375,2.265625,-2.091796875,0.970703125,-2.115234375,356.0,356.0,356.0111111111111
4123148,,,,,,,,-6.8828125,-13.2109375,2.265625,-0.830078125,2.576171875,-2.5546875,356.0,356.0,356.0111111111111
4123149,,,,,,,,-6.8828125,-13.2109375,2.265625,-0.830078125,2.576171875,-2.5546875,356.0,356.0,356.0111111111111
4123150,36.013591,129.31968433333336,97.75071400360972,132.15300058222033,4.1000000000000005,227.0,,-6.8828125,-13.2109375,2.265625,0.037109375,1.494140625,-1.193359375,356.0,356.0,356.0111111111111
4123151,,,,,,,,-6.8828125,-13.2109375,2.265625,0.037109375,1.494140625,-1.193359375,356.0,356.0,356.0111111111111
4123152,,,,,,,,-6.8828125,-13.2109375,2.265625,1.380859375,0.46484375,-0.50390625,356.0,356.0,356.0111111111111
