time,latitude,longitude,enu_x,enu_y,speed,course,Hrage,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
3773900,36.01296133333334,129.31881466666667,19.351970640410762,62.285138988181316,1.2000000000000002,145.0,123.0,-1.1875,0.92578125,-1.2265625,-0.060546875,-0.25390625,-0.041015625,0.0,180.0,360.0
3773901,,,,,,,,-1.1875,0.92578125,-1.2265625,-0.060546875,-0.25390625,-0.041015625,0.0,180.0,360.0
3773902,,,,,,,,-0.828125,-0.64453125,-0.62890625,-0.060546875,-0.25390625,-0.041015625,0.0,180.0,360.0
3773903,,,,,,,,-0.828125,-0.64453125,-0.62890625,-0.810546875,-0.158203125,0.15234375,0.0,180.0,360.0
3773904,,,,,,,,-0.828125,-0.64453125,-0.62890625,-0.833984375,-0.701171875,0.158203125,0.0,180.0,360.0
3773905,,,,,,,,-0.90625,-4.2578125,1.1015625,-0.833984375,-0.701171875,0.158203125,0.0,180.0,360.0
3773906,,,,,,,,-0.90625,-4.2578125,1.1015625,-0.294921875,-0.41796875,-0.037109375,0.0,180.0,360.0
3773907,,,,,,,,4.23046875,-5.84375,3.1328125,-0.294921875,-0.41796875,-0.037109375,0.0,180.0,360.0
3773908,,,,,,,,4.23046875,-5.84375,3.1328125,0.259765625,-0.20703125,-0.171875,0.0,180.0,360.0
3773909,,,,,,,,1.1171875,-3.58203125,3.6875,0.259765625,-0.20703125,-0.171875,0.0,180.0,360.0
3773910,36.01296033333333,129.3188155,19.42709499615001,62.174179912658744,1.3,143.0,,1.1171875,-3.58203125,3.6875,0.56640625,-0.169921875,-0.09765625,0.0,180.0,360.0
3773911,,,,,,,,1.1171875,-3.58203125,3.6875,0.71484375,-0.16796875,0.04296875,0.0,180.0,360.0
3773912,,,,,,,,0.05859375,-2.3828125,2.2578125,0.71484375,-0.16796875,0.04296875,0.0,180.0,360.0
3773913,,,,,,,,0.05859375,-2.3828125,2.2578125,0.25,-0.494140625,0.302734375,0.0,180.0,360.0
3773914,,,,,,,,-0.0390625,-0.8203125,1.4375,0.25,-0.494140625,0.302734375,0.0,180.0,360.0
3773915,,,,,,,,-0.0390625,-0.8203125,1.4375,0.181640625,-0.556640625,0.396484375,0.0,180.0,360.0
3773916,,,,,,,,0.3515625,-1.03125,1.18359375,0.181640625,-0.556640625,0.396484375,0.0,180.0,360.0
3773917,,,,,,,,0.3515625,-1.03125,1.18359375,0.279296875,-0.505859375,0.39453125,0.0,180.0,360.0
3773918,,,,,,,,0.4453125,-1.30078125,1.0,0.279296875,-0.505859375,0.39453125,0.0,180.0,360.0
3773919,,,,,,,,0.4453125,-1.30078125,1.0,0.341796875,-0.44140625,0.357421875,0.0,180.0,360.0
3773920,36.012959333333335,129.318816,19.47216970753032,62.06322077156437,1.2000000000000002,146.0,,0.4453125,-1.30078125,1.0,0.341796875,-0.44140625,0.357421875,0.0,180.0,360.0
3773921,,,,,,,,0.4453125,-1.30078125,1.0,0.373046875,-0.3515625,0.3359375,0.0,180.0,360.0
3773922,,,,,,,,0.234375,2.546875,-1.125,0.373046875,-0.3515625,0.3359375,0.0,180.0,360.0
3773923,,,,,,,,0.234375,2.546875,-1.125,0.369140625,-0.265625,0.32421875,0.0,180.0,360.0
3773924,,,,,,,,0.48046875,3.12109375,-1.3515625,0.369140625,-0.265625,0.32421875,0.0,180.0,360.0
3773925,,,,,,,,0.48046875,3.12109375,-1.3515625,0.359375,-0.15234375,0.30078125,0.0,180.0,360.0
3773926,,,,,,,,0.48046875,3.12109375,-1.3515625,0.384765625,-0.052734375,0.259765625,0.0,180.0,360.0
3773927,,,,,,,,0.6953125,3.87890625,-1.3203125,0.384765625,-0.052734375,0.259765625,0.0,180.0,360.0
3773928,,,,,,,,0.6953125,3.87890625,-1.3203125,0.337890625,0.013671875,0.2265625,0.0,180.0,360.0
3773929,,,,,,,,0.91796875,3.78515625,-1.5390625,0.337890625,0.013671875,0.2265625,0.0,180.0,360.0
3773930,36.012958499999996,129.3188166666667,19.532269205874655,61.970754871890726,1.1,147.0,,0.91796875,3.78515625,-1.5390625,0.27734375,0.11328125,0.1875,0.0,180.0,360.0
3773931,,,,,,,,0.91796875,3.78515625,-1.5390625,0.19140625,0.1875,0.1484375,0.0,180.0,360.0
3773932,,,,,,,,0.8984375,3.5859375,-1.5390625,0.19140625,0.1875,0.1484375,0.0,180.0,360.0
3773933,,,,,,,,0.8984375,3.5859375,-1.5390625,0.126953125,0.232421875,0.12109375,0.0,180.0,360.0
3773934,,,,,,,,0.515625,2.84375,-1.2734375,0.126953125,0.232421875,0.12109375,0.0,180.0,360.0
3773935,,,,,,,,0.515625,2.84375,-1.2734375,0.09375,0.203125,0.099609375,0.0,180.0,360.0
3773936,,,,,,,,0.390625,2.078125,-0.94921875,0.09375,0.203125,0.099609375,0.0,180.0,360.0
3773937,,,,,,,,0.390625,2.078125,-0.94921875,0.04296875,0.208984375,0.080078125,0.0,180.0,360.0
3773938,,,,,,,,0.59765625,1.3046875,-0.8203125,0.04296875,0.208984375,0.080078125,0.0,180.0,360.0
3773939,,,,,,,,0.59765625,1.3046875,-0.8203125,-0.013671875,0.2109375,0.060546875,0.0,180.0,360.0
3773940,36.012957166666666,129.31881866666666,19.712567403650944,61.82280961947898,1.1,143.0,,0.59765625,1.3046875,-0.8203125,-0.013671875,0.2109375,0.060546875,0.0,180.0,360.0
3773941,,,,,,,,0.59765625,1.3046875,-0.8203125,-0.029296875,0.140625,0.076171875,0.0,180.0,360.0
