time,latitude,longitude,enu_x,enu_y,speed,course,Hrage,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
3822700,36.01310983333334,129.32021533333332,145.62030095402147,78.76377208322654,0.4,239.0,123.0,-0.453125,-1.04296875,-1.27734375,0.818359375,0.158203125,-0.052734375,0.0,180.0,360.0
3822701,,,,,,,,-0.453125,-1.04296875,-1.27734375,0.818359375,0.158203125,-0.052734375,0.0,180.0,360.0
3822702,,,,,,,,-0.3359375,0.37109375,-2.0,0.658203125,0.275390625,-0.26171875,0.0,180.0,360.0
3822703,,,,,,,,-0.3359375,0.37109375,-2.0,0.607421875,0.30078125,-0.30859375,0.0,180.0,360.0
3822704,,,,,,,,-0.3359375,0.37109375,-2.0,0.5234375,0.306640625,-0.345703125,0.0,180.0,360.0
3822705,,,,,,,,-0.52734375,0.3984375,-2.09375,0.5234375,0.306640625,-0.345703125,0.0,180.0,360.0
3822706,,,,,,,,-0.52734375,0.3984375,-2.09375,0.5234375,0.306640625,-0.345703125,0.0,180.0,360.0
3822707,,,,,,,,-0.52734375,0.3984375,-2.09375,0.34375,0.2890625,-0.349609375,0.0,180.0,360.0
3822708,,,,,,,,-0.734375,-0.62890625,-1.98046875,0.34375,0.2890625,-0.349609375,0.0,180.0,360.0
3822709,,,,,,,,-0.734375,-0.62890625,-1.98046875,0.32421875,0.265625,-0.369140625,0.0,180.0,360.0
3822710,36.013108833333334,129.3202145,145.5451788228616,78.65281159380433,0.6000000000000001,218.0,,-0.734375,-0.62890625,-1.98046875,0.3125,0.27734375,-0.37890625,0.0,180.0,360.0
3822711,,,,,,,,-0.8515625,-0.63671875,-1.875,0.3125,0.27734375,-0.37890625,0.0,180.0,360.0
3822712,,,,,,,,-0.8515625,-0.63671875,-1.875,0.3125,0.27734375,-0.37890625,0.0,180.0,360.0
3822713,,,,,,,,-0.8515625,-0.63671875,-1.875,0.251953125,0.1015625,-0.330078125,0.0,180.0,360.0
3822714,,,,,,,,-2.1015625,-2.0546875,-1.31640625,0.251953125,0.1015625,-0.330078125,0.0,180.0,360.0
3822715,,,,,,,,-2.1015625,-2.0546875,-1.31640625,0.205078125,-0.068359375,-0.23828125,0.0,180.0,360.0
3822716,,,,,,,,-2.078125,-2.9375,-1.25,0.205078125,-0.068359375,-0.23828125,0.0,180.0,360.0
3822717,,,,,,,,-2.078125,-2.9375,-1.25,0.185546875,-0.15234375,-0.18359375,0.0,180.0,360.0
3822718,,,,,,,,-2.0859375,-3.8359375,-1.1171875,0.185546875,-0.15234375,-0.18359375,0.0,180.0,360.0
3822719,,,,,,,,-2.0859375,-3.8359375,-1.1171875,0.1875,-0.080078125,-0.1875,0.0,180.0,360.0
3822720,36.01310733333333,129.320213,145.40995843335716,78.48637048899202,0.9,217.0,,-1.734375,-3.890625,-0.89453125,0.1875,-0.080078125,-0.1875,0.0,180.0,360.0
3822721,,,,,,,,-1.734375,-3.890625,-0.89453125,-0.017578125,-0.125,-0.15625,0.0,180.0,360.0
3822722,,,,,,,,-1.734375,-3.890625,-0.89453125,-0.017578125,-0.125,-0.15625,0.0,180.0,360.0
3822723,,,,,,,,-1.734375,-3.890625,-0.89453125,-0.134765625,-0.125,-0.14453125,0.0,180.0,360.0
3822724,,,,,,,,-0.91015625,-0.703125,-2.015625,-0.134765625,-0.125,-0.14453125,0.0,180.0,360.0
3822725,,,,,,,,-0.91015625,-0.703125,-2.015625,-0.123046875,-0.109375,-0.123046875,0.0,180.0,360.0
3822726,,,,,,,,-0.91015625,-0.703125,-2.015625,0.0390625,-0.037109375,-0.125,0.0,180.0,360.0
3822727,,,,,,,,-1.0546875,0.80859375,-1.66015625,0.0390625,-0.037109375,-0.125,0.0,180.0,360.0
3822728,,,,,,,,-1.0546875,0.80859375,-1.66015625,0.185546875,-0.09375,-0.14453125,0.0,180.0,360.0
3822729,,,,,,,,-1.078125,1.84375,-1.5546875,0.185546875,-0.09375,-0.14453125,0.0,180.0,360.0
3822730,36.013106500000006,129.32021166666667,145.28976160905424,78.39390246455388,1.2000000000000002,224.0,,-1.078125,1.84375,-1.5546875,0.4140625,-0.208984375,-0.2421875,0.0,180.0,360.0
3822731,,,,,,,,0.99609375,2.81640625,-0.57421875,0.4140625,-0.208984375,-0.2421875,0.0,180.0,360.0
3822732,,,,,,,,0.99609375,2.81640625,-0.57421875,0.4140625,-0.208984375,-0.2421875,0.0,180.0,360.0
3822733,,,,,,,,0.99609375,2.81640625,-0.57421875,0.78515625,-0.16015625,-0.3125,0.0,180.0,360.0
3822734,,,,,,,,1.39453125,-1.140625,0.96484375,0.78515625,-0.16015625,-0.3125,0.0,180.0,360.0
3822735,,,,,,,,1.39453125,-1.140625,0.96484375,1.029296875,-0.1875,-0.236328125,0.0,180.0,360.0
3822736,,,,,,,,0.3203125,-0.72265625,1.08203125,1.029296875,-0.1875,-0.236328125,0.0,180.0,360.0
3822737,,,,,,,,0.3203125,-0.72265625,1.08203125,0.537109375,-0.599609375,-0.0390625,0.0,180.0,360.0
3822738,,,,,,,,-0.15625,-1.11328125,0.51171875,0.537109375,-0.599609375,-0.0390625,0.0,180.0,360.0
3822739,,,,,,,,-0.15625,-1.11328125,0.51171875,0.564453125,-0.533203125,0.11328125,0.0,180.0,360.0
3822740,36.013105833333334,129.3202095,145.0944405034548,78.31992640709566,1.4000000000000001,232.0,,1.04296875,-4.65625,0.7265625,0.564453125,-0.533203125,0.11328125,0.0,180.0,360.0
3822741,,,,,,,,1.04296875,-4.65625,0.7265625,0.755859375,-0.53515625,0.271484375,0.0,180.0,360.0
3822742,,,,,,,,1.04296875,-4.65625,0.7265625,0.755859375,-0.53515625,0.271484375,0.0,180.0,360.0
3822743,,,,,,,,1.04296875,-4.65625,0.7265625,0.662109375,-0.541015625,0.470703125,0.0,180.0,360.0
3822744,,,,,,,,3.2890625,-10.328125,3.6328125,0.662109375,-0.541015625,0.470703125,0.0,180.0,360.0
3822745,,,,,,,,3.2890625,-10.328125,3.6328125,0.38671875,-0.685546875,0.69921875,0.0,180.0,360.0
3822746,,,,,,,,3.2890625,-10.328125,3.6328125,0.38671875,-0.685546875,0.69921875,0.0,180.0,360.0
3822747,,,,,,,,3.2890625,-10.328125,3.6328125,0.068359375,-0.798828125,0.822265625,0.0,180.0,360.0
3822748,,,,,,,,2.59375,-5.98828125,-0.203125,0.068359375,-0.798828125,0.822265625,0.0,180.0,360.0
3822749,,,,,,,,2.59375,-5.98828125,-0.203125,-0.328125,-0.8984375,0.859375,0.0,180.0,360.0
3822750,36.01310483333334,129.32020783333334,144.94419439032973,78.20896468280266,1.6,231.0,,2.59375,-5.98828125,-0.203125,-0.525390625,-0.8046875,0.82421875,0.0,180.0,360.0
3822751,,,,,,,,1.68359375,-1.50390625,-2.24609375,-0.525390625,-0.8046875,0.82421875,0.0,180.0,360.0
3822752,,,,,,,,1.68359375,-1.50390625,-2.24609375,-0.451171875,-0.66796875,0.79296875,0.0,180.0,360.0
3822753,,,,,,,,1.68359375,-1.50390625,-2.24609375,-0.451171875,-0.66796875,0.79296875,0.0,180.0,360.0
3822754,,,,,,,,1.68359375,-1.50390625,-2.24609375,-0.498046875,-0.630859375,0.7109375,0.0,180.0,360.0
3822755,,,,,,,,1.6171875,3.75390625,-3.16015625,-0.498046875,-0.630859375,0.7109375,0.0,180.0,360.0
3822756,,,,,,,,1.6171875,3.75390625,-3.16015625,-0.470703125,-0.33203125,0.46484375,0.0,180.0,360.0
3822757,,,,,,,,1.6171875,3.75390625,-3.16015625,-0.29296875,0.486328125,0.32421875,0.0,180.0,360.0
3822758,,,,,,,,2.8046875,8.00390625,-5.2265625,-0.29296875,0.486328125,0.32421875,0.0,180.0,360.0
3822759,,,,,,,,2.8046875,8.00390625,-5.2265625,-0.275390625,0.6796875,0.341796875,0.0,180.0,360.0
3822760,36.013103666666666,129.32020599999998,144.7789237817028,78.07950950694183,1.8,232.0,,1.22265625,10.1484375,-5.3515625,-0.275390625,0.6796875,0.341796875,0.0,180.0,360.0
3822761,,,,,,,,1.22265625,10.1484375,-5.3515625,-0.330078125,0.47265625,0.4921875,0.0,180.0,360.0
3822762,,,,,,,,1.22265625,10.1484375,-5.3515625,-0.330078125,0.47265625,0.4921875,0.0,180.0,360.0
3822763,,,,,,,,1.22265625,10.1484375,-5.3515625,-0.02734375,0.544921875,0.494140625,0.0,180.0,360.0
3822764,,,,,,,,-0.89453125,8.89453125,-4.3828125,-0.02734375,0.544921875,0.494140625,0.0,180.0,360.0
3822765,,,,,,,,-0.89453125,8.89453125,-4.3828125,0.1953125,0.77734375,0.369140625,0.0,180.0,360.0
3822766,,,,,,,,-0.89453125,8.89453125,-4.3828125,0.13671875,0.814453125,0.2265625,0.0,180.0,360.0
3822767,,,,,,,,-1.0234375,9.4140625,-4.5,0.13671875,0.814453125,0.2265625,0.0,180.0,360.0
3822768,,,,,,,,-1.0234375,9.4140625,-4.5,-0.048828125,0.658203125,0.111328125,0.0,180.0,360.0
3822769,,,,,,,,-0.69140625,7.40625,-4.0859375,-0.048828125,0.658203125,0.111328125,0.0,180.0,360.0
3822770,36.01310216666666,129.3202045,144.64370336580726,77.91306841292189,2.1,229.0,,-0.69140625,7.40625,-4.0859375,-0.203125,0.75,0.064453125,0.0,180.0,360.0
3822771,,,,,,,,0.0,1.890625,-3.37109375,-0.203125,0.75,0.064453125,0.0,180.0,360.0
3822772,,,,,,,,0.0,1.890625,-3.37109375,-0.21484375,0.09375,-0.29296875,0.0,180.0,360.0
3822773,,,,,,,,-5.8203125,-14.3046875,12.50390625,-0.21484375,0.09375,-0.29296875,0.0,180.0,360.0
3822774,,,,,,,,-5.8203125,-14.3046875,12.50390625,1.099609375,-0.21875,-0.447265625,0.0,180.0,360.0
3822775,,,,,,,,-5.8203125,-14.3046875,12.50390625,0.482421875,1.263671875,-0.5625,0.0,180.0,360.0
3822776,,,,,,,,0.98828125,-6.859375,1.890625,0.482421875,1.263671875,-0.5625,0.0,180.0,360.0
3822777,,,,,,,,0.98828125,-6.859375,1.890625,-0.26953125,1.03515625,-0.7109375,0.0,180.0,360.0
3822778,,,,,,,,2.3828125,-9.55859375,4.1015625,-0.26953125,1.03515625,-0.7109375,0.0,180.0,360.0
3822779,,,,,,,,2.3828125,-9.55859375,4.1015625,-0.36328125,1.3359375,-1.162109375,0.0,180.0,360.0
3822780,36.0131005,129.32020316666666,144.5235080494733,77.72813436278685,2.1,224.0,,4.84375,-11.359375,4.47265625,-0.36328125,1.3359375,-1.162109375,0.0,180.0,360.0
3822781,,,,,,,,4.84375,-11.359375,4.47265625,-0.65234375,1.404296875,-1.408203125,0.0,180.0,360.0
3822782,,,,,,,,4.84375,-11.359375,4.47265625,-0.65234375,1.404296875,-1.408203125,0.0,180.0,360.0
3822783,,,,,,,,4.84375,-11.359375,4.47265625,-1.0859375,1.23828125,-1.322265625,0.0,180.0,360.0
3822784,,,,,,,,-0.87890625,-5.39453125,0.39453125,-1.0859375,1.23828125,-1.322265625,0.0,180.0,360.0
3822785,,,,,,,,-0.87890625,-5.39453125,0.39453125,-1.3359375,1.146484375,-1.080078125,0.0,180.0,360.0
3822786,,,,,,,,-0.87890625,-5.39453125,0.39453125,-1.3828125,0.7578125,-0.814453125,0.0,180.0,360.0
3822787,,,,,,,,-1.41796875,-2.43359375,-0.3515625,-1.3828125,0.7578125,-0.814453125,0.0,180.0,360.0
3822788,,,,,,,,-1.41796875,-2.43359375,-0.3515625,-1.2578125,0.404296875,-0.6328125,0.0,180.0,360.0
3822789,,,,,,,,-2.22265625,4.77734375,-2.33984375,-1.2578125,0.404296875,-0.6328125,0.0,180.0,360.0
3822790,36.01309916666666,129.32020133333333,144.3582377287148,77.58018598722808,2.2,223.0,,-2.22265625,4.77734375,-2.33984375,-0.96875,0.3046875,-0.541015625,0.0,180.0,360.0
3822791,,,,,,,,-2.72265625,7.78515625,-3.0234375,-0.96875,0.3046875,-0.541015625,0.0,180.0,360.0
3822792,,,,,,,,-2.72265625,7.78515625,-3.0234375,-0.77734375,0.16015625,-0.408203125,0.0,180.0,360.0
3822793,,,,,,,,-3.40625,9.37109375,-4.65234375,-0.77734375,0.16015625,-0.408203125,0.0,180.0,360.0
3822794,,,,,,,,-3.40625,9.37109375,-4.65234375,-0.611328125,0.052734375,-0.337890625,0.0,180.0,360.0
3822795,,,,,,,,-3.40625,9.37109375,-4.65234375,0.259765625,-0.044921875,-0.49609375,0.0,180.0,360.0
3822796,,,,,,,,-3.61328125,5.50390625,-4.2578125,0.259765625,-0.044921875,-0.49609375,0.0,180.0,360.0
3822797,,,,,,,,-3.61328125,5.50390625,-4.2578125,1.154296875,0.310546875,-0.7265625,0.0,180.0,360.0
3822798,,,,,,,,-1.41796875,5.83203125,-4.328125,1.154296875,0.310546875,-0.7265625,0.0,180.0,360.0
3822799,,,,,,,,-1.41796875,5.83203125,-4.328125,1.755859375,0.486328125,-0.68359375,0.0,180.0,360.0
3822800,36.01309583333333,129.3201975,144.0126734904038,77.2103161704843,2.6,226.0,123.0,-1.41796875,5.83203125,-4.328125,1.755859375,0.486328125,-0.68359375,0.0,180.0,360.0
3822801,,,,,,,,-1.41796875,5.83203125,-4.328125,1.755859375,0.486328125,-0.68359375,0.0,180.0,360.0
3822802,,,,,,,,-0.5078125,7.421875,-3.55859375,1.755859375,0.486328125,-0.68359375,0.0,180.0,360.0
3822803,,,,,,,,-0.5078125,7.421875,-3.55859375,1.427734375,0.02734375,-0.486328125,0.0,180.0,360.0
3822804,,,,,,,,3.7421875,2.58984375,-1.64453125,1.427734375,0.02734375,-0.486328125,0.0,180.0,360.0
3822805,,,,,,,,3.7421875,2.58984375,-1.64453125,0.0625,-1.0625,0.751953125,0.0,180.0,360.0
3822806,,,,,,,,2.8203125,7.31640625,-2.828125,0.0625,-1.0625,0.751953125,0.0,180.0,360.0
3822807,,,,,,,,2.8203125,7.31640625,-2.828125,-0.111328125,-0.578125,0.513671875,0.0,180.0,360.0
3822808,,,,,,,,2.1015625,10.19140625,-4.55078125,-0.111328125,-0.578125,0.513671875,0.0,180.0,360.0
3822809,,,,,,,,2.1015625,10.19140625,-4.55078125,-0.560546875,-0.11328125,0.404296875,0.0,180.0,360.0
3822810,36.01309216666667,129.3201925,143.56193624579524,76.80345823397754,2.8000000000000003,225.0,,2.1015625,10.19140625,-4.55078125,-0.560546875,-0.11328125,0.404296875,0.0,180.0,360.0
3822811,,,,,,,,2.1015625,10.19140625,-4.55078125,-0.6171875,0.478515625,0.39453125,0.0,180.0,360.0
3822812,,,,,,,,1.09375,8.37890625,-5.328125,-0.6171875,0.478515625,0.39453125,0.0,180.0,360.0
3822813,,,,,,,,1.09375,8.37890625,-5.328125,-0.3203125,0.4765625,0.50390625,0.0,180.0,360.0
3822814,,,,,,,,1.09375,8.37890625,-5.328125,0.515625,-0.28125,0.580078125,0.0,180.0,360.0
3822815,,,,,,,,-3.08203125,7.18359375,-1.421875,0.515625,-0.28125,0.580078125,0.0,180.0,360.0
3822816,,,,,,,,-3.08203125,7.18359375,-1.421875,1.1328125,-0.025390625,0.3359375,0.0,180.0,360.0
3822817,,,,,,,,-1.70703125,8.58203125,-1.5546875,1.1328125,-0.025390625,0.3359375,0.0,180.0,360.0
3822818,,,,,,,,-1.70703125,8.58203125,-1.5546875,0.66015625,0.580078125,0.1328125,0.0,180.0,360.0
3822819,,,,,,,,0.76171875,13.03125,-4.15625,0.66015625,0.580078125,0.1328125,0.0,180.0,360.0
3822820,36.013090166666665,129.32018966666666,143.30651831625295,76.58153557635391,3.2,227.0,,0.76171875,13.03125,-4.15625,-0.025390625,0.841796875,0.005859375,0.0,180.0,360.0
3822821,,,,,,,,0.76171875,13.03125,-4.15625,-0.025390625,0.841796875,0.005859375,0.0,180.0,360.0
3822822,,,,,,,,0.76171875,13.03125,-4.15625,-0.525390625,1.125,0.01953125,0.0,180.0,360.0
3822823,,,,,,,,1.40625,-11.28515625,1.0546875,-0.525390625,1.125,0.01953125,0.0,180.0,360.0
3822824,,,,,,,,1.40625,-11.28515625,1.0546875,-1.30859375,0.189453125,-0.4921875,0.0,180.0,360.0
3822825,,,,,,,,1.40625,-11.28515625,1.0546875,0.990234375,0.3359375,-0.484375,0.0,180.0,360.0
3822826,,,,,,,,-10.39453125,-26.28515625,23.9453125,0.990234375,0.3359375,-0.484375,0.0,180.0,360.0
3822827,,,,,,,,-10.39453125,-26.28515625,23.9453125,0.0625,2.56640625,-0.875,0.0,180.0,360.0
3822828,,,,,,,,5.421875,-8.47265625,3.30078125,0.0625,2.56640625,-0.875,0.0,180.0,360.0
3822829,,,,,,,,5.421875,-8.47265625,3.30078125,0.0625,2.56640625,-0.875,0.0,180.0,360.0
3822830,36.01308766666667,129.32018716666667,143.08115087245017,76.3041337955442,3.3000000000000003,224.0,,5.421875,-8.47265625,3.30078125,-0.953125,2.3671875,-1.615234375,0.0,180.0,360.0
3822831,,,,,,,,5.265625,-10.77734375,2.90234375,-0.953125,2.3671875,-1.615234375,0.0,180.0,360.0
3822832,,,,,,,,5.265625,-10.77734375,2.90234375,-1.076171875,2.126953125,-1.93359375,0.0,180.0,360.0
3822833,,,,,,,,-0.8125,-6.703125,1.59765625,-1.076171875,2.126953125,-1.93359375,0.0,180.0,360.0
3822834,,,,,,,,-0.8125,-6.703125,1.59765625,-1.318359375,1.849609375,-1.587890625,0.0,180.0,360.0
3822835,,,,,,,,-2.609375,-2.9765625,-0.20703125,-1.318359375,1.849609375,-1.587890625,0.0,180.0,360.0
3822836,,,,,,,,-2.609375,-2.9765625,-0.20703125,-1.318359375,1.849609375,-1.587890625,0.0,180.0,360.0
3822837,,,,,,,,-2.609375,-2.9765625,-0.20703125,-1.400390625,1.361328125,-0.982421875,0.0,180.0,360.0
3822838,,,,,,,,-5.18359375,3.453125,0.390625,-1.400390625,1.361328125,-0.982421875,0.0,180.0,360.0
3822839,,,,,,,,-5.18359375,3.453125,0.390625,-0.564453125,1.169921875,-0.716796875,0.0,180.0,360.0
3822840,36.01308566666667,129.32018466666665,142.85578250997122,76.08221164036254,3.0,223.0,,-5.18359375,3.453125,0.390625,-0.349609375,0.57421875,-0.55078125,0.0,180.0,360.0
