$GNRMC,085902.80,A,3600.81346,N,12919.18189,E,2.011,137.91,190620,,,R,V*12
$GNRMC,085902.90,A,3600.81340,N,12919.18194,E,2.223,140.04,190620,,,R,V*16
$GNRMC,085903.00,A,3600.81334,N,12919.18200,E,2.426,139.93,190620,,,R,V*10
$GNRMC,085903.10,A,3600.81328,N,12919.18207,E,2.578,139.71,190620,,,R,V*1D
$GNRMC,085903.20,A,3600.81322,N,12919.18213,E,2.682,139.57,190620,,,R,V*13
$GNRMC,085903.30,A,3600.81316,N,12919.18220,E,2.755,139.20,190620,,,R,V*1E
$GNRMC,085903.40,A,3600.81310,N,12919.18226,E,2.843,138.26,190620,,,R,V*16
$GNRMC,085903.50,A,3600.81305,N,12919.18233,E,2.836,137.67,190620,,,R,V*1F
$GNRMC,085903.60,A,3600.81299,N,12919.18240,E,2.797,137.30,190620,,,R,V*1A
$GNRMC,085903.70,A,3600.81292,N,12919.18245,E,2.830,138.82,190620,,,R,V*11
$GNRMC,085903.80,A,3600.81285,N,12919.18250,E,2.868,142.86,190620,,,R,V*18
$GNRMC,085903.90,A,3600.81278,N,12919.18256,E,2.935,145.30,190620,,,R,V*1E
$GNRMC,085904.00,A,3600.81271,N,12919.18263,E,2.995,145.18,190620,,,R,V*1F
$GNRMC,085904.10,A,3600.81265,N,12919.18270,E,3.009,142.27,190620,,,R,V*1F
$GNRMC,085904.20,A,3600.81258,N,12919.18277,E,3.068,140.27,190620,,,R,V*10
$GNRMC,085904.30,A,3600.81251,N,12919.18284,E,3.127,140.00,190620,,,R,V*1B
$GNRMC,085904.40,A,3600.81245,N,12919.18291,E,3.132,139.23,190620,,,R,V*16
$GNRMC,085904.50,A,3600.81240,N,12919.18299,E,3.093,137.58,190620,,,R,V*12
$GNRMC,085904.60,A,3600.81234,N,12919.18306,E,2.989,135.99,190620,,,R,V*19
$GNRMC,085904.70,A,3600.81228,N,12919.18312,E,2.919,136.35,190620,,,R,V*1C
$GNRMC,085904.80,A,3600.81222,N,12919.18317,E,2.897,139.54,190620,,,R,V*13
$GNRMC,085904.90,A,3600.81214,N,12919.18323,E,2.944,142.90,190620,,,R,V*1B
$GNRMC,085905.00,A,3600.81207,N,12919.18330,E,3.054,143.89,190620,,,R,V*13
$GNRMC,085905.10,A,3600.81200,N,12919.18337,E,3.102,142.12,190620,,,R,V*13
$GNRMC,085905.20,A,3600.81194,N,12919.18345,E,3.126,139.47,190620,,,R,V*11
$GNRMC,085905.30,A,3600.81187,N,12919.18352,E,3.168,138.65,190620,,,R,V*1F
$GNRMC,085905.40,A,3600.81180,N,12919.18360,E,3.210,138.63,190620,,,R,V*14
$GNRMC,085905.50,A,3600.81174,N,12919.18367,E,3.248,138.43,190620,,,R,V*16
$GNRMC,085905.60,A,3600.81168,N,12919.18374,E,3.111,137.18,190620,,,R,V*14
$GNRMC,085905.70,A,3600.81162,N,12919.18380,E,2.917,137.22,190620,,,R,V*12
$GNRMC,085905.80,A,3600.81157,N,12919.18385,E,2.862,139.05,190620,,,R,V*16
$GNRMC,085905.90,A,3600.81150,N,12919.18392,E,2.887,140.84,190620,,,R,V*1A
$GNRMC,085906.00,A,3600.81143,N,12919.18398,E,3.004,142.35,190620,,,R,V*12
$GNRMC,085906.10,A,3600.81136,N,12919.18406,E,3.108,140.97,190620,,,R,V*16
$GNRMC,085906.20,A,3600.81130,N,12919.18414,E,3.180,138.06,190620,,,R,V*17
