times,latitude,longitude,speed,course,sat_num,hdop,enu_x,enu_y
25691220,36.0130115,129.3188573333333,1.4000000000000001,-1,-1,-1,23.198310351698105,67.85160358078836
25691230,36.01301316666666,129.31886,1.5,-1,-1,-1,23.438706858942993,68.03653628864477
25691240,36.01301383333334,129.31886116666666,1.4000000000000001,-1,-1,-1,23.543880344955532,68.11050939926821
25691250,36.013014500000004,129.3188625,1.3,-1,-1,-1,23.664078641147675,68.18448254954686
25691260,36.01301483333334,129.3188636666667,1.2000000000000002,-1,-1,-1,23.76925222651409,68.22146924746443
25691270,36.013015333333335,129.31886533333332,1.4000000000000001,-1,-1,-1,23.919500189597912,68.27694927620398
25691280,36.013016,129.31886633333335,1.3,-1,-1,-1,24.00964886012992,68.3509223505134
25691290,36.013017,129.31886766666668,1.4000000000000001,-1,-1,-1,24.12984704767358,68.46188192126239
25691300,36.013018333333335,129.31886966666667,1.2000000000000002,-1,-1,-1,24.310144375572946,68.60982807464582
25691310,36.01302033333333,129.31887183333336,1.4000000000000001,-1,-1,-1,24.505466301065766,68.83174710071692
25691320,36.013021333333334,129.3188731666667,1.5,-1,-1,-1,24.625664475448154,68.9427066797451
25691330,36.01302183333333,129.31887416666666,1.3,-1,-1,-1,24.71581318085419,68.99818655312369
25691340,36.013022500000005,129.31887550000002,1.3,-1,-1,-1,24.836011457472473,69.07215972031815
25691350,36.01302416666667,129.31887833333334,1.4000000000000001,-1,-1,-1,25.091432703525548,69.25709251586687
25691360,36.013025166666665,129.31887916666668,1.4000000000000001,-1,-1,-1,25.166556436530662,69.36805197272547
25691370,36.013025999999996,129.31888083333334,1.6,-1,-1,-1,25.3168042671995,69.46051843940903
25691380,36.01302633333333,129.31888216666667,1.4000000000000001,-1,-1,-1,25.437002636621934,69.49750520079563
25691390,36.01302716666667,129.318883,1.3,-1,-1,-1,25.512126417044698,69.5899714544268
25691400,36.013028999999996,129.31888583333333,1.5,-1,-1,-1,25.767547579373392,69.7933974764878
25691410,36.0130295,129.31888750000002,1.5,-1,-1,-1,25.9177955084182,69.84887754001164
25691420,36.01303016666667,129.31888933333332,1.6,-1,-1,-1,26.083068186343212,69.92285085768094
25691430,36.013031,129.31889066666665,1.5,-1,-1,-1,26.203266381134476,70.01531725025671
