072121.10,36.012989999999995,129.31879883333337,0.027265532,,-1,-1
072121.20,36.012989999999995,129.31879883333337,0.036525524,,-1,-1
072121.30,36.012989833333336,129.31879883333337,0.025207756,,-1,-1
072121.40,36.012989833333336,129.31879866666665,0.01543332,,-1,-1
072121.50,36.012989833333336,129.31879866666665,0.012346656000000001,,-1,-1
072121.60,36.01298966666667,129.31879866666665,0.0128611,,-1,-1
072121.70,36.01298966666667,129.31879866666665,0.011317767999999999,,-1,-1
072121.80,36.0129895,129.31879866666665,0.009259992,,-1,-1
072121.90,36.0129895,129.31879866666665,0.02057776,,-1,-1
072122.00,36.01298933333333,129.31879866666665,0.0257222,,-1,-1
072122.10,36.01298933333333,129.31879866666665,0.023664424,,-1,-1
072122.20,36.01298933333333,129.31879866666665,0.029323308000000003,,-1,-1
072122.30,36.01298933333333,129.31879866666665,0.010803324000000001,,-1,-1
072122.40,36.012989166666664,129.31879866666665,0.028808864,,-1,-1
072122.50,36.012989166666664,129.31879866666665,0.034467748,,-1,-1
072122.60,36.012989,129.31879866666665,0.01543332,,-1,-1
072122.70,36.012989,129.31879883333337,0.050415512,,-1,-1
072122.80,36.012989166666664,129.31879883333337,0.08385437200000001,,-1,-1
072122.90,36.012989166666664,129.318799,0.11163434800000001,40.26,-1,-1
072123.00,36.012989166666664,129.318799,0.134784328,17.43,-1,-1
072123.10,36.012989166666664,129.318799,0.11472101200000001,10.57,-1,-1
072123.20,36.012989,129.31879916666668,0.064819944,,-1,-1
072123.30,36.012989,129.31879916666668,0.055559952,,-1,-1
072123.40,36.012989,129.31879883333337,0.126553224,289.62,-1,-1
072123.50,36.01298866666667,129.31879883333337,0.10134546800000001,262.45,-1,-1
072123.60,36.0129885,129.31879883333337,0.078195488,,-1,-1
072123.70,36.01298800000001,129.318799,0.183656508,174.66,-1,-1
072123.80,36.01298766666666,129.31879933333335,0.269054212,157.72,-1,-1
072123.90,36.012987333333335,129.31879966666665,0.305065292,148.76,-1,-1
072124.00,36.012986999999995,129.31879983333334,0.292718636,145.02,-1,-1
072124.10,36.012986833333336,129.3188,0.264424216,140.24,-1,-1
072124.20,36.01298666666667,129.31880033333331,0.255164224,131.76,-1,-1
072124.30,36.01298666666667,129.31880049999998,0.263909772,121.57,-1,-1
072124.40,36.012986500000004,129.31880083333334,0.270597544,107.77,-1,-1
072124.50,36.01298666666667,129.31880116666665,0.278314204,92.76,-1,-1
072124.60,36.01298666666667,129.3188015,0.30146418399999997,85.61,-1,-1
072124.70,36.012986833333336,129.31880216666664,0.401780764,75.47,-1,-1
072124.80,36.012986999999995,129.31880299999997,0.512900668,70.17,-1,-1
072124.90,36.012987333333335,129.31880383333336,0.649742772,62.87,-1,-1
072125.00,36.01298783333334,129.318805,0.808705968,60.35,-1,-1
072125.10,36.01298833333333,129.31880600000002,0.907479216,58.15,-1,-1
072125.20,36.012988833333324,129.3188071666667,1.0067669080000001,56.00,-1,-1
072125.30,36.01298966666667,129.31880833333332,1.143094568,54.54,-1,-1
072125.40,36.012990333333335,129.31880950000001,1.2017411839999999,53.92,-1,-1
072125.50,36.01299100000001,129.31881066666665,1.2706766800000002,52.04,-1,-1
072125.60,36.012991833333324,129.31881183333334,1.342184396,50.06,-1,-1
072125.70,36.01299266666667,129.31881333333337,1.392599908,50.10,-1,-1
072125.80,36.01299316666666,129.3188145,1.3828254720000002,50.88,-1,-1
072125.90,36.01299383333334,129.31881583333336,1.397229904,53.41,-1,-1
072126.00,36.0129945,129.3188173333333,1.439414312,55.06,-1,-1
072126.10,36.01299516666666,129.31881866666666,1.451246524,55.31,-1,-1
072126.20,36.012995833333335,129.31882000000002,1.4327265400000002,54.32,-1,-1
072126.30,36.012996666666666,129.31882133333332,1.4738820600000002,51.72,-1,-1
072126.40,36.01299733333333,129.31882266666665,1.4841709399999998,52.36,-1,-1
072126.50,36.01299816666666,129.31882383333334,1.485199828,51.55,-1,-1
072126.60,36.012999166666674,129.3188251666667,1.549505328,48.79,-1,-1
072126.70,36.013000000000005,129.3188265,1.5423031120000001,48.31,-1,-1
072126.80,36.01300083333334,129.3188276666667,1.510922028,47.78,-1,-1
072126.90,36.0130015,129.318829,1.510407584,49.21,-1,-1
072127.00,36.01300233333333,129.31883033333335,1.502690924,51.28,-1,-1
072127.10,36.013003166666664,129.31883200000001,1.5860308520000002,51.98,-1,-1
072127.20,36.013004,129.3188335,1.609180832,52.05,-1,-1
072127.30,36.01300483333333,129.31883483333337,1.607123056,50.64,-1,-1
072127.40,36.013005666666665,129.31883616666667,1.596834176,49.36,-1,-1
072127.50,36.013006499999996,129.31883733333336,1.52789868,49.57,-1,-1
072127.60,36.0130075,129.31883866666666,1.563395316,48.43,-1,-1
072127.70,36.01300833333333,129.31884,1.574713084,47.62,-1,-1
072127.80,36.01300916666666,129.31884133333335,1.5489908840000002,48.20,-1,-1
072127.90,36.01301,129.31884266666665,1.5510486600000002,48.61,-1,-1
072128.00,36.013010666666666,129.31884416666665,1.544360888,51.02,-1,-1
072128.10,36.0130115,129.3188455,1.576256416,52.03,-1,-1
072128.20,36.01301233333334,129.318847,1.618440824,50.99,-1,-1
072128.30,36.013013333333326,129.31884850000003,1.622556376,50.22,-1,-1
072128.40,36.01301433333333,129.31884983333333,1.647249688,48.52,-1,-1
072128.50,36.01301516666667,129.31885133333333,1.645191912,49.55,-1,-1
072128.60,36.013016,129.3188526666667,1.668341892,49.40,-1,-1
072128.70,36.01301716666667,129.31885416666668,1.71824296,47.37,-1,-1
