072408.90,36.01297783333334,129.318794,-1,-1,12,0.61
072409.10,36.01297783333334,129.31879333333333,-1,-1,12,0.61
072409.20,36.01297866666666,129.3187935,-1,-1,12,0.61
072409.30,36.012978833333335,129.31879383333336,-1,-1,12,0.57
072409.40,36.01297983333333,129.318794,-1,-1,12,0.57
072409.50,36.01298033333333,129.318795,-1,-1,12,0.57
072409.60,36.012980666666664,129.31879716666666,-1,-1,12,0.57
072409.70,36.012980666666664,129.31879883333335,-1,-1,12,0.57
072409.80,36.01298083333334,129.31879933333332,-1,-1,12,0.57
072409.90,36.012980500000005,129.3188008333333,-1,-1,12,0.57
072410.00,36.012980166666665,129.31880216666664,-1,-1,12,0.57
072410.10,36.0129795,129.31880316666667,-1,-1,12,0.57
072410.20,36.01297916666667,129.31880383333333,-1,-1,12,0.57
072410.30,36.012979,129.3188045,-1,-1,12,0.57
072410.40,36.012979,129.318805,-1,-1,12,0.57
072410.50,36.012979,129.3188055,-1,-1,12,0.57
072410.60,36.01297916666667,129.3188055,-1,-1,12,0.57
072410.70,36.0129795,129.31880566666666,-1,-1,12,0.57
072410.80,36.01297983333333,129.3188055,-1,-1,12,0.57
072410.90,36.01298,129.3188055,-1,-1,12,0.57
072411.00,36.01298033333333,129.31880566666666,-1,-1,12,0.57
072411.10,36.01298033333333,129.31880566666666,-1,-1,12,0.57
072411.20,36.012980500000005,129.31880566666666,-1,-1,12,0.57
072411.30,36.012980666666664,129.31880566666666,-1,-1,12,0.57
072411.40,36.012980999999996,129.31880583333336,-1,-1,12,0.57
072411.50,36.01298133333333,129.31880633333333,-1,-1,12,0.55
072411.60,36.0129815,129.3188071666667,-1,-1,12,0.57
072411.70,36.01298166666666,129.31880783333332,-1,-1,12,0.57
072411.80,36.012981833333335,129.31880783333332,-1,-1,12,0.55
072411.90,36.01298216666667,129.31880766666666,-1,-1,12,0.52
072412.00,36.01298233333333,129.31880733333335,-1,-1,12,0.52
072412.10,36.012982666666666,129.3188071666667,-1,-1,12,0.52
072412.20,36.01298283333333,129.31880683333333,-1,-1,12,0.52
072412.30,36.012983,129.3188065,-1,-1,12,0.52
072412.40,36.012983,129.31880633333333,-1,-1,12,0.52
072412.50,36.012983166666665,129.31880616666666,-1,-1,12,0.52
072412.60,36.012983166666665,129.31880600000002,-1,-1,12,0.52
072412.70,36.01298333333333,129.31880583333336,-1,-1,12,0.52
072412.80,36.012983500000004,129.31880583333336,-1,-1,12,0.52
072412.90,36.012983500000004,129.3188055,-1,-1,12,0.52
072413.00,36.012983500000004,129.3188055,-1,-1,12,0.52
072413.10,36.012983500000004,129.31880533333333,-1,-1,12,0.52
072413.20,36.01298366666666,129.31880516666666,-1,-1,12,0.52
072413.30,36.01298366666666,129.31880516666666,-1,-1,12,0.52
072413.40,36.01298366666666,129.318805,-1,-1,12,0.52
072413.50,36.01298366666666,129.318805,-1,-1,12,0.52
072413.60,36.012983500000004,129.31880483333333,-1,-1,12,0.52
072413.70,36.012983500000004,129.3188046666667,-1,-1,12,0.52
072413.80,36.012983500000004,129.3188045,-1,-1,12,0.52
072413.90,36.01298366666666,129.3188045,-1,-1,12,0.52
072414.00,36.01298366666666,129.31880433333333,-1,-1,12,0.52
072414.10,36.01298366666666,129.31880433333333,-1,-1,12,0.52
072414.20,36.01298366666666,129.31880416666667,-1,-1,12,0.52
072414.30,36.01298366666666,129.318804,-1,-1,12,0.52
072414.40,36.01298366666666,129.318804,-1,-1,12,0.52
072414.50,36.01298366666666,129.31880383333333,-1,-1,12,0.52
072414.60,36.01298366666666,129.31880383333333,-1,-1,12,0.52
072414.70,36.01298366666666,129.31880383333333,-1,-1,12,0.52
072414.80,36.01298383333334,129.31880366666667,-1,-1,12,0.52
072414.90,36.01298366666666,129.31880366666667,-1,-1,12,0.52
072415.00,36.01298366666666,129.31880366666667,-1,-1,12,0.52
072415.10,36.01298366666666,129.31880366666667,-1,-1,12,0.52
072415.20,36.012983500000004,129.31880366666667,-1,-1,12,0.52
072415.30,36.012983500000004,129.31880383333333,-1,-1,12,0.52
072415.40,36.012983166666665,129.31880383333333,-1,-1,12,0.52
072415.50,36.012983,129.31880383333333,-1,-1,12,0.52
072415.60,36.012983,129.31880383333333,-1,-1,12,0.52
072415.70,36.01298283333333,129.31880383333333,-1,-1,12,0.52
072415.80,36.01298283333333,129.31880383333333,-1,-1,12,0.52
072415.90,36.01298283333333,129.31880383333333,-1,-1,12,0.52
072416.00,36.01298283333333,129.31880383333333,-1,-1,12,0.52
072416.10,36.01298283333333,129.31880383333333,-1,-1,12,0.52
072416.20,36.01298283333333,129.31880366666667,-1,-1,12,0.52
072416.30,36.012983,129.31880366666667,-1,-1,12,0.52
072416.40,36.012983,129.31880366666667,-1,-1,12,0.52
072416.50,36.01298283333333,129.3188035,-1,-1,12,0.52
072416.60,36.01298283333333,129.3188035,-1,-1,12,0.52
072416.70,36.01298283333333,129.3188035,-1,-1,12,0.52
072416.80,36.012983,129.3188035,-1,-1,12,0.52
072416.90,36.012983,129.31880366666667,-1,-1,12,0.52
072417.00,36.012983166666665,129.31880383333333,-1,-1,12,0.52
072417.10,36.012983166666665,129.31880383333333,-1,-1,12,0.52
072417.20,36.012983166666665,129.318804,-1,-1,12,0.52
072417.30,36.012983166666665,129.318804,-1,-1,12,0.52
072417.40,36.012983166666665,129.31880383333333,-1,-1,12,0.52
072417.50,36.012983166666665,129.31880366666667,-1,-1,12,0.52
072417.60,36.012983166666665,129.3188035,-1,-1,12,0.52
072417.70,36.012983,129.3188033333333,-1,-1,12,0.52
072417.80,36.012983,129.3188033333333,-1,-1,12,0.52
072417.90,36.01298283333333,129.31880316666667,-1,-1,12,0.52
072418.00,36.01298283333333,129.31880316666667,-1,-1,12,0.52
072418.10,36.012982666666666,129.31880316666667,-1,-1,12,0.52
072418.20,36.012982666666666,129.31880316666667,-1,-1,12,0.52
072418.30,36.012982666666666,129.31880316666667,-1,-1,12,0.52
072418.40,36.0129825,129.31880316666667,-1,-1,12,0.52
072418.50,36.0129825,129.31880316666667,-1,-1,12,0.52
072418.60,36.01298233333333,129.3188033333333,-1,-1,12,0.52
072418.70,36.01298233333333,129.3188033333333,-1,-1,12,0.52
072418.80,36.01298233333333,129.3188033333333,-1,-1,12,0.52
072418.90,36.01298233333333,129.3188035,-1,-1,12,0.52
072419.00,36.01298233333333,129.3188035,-1,-1,12,0.52
072419.10,36.01298233333333,129.3188035,-1,-1,12,0.52
072419.20,36.0129825,129.3188033333333,-1,-1,12,0.52
072419.30,36.0129825,129.3188033333333,-1,-1,12,0.52
072419.40,36.0129825,129.31880316666667,-1,-1,12,0.52
072419.50,36.012982666666666,129.31880316666667,-1,-1,12,0.52
072419.60,36.012982666666666,129.318803,-1,-1,12,0.52
072419.70,36.012982666666666,129.31880283333334,-1,-1,12,0.52
072419.80,36.012982666666666,129.31880266666667,-1,-1,12,0.52
072419.90,36.012982666666666,129.31880266666667,-1,-1,12,0.52
072420.00,36.012982666666666,129.31880283333334,-1,-1,12,0.52
072420.10,36.012982666666666,129.31880283333334,-1,-1,12,0.52
