time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
2423300,36.01306966666667,129.318988,34.97773758129357,74.30577185282169,0.9,87.0,0.0,0.890625,0.12890625,4.19921875,-0.333984375,-0.244140625,0.044921875,-1.54296875,-10.51171875,1.546875
2423301,,,,,,,,1.00390625,0.11328125,4.0234375,-0.25,-0.123046875,0.361328125,0.75390625,-8.859375,0.703125
2423302,,,,,,,,0.62109375,-1.62109375,3.9453125,-0.25,-0.11328125,0.50390625,0.33203125,-10.5859375,0.625
2423303,,,,,,,,0.1015625,-4.73828125,4.61328125,-0.330078125,-0.08984375,0.646484375,-0.2421875,-13.69140625,1.27734375
2423304,,,,,,,,-0.40234375,-6.625,6.0078125,-0.443359375,-0.068359375,0.841796875,-0.81640625,-15.57421875,2.65625
2423305,,,,,,,,-1.53515625,-6.37109375,8.8671875,-0.470703125,-0.048828125,1.119140625,-2.04296875,-15.30078125,5.4921875
2423306,,,,,,,,-1.6796875,-6.2578125,8.078125,-0.443359375,-0.041015625,1.287109375,-2.234375,-15.19140625,4.6875
2423307,,,,,,,,-1.4375,-6.1640625,6.953125,-0.375,-0.03515625,1.521484375,-2.1171875,-15.07421875,3.5390625
2423308,,,,,,,,-1.51953125,-5.30859375,8.0390625,-0.3828125,-0.029296875,1.4375,-2.34765625,-14.19140625,4.609375
2423309,,,,,,,,-1.44921875,-5.140625,8.09375,-0.400390625,-0.00390625,0.892578125,-2.38671875,-14.00390625,4.6484375
2423310,36.01306966666667,129.31898916666665,35.08291119113154,74.30577227190705,1.0,91.0,,-0.52734375,-4.28125,7.328125,-0.53125,0.029296875,0.45703125,-1.54296875,-10.51171875,1.546875
2423311,,,,,,,,1.953125,-3.8515625,7.4296875,-0.748046875,0.109375,-0.080078125,0.90625,-12.66015625,3.8828125
2423312,,,,,,,,2.20703125,-4.07421875,7.859375,-0.796875,0.091796875,-0.197265625,1.17578125,-12.84765625,4.2265625
2423313,,,,,,,,1.2734375,-3.69921875,7.546875,-0.783203125,0.0703125,-0.169921875,0.2578125,-12.4609375,3.8828125
2423314,,,,,,,,0.34375,-3.2265625,7.21875,-0.857421875,-0.001953125,-0.125,-0.6640625,-11.97265625,3.5
2423315,,,,,,,,-0.3515625,-2.7890625,6.96484375,-1.072265625,-0.0625,-0.125,-1.3515625,-11.5078125,3.19140625
2423316,,,,,,,,-0.55859375,-2.40625,6.82421875,-1.267578125,-0.107421875,-0.19921875,-1.54296875,-11.0859375,2.96484375
2423317,,,,,,,,-0.4609375,-1.41796875,6.21875,-1.3203125,-0.154296875,-0.28125,-1.4296875,-10.05078125,2.2734375
2423318,,,,,,,,-0.421875,-1.08203125,5.99609375,-1.330078125,-0.166015625,-0.29296875,-1.390625,-9.70703125,2.00390625
2423319,,,,,,,,-0.17578125,0.01953125,5.21875,-1.37109375,-0.177734375,-0.333984375,-1.12109375,-8.5546875,1.125
2423320,36.0130695,129.318991,35.24818408149477,74.28727972636531,1.2000000000000002,89.0,,-0.1328125,0.67578125,5.16796875,-1.4375,-0.1796875,-0.40625,-1.046875,-7.83203125,0.93359375
