time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
2429700,36.01278966666666,129.31898600000002,34.79756303543754,43.23718383190848,1.7000000000000002,246.0,0.0,-1.015625,3.7265625,5.37890625,-1.025390625,-0.18359375,-0.763671875,-0.2421875,-5.53125,2.80859375
2429701,,,,,,,,-1.0078125,4.84375,5.390625,-1.056640625,-0.1953125,-0.9140625,-0.1640625,-4.38671875,2.734375
2429702,,,,,,,,-1.2109375,6.99609375,5.0546875,-1.1953125,-0.177734375,-1.03125,-0.28125,-2.19921875,2.3125
2429703,,,,,,,,-1.1875,8.40625,4.86328125,-1.376953125,-0.166015625,-1.14453125,-0.1640625,-0.7421875,2.0
2429704,,,,,,,,-0.828125,10.53125,4.40625,-1.5546875,-0.19140625,-1.30859375,0.296875,1.4375,1.4296875
2429705,,,,,,,,-0.640625,11.87890625,3.16796875,-1.68359375,-0.248046875,-1.517578125,0.6015625,2.85546875,0.05078125
2429706,,,,,,,,-0.625,12.31640625,2.87890625,-1.734375,-0.275390625,-1.611328125,0.6796875,3.3125,-0.29296875
2429707,,,,,,,,-1.51953125,13.859375,2.84765625,-1.81640625,-0.52734375,-1.734375,0.06640625,5.04296875,-0.63671875
2429708,,,,,,,,-2.0,14.01953125,3.65625,-2.0546875,-0.888671875,-1.478515625,-0.2421875,5.34375,-0.0625
2429709,,,,,,,,-2.4140625,13.2578125,4.38671875,-2.318359375,-1.119140625,-1.16796875,-0.5859375,4.6953125,0.47265625
2429710,36.01278933333333,129.318984,34.617264924360285,43.20019670701241,1.8,251.0,,-2.18359375,11.83984375,4.3984375,-2.2890625,-1.29296875,-0.6328125,0.06640625,1.4765625,-0.140625
2429711,,,,,,,,-1.80078125,9.859375,4.078125,-2.173828125,-1.333984375,-0.50390625,0.02734375,0.59375,-0.37109375
2429712,,,,,,,,-2.55078125,7.03125,3.9375,-1.8515625,-1.470703125,-0.396484375,-1.390625,-2.39453125,-0.33203125
2429713,,,,,,,,-3.2109375,5.7890625,4.25390625,-1.78125,-1.478515625,-0.421875,-2.00390625,-3.8046875,-0.140625
2429714,,,,,,,,-8.21875,-5.32421875,7.5,-1.794921875,-1.623046875,-0.30859375,-10.546875,-19.55859375,9.7421875
2429715,,,,,,,,-13.93359375,-15.69140625,18.734375,-2.005859375,-1.744140625,-0.087890625,-12.26953125,-23.57421875,13.6875
2429716,,,,,,,,-12.125,-17.28125,18.5546875,-2.078125,-1.763671875,0.04296875,-10.5078125,-25.11328125,13.421875
2429717,,,,,,,,-6.19140625,-21.37109375,17.0,-2.1328125,-1.78125,0.259765625,-4.68359375,-29.0859375,11.6953125
2429718,,,,,,,,-5.2578125,-22.68359375,16.390625,-2.048828125,-1.78125,0.287109375,-3.8046875,-30.3515625,11.0078125
2429719,,,,,,,,-5.67578125,-23.26953125,16.24609375,-0.89453125,-1.83984375,0.072265625,-4.33984375,-30.85546875,10.73828125
2429720,36.012789,129.31898266666667,34.49706623282452,43.16320982214294,1.0,247.0,,-8.21875,-20.05859375,15.7734375,-0.181640625,-1.92578125,-0.01171875,-6.9453125,-27.63671875,10.2421875
2429721,,,,,,,,-9.265625,-17.4921875,14.203125,-0.11328125,-2.0234375,-0.2734375,-8.09375,-25.07421875,8.671875
2429722,,,,,,,,-9.1484375,-16.21875,13.7890625,-1.083984375,-2.091796875,-0.84375,-8.0546875,-23.76953125,8.2109375
2429723,,,,,,,,-7.5234375,-16.375,12.53515625,-1.66015625,-2.080078125,-1.19140625,-6.4453125,-23.88671875,6.91015625
2429724,,,,,,,,-6.66015625,-18.1328125,13.03515625,-2.345703125,-1.8984375,-1.38671875,-5.60546875,-25.45703125,7.17578125
2429725,,,,,,,,-7.35546875,-15.76171875,13.234375,-2.326171875,-1.923828125,-0.68359375,-6.37109375,-22.8828125,7.140625
2429726,,,,,,,,-6.73828125,-10.96875,11.8046875,-2.216796875,-1.978515625,0.044921875,-5.91015625,-17.91015625,5.4921875
2429727,,,,,,,,-5.8671875,-9.546875,11.78515625,-2.1875,-2.0859375,0.1953125,-5.2578125,-16.296875,5.26171875
2429728,,,,,,,,-5.09375,-8.26953125,11.9609375,-2.171875,-2.123046875,0.13671875,-4.5703125,-14.95703125,5.375
2429729,,,,,,,,-4.140625,-6.203125,11.859375,-2.078125,-2.193359375,0.03125,-3.765625,-12.77734375,5.1484375
2429730,36.01278966666666,129.3189808333333,34.33179254190832,43.237181999209454,1.5,276.0,,-3.71484375,-4.01171875,11.5,-1.82421875,-2.2421875,0.09375,-3.49609375,-10.46875,4.6875
2429731,,,,,,,,-3.8203125,-1.65625,10.89453125,-1.677734375,-2.2578125,0.16015625,-3.6875,-8.0625,4.03515625
2429732,,,,,,,,-3.44140625,2.40234375,8.5625,-1.302734375,-2.181640625,0.375,-3.65234375,-3.84765625,1.5859375
2429733,,,,,,,,-3.15625,6.35546875,8.73828125,-1.345703125,-2.115234375,0.451171875,-3.4609375,0.13671875,1.73828125
2429734,,,,,,,,-0.91796875,10.28125,9.0,-1.599609375,-1.759765625,0.80859375,-1.58203125,4.23828125,1.890625
2429735,,,,,,,,-0.41015625,10.0,8.6015625,-1.671875,-1.671875,0.986328125,-1.16015625,4.01171875,1.46875
2429736,,,,,,,,0.16015625,9.28515625,8.04296875,-1.576171875,-1.484375,1.30859375,-0.77734375,3.39453125,0.85546875
2429737,,,,,,,,0.41796875,4.890625,6.51953125,-1.25,-1.27734375,1.328125,-0.69921875,-0.8984375,-0.71484375
2429738,,,,,,,,-0.34765625,1.40625,6.296875,-1.00390625,-1.173828125,1.19921875,-1.54296875,-4.34375,-0.9453125
2429739,,,,,,,,-2.0546875,-1.5234375,7.02734375,-0.552734375,-0.927734375,0.8671875,-3.3828125,-7.21875,-0.21484375
2429740,36.01279133333333,129.31897833333332,34.106419006988986,43.42211318481107,2.7,297.0,,-2.44140625,-1.73046875,7.43359375,-0.302734375,-0.75390625,0.619140625,-3.87890625,-7.40625,0.20703125
2429741,,,,,,,,0.08203125,-0.828125,12.87109375,-0.66796875,-0.837890625,-0.154296875,-1.54296875,-6.45703125,5.68359375
2429742,,,,,,,,1.4140625,-1.5703125,15.3515625,-0.685546875,-0.880859375,-0.408203125,-0.2421875,-7.1796875,8.17578125
2429743,,,,,,,,1.9375,-2.734375,14.1953125,-0.583984375,-0.89453125,-0.904296875,0.2578125,-8.328125,7.0234375
2429744,,,,,,,,1.9453125,-3.15625,13.765625,-0.4765625,-0.861328125,-1.078125,0.2578125,-8.75390625,6.6015625
2429745,,,,,,,,2.234375,-4.22265625,13.359375,-0.314453125,-0.783203125,-1.30078125,0.5625,-9.82421875,6.21875
2429746,,,,,,,,2.35546875,-5.46875,12.953125,-0.48046875,-0.703125,-1.763671875,0.71484375,-11.62890625,5.56640625
2429747,,,,,,,,2.2109375,-6.06640625,12.74609375,-0.41015625,-0.623046875,-1.97265625,0.6015625,-11.6953125,5.64453125
2429748,,,,,,,,2.453125,-5.23046875,14.41015625,-0.041015625,-0.4921875,-1.994140625,0.90625,-10.890625,7.33203125
2429749,,,,,,,,3.41015625,-3.64453125,16.19921875,0.384765625,-0.447265625,-1.873046875,1.94140625,-9.359375,9.16796875
2429750,36.012792833333336,129.31897666666666,33.95616982241029,43.58855146022044,2.1,303.0,,4.8125,-3.90234375,15.01171875,0.578125,-0.40234375,-1.951171875,3.4375,-9.70703125,8.05859375
2429751,,,,,,,,6.7109375,-5.54296875,13.59375,0.625,-0.326171875,-1.873046875,5.4296875,-11.4296875,6.71875
2429752,,,,,,,,7.734375,-6.7265625,13.58984375,0.603515625,-0.251953125,-1.837890625,6.5,-12.65625,6.75390625
2429753,,,,,,,,9.6484375,-10.6640625,14.9375,0.787109375,0.234375,-1.5234375,8.5703125,-16.71875,8.2109375
2429754,,,,,,,,8.75,-12.6484375,15.3515625,0.916015625,0.455078125,-1.267578125,7.7265625,-18.75390625,8.671875
2429755,,,,,,,,7.67578125,-13.625,15.41015625,1.052734375,0.826171875,-0.8359375,6.76953125,-19.82421875,8.82421875
2429756,,,,,,,,5.38671875,-8.828125,13.0,0.75,1.205078125,-0.373046875,4.69921875,-15.1875,6.6015625
2429757,,,,,,,,5.265625,-8.25,12.73828125,0.736328125,1.275390625,-0.3125,4.625,-14.6484375,6.37109375
2429758,,,,,,,,4.80078125,-7.109375,12.6171875,0.716796875,1.361328125,-0.17578125,4.27734375,-13.58203125,6.3359375
2429759,,,,,,,,4.40234375,-6.6953125,12.5390625,0.673828125,1.37109375,-0.140625,3.93359375,-13.19921875,6.296875
2429760,36.012794666666665,129.31897433333333,33.74582108652142,43.79197591802888,2.7,310.0,,3.046875,-5.25390625,12.765625,0.578125,-0.40234375,-1.951171875,3.4375,-9.70703125,8.05859375
2429761,,,,,,,,2.0,-3.03125,13.15625,0.458984375,1.3984375,0.162109375,1.7109375,-9.6328125,7.0625
2429762,,,,,,,,1.734375,-0.59375,13.0859375,0.466796875,1.39453125,0.2734375,1.484375,-7.22265625,7.0234375
2429763,,,,,,,,1.9296875,2.94140625,11.3984375,0.4140625,1.390625,0.458984375,1.75,-3.73046875,5.4140625
