time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
2449600,36.01306866666666,129.3189865,34.842514809813416,74.19481207145904,1.4000000000000001,77.0,0.0,1.2578125,-3.75390625,6.78515625,-0.326171875,0.34765625,0.109375,0.91796875,-9.44921875,0.8515625
2449601,,,,,,,,1.82421875,-3.1953125,6.65625,-0.525390625,0.09765625,0.154296875,0.49609375,-11.98046875,3.1875
2449602,,,,,,,,1.86328125,-2.89453125,6.52734375,-0.56640625,0.115234375,-0.0546875,0.53515625,-11.6640625,3.03515625
2449603,,,,,,,,1.35546875,-2.60546875,6.2734375,-0.681640625,0.111328125,-0.416015625,0.07421875,-11.36328125,2.7265625
2449604,,,,,,,,1.1796875,-2.57421875,6.18359375,-0.734375,0.09765625,-0.447265625,-0.078125,-11.32421875,2.61328125
2449605,,,,,,,,0.91015625,-2.78125,6.0390625,-0.85546875,0.0546875,-0.412109375,-0.30859375,-11.51953125,2.421875
2449606,,,,,,,,0.6796875,-2.68359375,6.0546875,-0.865234375,-0.08984375,-0.255859375,-0.65234375,-11.0546875,2.34375
2449607,,,,,,,,0.51953125,-2.3515625,6.0546875,-0.83203125,-0.150390625,-0.21484375,-0.69140625,-10.4765625,2.15234375
2449608,,,,,,,,0.49609375,-1.265625,5.66796875,-0.755859375,-0.25390625,-0.126953125,-0.38671875,-9.06640625,1.15625
2449609,,,,,,,,0.76171875,-0.40625,4.9765625,-0.78125,-0.255859375,-0.130859375,-0.34765625,-8.796875,0.890625
2449610,36.01306866666666,129.318988,34.97773802346262,74.19481260884072,1.3,79.0,,1.2578125,-3.75390625,6.78515625,-0.890625,-0.267578125,-0.232421875,-0.5390625,-8.03125,0.390625
2449611,,,,,,,,0.48046875,0.76171875,4.265625,-1.03515625,-0.279296875,-0.322265625,-0.80859375,-7.68359375,0.3125
2449612,,,,,,,,0.1875,1.15234375,4.29296875,-1.17578125,-0.271484375,-0.3671875,-0.9609375,-7.1875,0.19921875
2449613,,,,,,,,0.125,1.49609375,4.37890625,-1.23828125,-0.263671875,-0.34765625,-0.84375,-6.84765625,0.3125
2449614,,,,,,,,0.25390625,2.26171875,4.5859375,-1.2109375,-0.25390625,-0.287109375,-0.80859375,-6.2265625,0.390625
2449615,,,,,,,,0.24609375,2.5703125,4.734375,-1.103515625,-0.2734375,-0.220703125,-0.80859375,-5.88671875,0.46875
2449616,,,,,,,,0.046875,2.9140625,4.765625,-1.013671875,-0.287109375,-0.177734375,-1.0,-5.5,0.4296875
