time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
2442500,36.01279233333333,129.3189751666667,33.82094635401104,43.53307131902442,2.7,297.0,0.0,-1.91015625,-17.38671875,13.1953125,-2.291015625,-1.453125,0.505859375,-0.66015625,-24.2421875,7.5234375
2442501,,,,,,,,-1.48046875,-18.26953125,12.484375,-2.076171875,-1.708984375,0.5234375,-0.35546875,-25.01171875,6.6796875
2442502,,,,,,,,-4.8828125,-19.4296875,11.4609375,-2.392578125,-2.0859375,0.458984375,-4.0703125,-25.96875,5.4140625
2442503,,,,,,,,-9.41015625,-18.390625,11.83984375,-2.640625,-2.115234375,0.130859375,-8.66796875,-24.859375,5.72265625
2442504,,,,,,,,-11.7890625,-13.8828125,9.2734375,-3.693359375,-2.435546875,-0.73828125,-11.2734375,-19.9921875,2.8125
2442505,,,,,,,,-12.0703125,-12.4609375,9.6484375,-3.830078125,-2.515625,-0.732421875,-11.6171875,-18.4609375,3.078125
2442506,,,,,,,,-11.5390625,-10.32421875,10.70703125,-3.841796875,-2.560546875,-0.771484375,-11.15625,-16.19921875,4.03515625
2442507,,,,,,,,-8.6953125,-7.75,12.3125,-3.712890625,-2.7109375,-0.76953125,-8.4375,-13.41015625,5.453125
2442508,,,,,,,,-7.23046875,-6.609375,12.3671875,-3.53125,-2.794921875,-0.64453125,-7.05859375,-12.140625,5.4140625
2442509,,,,,,,,-2.53515625,-2.69140625,12.953125,-2.88671875,-2.9296875,0.279296875,-2.65234375,-7.92578125,5.796875
2442510,36.01279383333333,129.3189725,33.580548049738425,43.69950925370218,2.8000000000000003,301.0,,-1.23828125,-1.66015625,12.58203125,-2.68359375,-2.875,0.556640625,-0.66015625,-24.2421875,7.5234375
2442511,,,,,,,,-1.48828125,1.48046875,12.24609375,-2.3515625,-2.787109375,0.978515625,-1.96484375,-3.51953125,4.953125
2442512,,,,,,,,-2.078125,1.73046875,11.76953125,-2.10546875,-2.650390625,1.208984375,-2.8046875,-3.13671875,4.41796875
2442513,,,,,,,,-5.0078125,3.3515625,10.046875,-2.14453125,-2.5234375,1.26171875,-5.98828125,-1.375,2.65625
2442514,,,,,,,,-8.0234375,3.35546875,10.0546875,-2.3984375,-2.361328125,1.236328125,-9.2421875,-1.22265625,2.6171875
2442515,,,,,,,,-9.296875,0.15625,10.1796875,-2.447265625,-2.0,1.068359375,-10.734375,-4.25,2.6953125
2442516,,,,,,,,-9.82421875,-1.828125,10.3046875,-2.359375,-1.779296875,1.025390625,-11.34765625,-6.1640625,2.8125
2442517,,,,,,,,-10.50390625,-5.01171875,10.88671875,-1.8828125,-1.365234375,1.080078125,-12.1875,-9.19140625,3.34765625
2442518,,,,,,,,-9.484375,-4.62109375,11.8125,-1.228515625,-0.951171875,1.09375,-11.31640625,-8.69140625,4.265625
2442519,,,,,,,,-5.21484375,0.953125,13.22265625,-0.736328125,-0.46484375,0.78515625,-7.1328125,-3.0625,5.68359375
