time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
2406400,36.013066,129.31898950000001,35.112962421796425,73.8989218355217,1.5,61.0,0.0,-1.87890625,1.93359375,3.85546875,-1.662109375,-0.330078125,-0.4140625,-1.96484375,-7.2421875,0.81640625
2406401,,,,,,,,-1.671875,2.796875,3.69921875,-1.69921875,-0.28125,-0.287109375,-1.734375,-6.328125,0.51171875
2406402,,,,,,,,-1.6796875,3.1171875,3.9453125,-1.65234375,-0.240234375,-0.109375,-1.734375,-5.94921875,0.546875
2406403,,,,,,,,-1.6796875,3.4765625,4.1171875,-1.564453125,-0.236328125,-0.0625,-1.734375,-5.52734375,0.5859375
2406404,,,,,,,,-1.7578125,3.5703125,4.21875,-1.5234375,-0.240234375,-0.06640625,-1.8125,-5.40625,0.625
2406405,,,,,,,,-1.82421875,3.62890625,4.3046875,-1.447265625,-0.244140625,-0.0859375,-1.88671875,-5.2890625,0.5859375
2406406,,,,,,,,-1.97265625,3.60546875,4.31640625,-1.330078125,-0.267578125,-0.109375,-2.04296875,-5.25,0.43359375
2406407,,,,,,,,-2.0859375,3.46484375,4.2578125,-1.28515625,-0.275390625,-0.1171875,-2.15625,-5.3671875,0.3203125
2406408,,,,,,,,-2.35546875,3.16015625,4.234375,-1.1796875,-0.298828125,-0.1171875,-2.42578125,-5.59765625,0.1640625
2406409,,,,,,,,-2.5,2.94921875,4.3203125,-1.166015625,-0.30078125,-0.111328125,-2.578125,-5.79296875,0.203125
2406410,36.01306683333333,129.318991,35.24818526869775,73.99138841168897,1.6,60.0,,-2.4609375,2.63671875,4.4140625,-1.1171875,-0.31640625,-0.091796875,-1.96484375,-7.2421875,0.81640625
2406411,,,,,,,,-2.4453125,2.28125,4.53125,-1.05078125,-0.30078125,-0.087890625,-2.5390625,-6.37109375,0.2421875
2406412,,,,,,,,-2.33203125,2.05859375,4.5625,-0.962890625,-0.28515625,-0.076171875,-2.42578125,-6.5546875,0.203125
2406413,,,,,,,,-2.1328125,1.74609375,4.7109375,-0.837890625,-0.234375,-0.091796875,-2.234375,-6.82421875,0.28125
2406414,,,,,,,,-2.046875,1.69140625,4.7734375,-0.78515625,-0.216796875,-0.111328125,-2.15625,-6.86328125,0.3203125
2406415,,,,,,,,-1.81640625,1.375,4.734375,-0.673828125,-0.15625,-0.13671875,-1.92578125,-7.13671875,0.203125
2406416,,,,,,,,-1.47265625,0.96875,4.69921875,-0.64453125,-0.126953125,-0.1484375,-1.58203125,-7.515625,0.12890625
2406417,,,,,,,,-1.44140625,-0.06640625,4.8671875,-0.60546875,-0.109375,-0.130859375,-1.54296875,-8.5078125,0.2421875
2406418,,,,,,,,-1.51953125,-0.3125,4.9296875,-0.591796875,-0.109375,-0.12109375,-1.62109375,-8.7421875,0.28125
2406419,,,,,,,,-1.82421875,-1.1328125,5.12109375,-0.580078125,-0.126953125,-0.095703125,-1.92578125,-9.546875,0.43359375
2406420,36.013067,129.3189925,35.383408413320964,74.00988216295622,1.4000000000000001,67.0,,-2.0546875,-1.61328125,5.09765625,-0.578125,-0.126953125,-0.083984375,-2.15625,-10.0,0.39453125
2406421,,,,,,,,-2.16015625,-2.02734375,5.03125,-0.576171875,-0.140625,-0.044921875,-2.26953125,-10.3828125,0.28125
2406422,,,,,,,,-2.23046875,-2.265625,4.96875,-0.609375,-0.150390625,-0.03125,-2.34765625,-10.62109375,0.203125
2406423,,,,,,,,-2.1171875,-2.44921875,4.89453125,-0.6640625,-0.16015625,-0.05078125,-2.234375,-10.765625,0.08984375
2406424,,,,,,,,-1.9609375,-2.54296875,4.83984375,-0.6796875,-0.171875,-0.060546875,-2.078125,-10.84765625,0.01171875
2406425,,,,,,,,-1.79296875,-2.51171875,4.75,-0.69140625,-0.171875,-0.064453125,-1.92578125,-10.765625,-0.140625
2406426,,,,,,,,-1.671875,-2.5078125,4.75,-0.67578125,-0.171875,-0.044921875,-1.8125,-10.734375,-0.1796875
2406427,,,,,,,,-1.5390625,-2.5390625,4.8671875,-0.640625,-0.166015625,-0.04296875,-1.6953125,-10.73828125,-0.1015625
2406428,,,,,,,,-1.37890625,-3.05859375,5.12890625,-0.595703125,-0.171875,-0.03515625,-1.54296875,-11.2265625,0.12890625
2406429,,,,,,,,-1.33203125,-3.1796875,5.11328125,-0.5703125,-0.177734375,-0.029296875,-1.50390625,-11.34375,0.08984375
2406430,36.013067,129.31899416666664,35.533656428523976,74.00988276938779,1.5,77.0,,-0.6953125,-3.49609375,4.9375,-0.5078125,-0.240234375,0.0859375,-0.890625,-11.609375,-0.140625
2406431,,,,,,,,-0.51171875,-2.70703125,4.83984375,-0.5234375,-0.2734375,0.18359375,-0.73828125,-10.8046875,-0.25390625
2406432,,,,,,,,-0.6640625,-1.66796875,4.86328125,-0.572265625,-0.314453125,0.26953125,-0.9296875,-9.734375,-0.25390625
2406433,,,,,,,,-0.87109375,-1.3671875,4.9140625,-0.609375,-0.3359375,0.306640625,-1.16015625,-9.43359375,-0.21875
2406434,,,,,,,,-1.515625,-0.51953125,5.18359375,-0.71484375,-0.390625,0.3359375,-1.8515625,-8.546875,0.01171875
2406435,,,,,,,,-2.5703125,0.41015625,5.8828125,-0.822265625,-0.431640625,0.322265625,-2.9609375,-7.5859375,0.6640625
