time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
3005200,36.01252616666667,129.319279,61.21146097494249,13.999569656999693,0.4,321.0,0.0,-0.2265625,1.26171875,-0.421875,0.130859375,-0.38671875,-0.021484375,-4.48828125,2.0625,9.9140625
3005201,,,,,,,,-0.078125,1.1171875,-0.62109375,-0.1171875,-0.14453125,-0.015625,-4.5625,0.53125,8.375
3005202,,,,,,,,0.09765625,1.01171875,-0.6640625,-0.078125,-0.173828125,-0.017578125,-4.37109375,0.41796875,8.34375
3005203,,,,,,,,0.234375,1.05078125,-0.671875,-0.05078125,-0.197265625,-0.0703125,-4.21875,0.45703125,8.34375
3005204,,,,,,,,0.32421875,1.2109375,-0.52734375,-0.037109375,-0.19921875,-0.1484375,-4.10546875,0.609375,8.49609375
3005205,,,,,,,,0.30859375,1.5625,-0.34375,-0.017578125,-0.1953125,-0.228515625,-4.10546875,0.953125,8.6875
3005206,,,,,,,,0.36328125,1.68359375,-0.16796875,-0.029296875,-0.20703125,-0.2265625,-4.02734375,1.06640625,8.87890625
3005207,,,,,,,,0.578125,1.6171875,0.015625,-0.037109375,-0.205078125,-0.189453125,-3.796875,0.9921875,9.0703125
3005208,,,,,,,,0.73828125,1.5078125,0.0859375,-0.03515625,-0.205078125,-0.169921875,-3.60546875,0.875,9.15234375
3005209,,,,,,,,0.72265625,1.43359375,0.0390625,-0.044921875,-0.212890625,-0.166015625,-3.60546875,0.80078125,9.11328125
3005210,36.012526666666666,129.3192785,61.166385875448775,14.05504895935099,0.6000000000000001,322.0,,0.69921875,1.32421875,0.0703125,-0.0859375,-0.193359375,-0.15234375,-3.60546875,0.68359375,9.15234375
3005211,,,,,,,,0.95703125,1.10546875,0.0546875,-0.08203125,-0.169921875,-0.1640625,-3.33984375,0.45703125,9.1484375
3005212,,,,,,,,1.05078125,1.08203125,0.015625,-0.068359375,-0.14453125,-0.197265625,-3.22265625,0.41796875,9.109375
3005213,,,,,,,,1.234375,1.08984375,-0.18359375,-0.076171875,-0.10546875,-0.2578125,-3.03125,0.41796875,8.91796875
3005214,,,,,,,,1.2265625,1.14453125,-0.1171875,-0.076171875,-0.068359375,-0.302734375,-3.03125,0.45703125,8.99609375
3005215,,,,,,,,0.98046875,1.203125,0.08203125,-0.109375,-0.03515625,-0.330078125,-3.26171875,0.4921875,9.1796875
3005216,,,,,,,,0.859375,1.17578125,0.15234375,-0.115234375,-0.025390625,-0.30859375,-3.375,0.45703125,9.26171875
3005217,,,,,,,,0.4375,1.2265625,0.49609375,-0.091796875,-0.015625,-0.1953125,-3.796875,0.4921875,9.60546875
3005218,,,,,,,,0.28125,1.19140625,0.61328125,-0.00390625,-0.064453125,0.064453125,-3.953125,0.45703125,9.72265625
3005219,,,,,,,,0.3515625,1.11328125,0.640625,0.03125,-0.080078125,0.13671875,-3.875,0.37890625,9.76171875
3005220,36.01252716666667,129.319278,61.121310775169356,14.110528263187884,0.7000000000000001,323.0,,0.6484375,1.01953125,0.56640625,0.095703125,-0.087890625,0.224609375,-3.5703125,0.30078125,9.6796875
3005221,,,,,,,,0.98828125,0.98828125,0.56640625,0.1484375,-0.048828125,0.21875,-3.22265625,0.30078125,9.6796875
3005222,,,,,,,,0.8359375,1.2734375,0.7890625,0.138671875,-0.017578125,0.158203125,-3.375,0.609375,9.9140625
3005223,,,,,,,,0.7578125,1.33984375,1.01953125,0.12109375,-0.001953125,0.138671875,-3.453125,0.68359375,10.14453125
3005224,,,,,,,,0.3359375,1.6171875,1.66015625,0.103515625,0.01953125,0.15234375,-3.875,0.9921875,10.79296875
3005225,,,,,,,,-0.078125,1.640625,2.234375,0.1015625,0.015625,0.228515625,-4.296875,1.03125,11.3671875
3005226,,,,,,,,-0.34375,1.4921875,2.58203125,0.107421875,-0.013671875,0.333984375,-4.5625,0.9140625,11.71484375
3005227,,,,,,,,-0.73828125,1.33203125,3.0,0.09375,-0.072265625,0.486328125,-4.94921875,0.80078125,12.1328125
3005228,,,,,,,,-0.890625,1.27734375,3.1875,0.0859375,-0.12109375,0.529296875,-5.1015625,0.76171875,12.328125
3005229,,,,,,,,-1.05859375,1.125,3.33203125,0.060546875,-0.1484375,0.59765625,-5.25390625,0.6484375,12.48046875
3005230,36.012527999999996,129.31927750000003,61.07623542223689,14.202993975921103,0.9,326.0,,-1.06640625,0.9765625,3.4765625,0.095703125,-0.087890625,0.224609375,-5.25390625,0.53125,12.63671875
3005231,,,,,,,,-1.03515625,1.16796875,3.0859375,0.033203125,-0.1328125,0.748046875,-5.21484375,0.76171875,12.25
3005232,,,,,,,,-0.5859375,1.2421875,1.890625,-0.03515625,-0.080078125,0.89453125,-4.7578125,0.875,11.0625
3005233,,,,,,,,-0.3984375,1.03515625,1.4609375,-0.1171875,-0.05078125,0.97265625,-4.5625,0.68359375,10.64453125
3005234,,,,,,,,0.52734375,-1.1484375,0.6171875,-0.365234375,0.064453125,1.013671875,-3.64453125,-1.4609375,9.796875
3005235,,,,,,,,0.19921875,-2.2578125,1.046875,-0.431640625,0.19921875,0.78515625,-3.98828125,-2.5703125,10.22265625
3005236,,,,,,,,-1.2734375,-2.18359375,1.36328125,-0.388671875,0.287109375,0.486328125,-5.484375,-2.49609375,10.52734375
