,time,latitude,longitude,enu_x,enu_y,speed,course,Hrage,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
45,794545,,,,,,,,1.19140625,0.52734375,0.13671875,0.228515625,-1.955078125,0.46484375,-7.7444444444444684,14.255555555555532,176.26666666666668
46,794546,,,,,,,,0.671875,0.6171875,0.34375,0.109375,-2.154296875,0.537109375,-6.48888888888888,14.366666666666674,176.27777777777777
47,794547,,,,,,,,0.16796875,0.640625,0.59375,0.064453125,-2.404296875,0.640625,-5.144444444444446,14.411111111111097,176.27777777777777
48,794548,,,,,,,,-0.01953125,0.59375,0.3125,0.025390625,-2.45703125,0.6796875,-3.7666666666666515,14.444444444444457,176.26666666666668
49,794549,,,,,,,,-0.03125,0.51953125,-0.1953125,-0.03125,-2.16796875,0.658203125,-2.3555555555555543,14.444444444444457,176.23333333333332
50,794550,36.012844,129.322058,311.7354671422876,49.27143123297041,0.2,65535.0,,0.08203125,0.3359375,-0.77734375,-0.083984375,-1.599609375,0.59765625,-1.2111111111111086,14.422222222222217,176.14444444444445
51,794551,,,,,,,,-0.20703125,0.140625,-1.3125,-0.037109375,-0.908203125,0.53125,-0.4333333333333371,14.388888888888914,176.01111111111112
52,794552,,,,,,,,-0.7578125,-0.43359375,-1.3515625,0.04296875,-0.033203125,0.4140625,-0.08888888888890278,14.388888888888914,175.82222222222222
53,794553,,,,,,,,-1.1171875,-0.71484375,-0.5390625,0.265625,0.59765625,0.265625,-0.19999999999998863,14.47777777777776,175.5888888888889
54,794554,,,,,,,,-1.2265625,-0.83203125,0.00390625,0.482421875,0.572265625,0.1171875,-0.48888888888888005,14.699999999999989,175.4
55,794555,,,,,,,,-1.46875,-0.83984375,0.39453125,0.5390625,0.03515625,0.11328125,-0.6333333333333258,14.98888888888888,175.3
56,794556,,,,,,,,-0.4296875,-0.3515625,0.52734375,0.453125,-0.630859375,0.1640625,-0.45555555555557703,15.266666666666652,175.26666666666668
57,794557,,,,,,,,-0.3671875,0.1484375,0.76171875,0.341796875,-1.232421875,0.208984375,0.10000000000002274,15.5,175.3111111111111
58,794558,,,,,,,,-0.27734375,0.390625,0.97265625,0.283203125,-1.58984375,0.25390625,0.9222222222222172,15.677777777777806,175.4111111111111
59,794559,,,,,,,,-0.04296875,0.59765625,1.0546875,0.16796875,-1.55078125,0.22265625,1.8222222222221944,15.822222222222194,175.5222222222222
60,794560,36.01284316666667,129.32205816666666,311.7504952677507,49.178965732886454,0.30000000000000004,65535.0,,0.08203125,0.55859375,0.94921875,-0.115234375,-1.4375,0.103515625,2.6666666666666856,15.844444444444434,175.66666666666666
61,794561,,,,,,,,-0.1328125,0.62109375,0.75,-0.48828125,-1.4375,0.041015625,3.47777777777776,15.688888888888869,175.85555555555555
62,794562,,,,,,,,-0.11328125,0.37890625,0.671875,-0.798828125,-1.46875,0.017578125,4.2777777777777715,15.322222222222194,176.06666666666666
63,794563,,,,,,,,0.01171875,0.2265625,-0.0703125,-0.984375,-1.466796875,-0.005859375,5.100000000000023,14.833333333333314,176.2888888888889
64,794564,,,,,,,,0.05078125,0.28125,-0.15625,-1.0234375,-1.3203125,0.0390625,5.844444444444434,14.300000000000011,176.46666666666667
65,794565,,,,,,,,0.19140625,0.328125,0.02734375,-0.900390625,-1.083984375,0.11328125,6.544444444444423,13.744444444444468,176.6
66,794566,,,,,,,,0.2890625,0.375,-0.01953125,-0.744140625,-0.892578125,0.140625,7.111111111111086,13.288888888888891,176.66666666666666
67,794567,,,,,,,,0.44140625,0.171875,-0.29296875,-0.65234375,-0.802734375,0.171875,7.600000000000023,12.911111111111097,176.6888888888889
68,794568,,,,,,,,0.40234375,0.234375,-0.4765625,-0.62109375,-0.79296875,0.25390625,8.088888888888903,12.52222222222224,176.67777777777778
69,794569,,,,,,,,0.39453125,0.05859375,-0.41015625,-0.61328125,-0.876953125,0.3359375,8.588888888888903,12.166666666666686,176.61111111111111
70,794570,36.012842166666665,129.32205866666666,311.7955737402061,49.06800809449605,0.30000000000000004,65535.0,,0.18359375,-0.0703125,-0.24609375,-0.6015625,-1.05859375,0.392578125,9.166666666666686,11.811111111111131,176.53333333333333
71,794571,,,,,,,,0.06640625,0.10546875,-0.0859375,-0.57421875,-1.162109375,0.3984375,9.844444444444434,11.455555555555577,176.44444444444446
72,794572,,,,,,,,0.06640625,0.12109375,-0.00390625,-0.529296875,-1.056640625,0.341796875,10.5,11.133333333333326,176.36666666666667
73,794573,,,,,,,,-0.18359375,0.1015625,0.265625,-0.490234375,-0.951171875,0.3125,11.111111111111086,10.822222222222194,176.2888888888889
74,794574,,,,,,,,-0.0859375,0.0390625,0.08203125,-0.48828125,-0.91796875,0.279296875,11.677777777777806,10.53333333333336,176.22222222222223
75,794575,,,,,,,,-0.25390625,0.05078125,0.01953125,-0.55078125,-0.951171875,0.248046875,12.222222222222229,10.233333333333348,176.16666666666666
76,794576,,,,,,,,-0.39453125,0.11328125,0.3046875,-0.61328125,-1.15234375,0.28125,12.844444444444434,9.888888888888914,176.12222222222223
77,794577,,,,,,,,-0.8046875,-0.125,1.0546875,-0.67578125,-1.798828125,0.369140625,13.711111111111109,9.51111111111112,176.0888888888889
