time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,prediction
4093800,36.01250617,129.319257,59.22818854,11.78037141,1.1,329,0,0.52734375,-0.6796875,-0.578125,0.12109375,0.423828125,0.021484375,0.08984375,-10.0859375,1.296875,
4093801,,,,,,,,0.49609375,-0.4140625,-0.625,0.1171875,0.47265625,0.029296875,0.16796875,-9.86328125,1.3359375,
4093802,,,,,,,,0.66796875,-0.34375,-0.59375,0.150390625,0.486328125,0.029296875,0.4375,-9.78515625,1.21875,
4093803,,,,,,,,1.05859375,-0.3046875,-0.71875,0.2109375,0.494140625,0.015625,0.6640625,-9.7421875,1.21875,
4093804,,,,,,,,1.109375,-0.3984375,-0.80859375,0.25390625,0.458984375,0.00390625,0.62890625,-9.8984375,1.10546875,
4093805,,,,,,,,1.08203125,-0.484375,-1.03125,0.236328125,0.359375,-0.001953125,0.7421875,-10.05078125,0.80078125,
4093806,,,,,,,,1.35546875,-0.7109375,-1.23828125,0.171875,0.26171875,0.00390625,0.93359375,-10.16796875,0.76171875,
4093807,,,,,,,,1.31640625,-0.8359375,-1.25390625,0.0859375,0.18359375,0.001953125,0.703125,-10.3125,0.68359375,
4093808,,,,,,,,0.90625,-0.94921875,-1.171875,0.005859375,0.14453125,-0.00390625,0.4375,-10.35546875,0.8359375,
4093809,,,,,,,,0.7890625,-1.1796875,-0.82421875,-0.076171875,0.09765625,0,0.3203125,-10.58984375,1.18359375,
4093810,36.012507,129.319256,59.13803847,11.87283683,1.1,321,,1.01171875,-2.51953125,-1.0390625,0.12109375,0.423828125,0.021484375,0.55078125,-11.921875,0.953125,
4093811,,,,,,,,0.828125,-4.58203125,-1.046875,-0.283203125,0.083984375,0.00390625,0.359375,-13.9921875,0.9140625,
4093812,,,,,,,,0.67578125,-5.26953125,-0.80859375,-0.3359375,0.111328125,0.0078125,0.20703125,-14.6796875,1.14453125,
4093813,,,,,,,,-1.01953125,-5.75390625,0.9921875,-0.451171875,0.1484375,0.017578125,-1.48046875,-15.1796875,2.90625,
4093814,,,,,,,,-1.82421875,-5.24609375,1.78125,-0.498046875,0.15234375,0.0234375,-2.28515625,-14.6796875,3.671875,
4093815,,,,,,,,-2.88671875,-3.62109375,3.015625,-0.6171875,0.07421875,0.046875,-3.35546875,-13.07421875,4.8203125,
4093816,,,,,,,,-3.04296875,-0.97265625,3.27734375,-0.767578125,-0.015625,0.0625,-3.51171875,-10.43359375,5.01171875,
4093817,,,,,,,,-2.734375,-0.23828125,3.125,-0.822265625,-0.0234375,0.06640625,-3.203125,-9.70703125,4.8203125,
4093818,,,,,,,,-1.1171875,1.12890625,2.62890625,-0.81640625,0.107421875,0.046875,-1.59375,-8.359375,4.24609375,
4093819,,,,,,,,-0.12109375,0.8984375,2.28515625,-0.703125,0.248046875,0.00390625,-0.59765625,-8.59375,3.86328125,
4093820,36.01250767,129.3192552,59.06291343,11.94680914,1.1,318,,0.73046875,-0.20703125,2.1875,0.12109375,0.423828125,0.021484375,0.24609375,-9.703125,3.7109375,
4093821,,,,,,,,1.2734375,-1.38671875,2.30078125,0.2109375,0.255859375,0.013671875,0.78125,-10.89453125,3.82421875,
4093822,,,,,,,,0.890625,-1.38671875,1.734375,0.439453125,-0.09375,0.060546875,0.3984375,-10.890625,3.2890625,
4093823,,,,,,,,0.390625,-1.5078125,1.6953125,0.373046875,-0.322265625,0.1171875,-0.1015625,-11.01171875,3.2890625,
4093824,,,,,,,,-0.75,-1.8203125,2.046875,0.1484375,-0.28125,0.1171875,-1.25,-11.31640625,3.671875,
4093825,,,,,,,,-1.66796875,-1.77734375,2.66796875,-0.177734375,-0.205078125,0.009765625,-2.16796875,-11.27734375,4.28515625,
4093826,,,,,,,,-1.25390625,-1.421875,2.57421875,-0.14453125,-0.123046875,-0.1171875,-1.74609375,-10.93359375,4.16796875,
4093827,,,,,,,,-0.703125,-1.37890625,2.0078125,-0.166015625,-0.015625,-0.169921875,-1.171875,-10.890625,3.59375,
4093828,,,,,,,,0.0078125,-1.21484375,1.71875,-0.162109375,0.123046875,-0.212890625,-0.4453125,-10.734375,3.2890625,
4093829,,,,,,,,0.14453125,-0.83203125,1.6953125,-0.06640625,0.16796875,-0.236328125,-0.29296875,-10.35546875,3.25,
4093830,36.0125085,129.3192543,58.98778827,12.03927467,1.1,317,,0.390625,-0.17578125,1.234375,0.12109375,0.423828125,0.021484375,-0.0234375,-9.703125,2.7890625,
4093831,,,,,,,,0.6796875,0.515625,0.72265625,0.16015625,-0.00390625,-0.197265625,0.28125,-9.015625,2.29296875,
4093832,,,,,,,,0.7421875,0.9375,0.32421875,0.1640625,0.0234375,-0.173828125,0.359375,-8.59765625,1.91015625,
4093833,,,,,,,,0.7265625,1.12890625,0.19921875,0.166015625,0.0546875,-0.169921875,0.359375,-8.3984375,1.79296875,
4093834,,,,,,,,0.6328125,1.78125,-0.19921875,0.193359375,0.091796875,-0.18359375,0.28125,-7.75,1.41015625,
4093835,,,,,,,,0.38671875,2.31640625,-0.328125,0.259765625,0.087890625,-0.212890625,0.05078125,-7.21484375,1.296875,
4093836,,,,,,,,0.203125,2.5390625,-0.51171875,0.279296875,0.078125,-0.234375,-0.1015625,-6.984375,1.14453125,
4093837,,,,,,,,-0.1328125,2.69140625,-0.58984375,0.248046875,0.123046875,-0.267578125,-0.40625,-6.828125,1.10546875,
4093838,,,,,,,,-0.1875,2.65234375,-0.59765625,0.224609375,0.140625,-0.27734375,-0.4453125,-6.87109375,1.10546875,
4093839,,,,,,,,-0.44140625,2.73046875,-0.734375,0.177734375,0.1796875,-0.29296875,-0.67578125,-6.79296875,0.9921875,
4093840,36.01250917,129.3192535,58.91266324,12.11324698,1,317,,-0.671875,2.72265625,-0.7890625,0.12109375,0.423828125,0.021484375,-0.0234375,-9.703125,2.7890625,
4093841,,,,,,,,-1,2.64453125,-0.61328125,0.1015625,0.208984375,-0.296875,-1.171875,-6.8671875,1.14453125,
4093842,,,,,,,,-1.1171875,2.72265625,-0.66796875,0.099609375,0.185546875,-0.291015625,-1.25,-6.7890625,1.10546875,
4093843,,,,,,,,-1.0625,2.71484375,-0.75390625,0.09375,0.14453125,-0.27734375,-1.171875,-6.7890625,1.02734375,
4093844,,,,,,,,-1.078125,2.68359375,-0.8359375,0.103515625,0.13671875,-0.24609375,-1.171875,-6.828125,0.953125,
4093845,,,,,,,,-1.1015625,2.63671875,-0.96875,0.140625,0.12890625,-0.224609375,-1.171875,-6.8671875,0.8359375,
4093846,,,,,,,,-1.109375,2.5625,-1.01171875,0.1640625,0.1015625,-0.208984375,-1.171875,-6.94921875,0.80078125,
4093847,,,,,,,,-1.21875,2.32421875,-1.10546875,0.2109375,0.0546875,-0.18359375,-1.25,-7.17578125,0.72265625,
4093848,,,,,,,,-1.11328125,1.9765625,-0.96875,0.248046875,0.029296875,-0.1484375,-1.13671875,-7.5234375,0.875,
4093849,,,,,,,,-1.08984375,1.6953125,-0.73046875,0.271484375,-0.00390625,-0.125,-1.09765625,-7.7890625,1.14453125,
4093850,36.01250983,129.3192527,58.8375382,12.1872193,1.1,317,,-1.05859375,1.42578125,-0.71484375,0.2578125,-0.025390625,-0.091796875,-1.05859375,-8.05859375,1.18359375,
4093851,,,,,,,,-0.8359375,1.03515625,-1.0859375,0.265625,-0.046875,-0.068359375,-0.828125,-8.4375,0.8359375,
4093852,,,,,,,,-0.61328125,0.9140625,-1.03125,0.24609375,-0.08984375,-0.0390625,-0.59765625,-8.5546875,0.9140625,
4093853,,,,,,,,-0.4609375,0.8671875,-0.96875,0.240234375,-0.10546875,-0.029296875,-0.4453125,-8.59765625,0.9921875,
4093854,,,,,,,,-0.390625,0.67578125,-0.7578125,0.228515625,-0.13671875,-0.013671875,-0.3671875,-8.78515625,1.21875,
