time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3354550,36.0130435,129.3189925,35.383418916197584,71.40233995935414,2.9000000000000004,39.0,,5.0859375,-19.76953125,-6.66015625,3.28515625,1.546875,-0.02734375,5.0859375,-19.765625,3.13671875,2.0
3354551,,,,,,,,6.1953125,-17.35546875,-4.8984375,4.140625,1.748046875,0.18359375,6.1953125,-17.3515625,4.8984375,2.0
3354552,,,,,,,,3.70703125,-14.05859375,-9.53515625,3.833984375,1.8984375,-0.048828125,3.70703125,-14.05859375,0.265625,2.0
3354553,,,,,,,,3.20703125,-11.5703125,-12.0625,3.404296875,2.068359375,-0.384765625,3.20703125,-11.57421875,-2.26171875,2.0
3354554,,,,,,,,4.01171875,-7.43359375,-15.08984375,3.30859375,1.978515625,-0.31640625,4.01171875,-7.4296875,-5.2890625,2.0
3354555,,,,,,,,4.05078125,-4.98046875,-14.36328125,3.255859375,1.890625,0.34375,4.05078125,-4.9765625,-4.5625,2.0
3354556,,,,,,,,3.66796875,-2.68359375,-12.5625,3.251953125,1.7890625,0.84375,3.6640625,-2.68359375,-2.76171875,2.0
3354557,,,,,,,,3.09375,-1.80078125,-10.80078125,3.181640625,1.48828125,1.673828125,3.09765625,-1.80078125,-1.0,2.0
3354558,,,,,,,,3.3984375,-2.0703125,-10.875,2.94921875,1.16796875,1.904296875,3.3984375,-2.0703125,-1.07421875,2.0
3354559,,,,,,,,3.8984375,-2.03125,-10.72265625,2.63671875,0.880859375,1.65625,3.90234375,-2.03125,-0.921875,2.0
3354560,36.01304583333333,129.31899266666667,35.398442678519956,71.66124491851504,3.0,30.0,,4.5859375,0.0,-10.30078125,2.435546875,0.5078125,1.484375,4.58984375,0.0,-0.5,2.0
3354561,,,,,,,,5.23828125,0.99609375,-10.33984375,2.326171875,0.244140625,1.421875,5.234375,0.99609375,-0.5390625,2.0
3354562,,,,,,,,6.76953125,0.6875,-9.83984375,2.21484375,-0.080078125,1.19140625,6.765625,0.6875,-0.04296875,2.0
3354563,,,,,,,,7.19140625,0.53515625,-9.53515625,2.18359375,-0.15625,1.1484375,7.19140625,0.53515625,0.265625,2.0
3354564,,,,,,,,7.65234375,-0.34765625,-8.69140625,1.994140625,-0.376953125,1.041015625,7.65234375,-0.34765625,1.109375,2.0
3354565,,,,,,,,6.04296875,-1.41796875,-9.421875,1.564453125,-0.58203125,0.794921875,6.0390625,-1.41796875,0.37890625,2.0
3354566,,,,,,,,3.20703125,-0.84375,-9.6875,0.9453125,-0.65625,0.40234375,3.20703125,-0.84375,0.11328125,2.0
3354567,,,,,,,,0.44921875,0.45703125,-8.5390625,0.236328125,-0.5,0.138671875,0.44921875,0.45703125,1.26171875,2.0
3354568,,,,,,,,-0.8515625,1.03125,-7.58203125,-0.1484375,-0.357421875,0.060546875,-0.8515625,1.03125,2.22265625,2.0
3354569,,,,,,,,-2.84375,1.4921875,-6.69921875,-0.71875,-0.080078125,-0.033203125,-2.84375,1.4921875,3.1015625,2.0
3354570,36.0130485,129.318994,35.518639929199864,71.9571367169289,3.1,24.0,,-2.69140625,1.9921875,-6.31640625,-0.521484375,0.181640625,-0.0703125,-2.69140625,1.9921875,3.484375,2.0
3354571,,,,,,,,-1.6953125,2.60546875,-6.43359375,-0.01171875,0.322265625,-0.1484375,-1.6953125,2.60546875,3.37109375,2.0
3354572,,,,,,,,0.02734375,4.13671875,-6.66015625,0.5625,0.49609375,-0.650390625,0.02734375,4.1328125,3.13671875,2.0
3354573,,,,,,,,1.5625,3.79296875,-8.578125,0.8515625,0.5078125,-1.060546875,1.5625,3.79296875,1.22265625,2.0
3354574,,,,,,,,2.48046875,-0.26953125,-8.578125,0.884765625,0.515625,-1.21875,2.4765625,-0.26953125,1.22265625,2.0
3354575,,,,,,,,2.6328125,-4.13671875,-7.65625,0.51171875,0.69140625,-0.66796875,2.6328125,-4.1328125,2.140625,2.0
3354576,,,,,,,,2.48046875,-6.8203125,-7.3515625,0.302734375,0.78125,-0.162109375,2.48046875,-6.82421875,2.44921875,2.0
3354577,,,,,,,,1.59765625,-20.3046875,-5.015625,-0.033203125,0.890625,0.97265625,1.59765625,-20.30859375,4.78515625,2.0
3354578,,,,,,,,1.90625,-55.8515625,-4.25,-0.1875,0.982421875,1.8671875,1.90625,-55.8515625,5.55078125,2.0
3354579,,,,,,,,-19.01171875,-75.390625,17.703125,0.64453125,1.123046875,2.11328125,-19.01171875,-75.39453125,27.5,2.0
3354580,36.01305083333333,129.318995,35.608787709783485,72.21604198202844,2.8000000000000003,21.0,,-13.53125,-38.421875,3.7578125,1.646484375,0.658203125,1.927734375,-13.53125,-38.42578125,13.55859375,2.0
3354581,,,,,,,,7.99609375,-16.3203125,-16.31640625,1.994140625,-0.185546875,0.12890625,7.99609375,-16.3203125,-6.515625,2.0
3354582,,,,,,,,14.69921875,-15.40234375,-19.953125,2.669921875,0.3359375,-3.283203125,14.69921875,-15.3984375,-10.15625,2.0
3354583,,,,,,,,21.09765625,-15.74609375,-15.89453125,3.419921875,0.228515625,-4.48828125,21.09375,-15.74609375,-6.09375,2.0
3354584,,,,,,,,18.109375,-11.5703125,-6.73828125,1.912109375,0.42578125,-2.701171875,18.109375,-11.5703125,3.0625,2.0
3354585,,,,,,,,13.7421875,-15.1328125,-2.29296875,-2.39453125,-0.171875,0.408203125,13.7421875,-15.1328125,7.50390625,2.0
3354586,,,,,,,,8.9140625,-14.13671875,-6.46875,-3.0390625,0.025390625,1.03125,8.9140625,-14.13671875,3.328125,2.0
3354587,,,,,,,,4.2421875,-10.57421875,-9.3046875,-0.75,-0.025390625,0.490234375,4.2421875,-10.5703125,0.49609375,2.0
3354588,,,,,,,,-5.09375,2.78515625,0.8828125,-0.642578125,-0.31640625,0.330078125,-0.8515625,-7.7734375,1.375,2.0
3354589,,,,,,,,-7.67578125,3.52734375,1.0859375,-1.5078125,-0.458984375,0.322265625,-3.45703125,-7.05078125,1.453125,2.0
3354590,36.01305283333333,129.318995,35.608786810312,72.43796046711228,2.4000000000000004,15.0,,-8.85546875,4.35546875,-0.80859375,1.646484375,0.658203125,1.927734375,-4.68359375,-6.2421875,-0.65234375,2.0
3354591,,,,,,,,-9.40625,5.421875,-1.3671875,-1.771484375,-0.48828125,0.6796875,-5.30078125,-5.2109375,-1.421875,2.0
3354592,,,,,,,,-10.34765625,7.32421875,-1.57421875,-1.802734375,-0.234375,0.890625,-6.33203125,-3.33203125,-1.83984375,2.0
3354593,,,,,,,,-10.375,7.59765625,-1.359375,-1.8046875,-0.048828125,1.005859375,-6.40625,-3.06640625,-1.7265625,2.0
3354594,,,,,,,,-10.671875,8.77734375,-0.84375,-1.6484375,0.375,1.271484375,-6.828125,-1.91796875,-1.3828125,2.0
3354595,,,,,,,,-9.91796875,11.046875,0.29296875,-1.298828125,0.642578125,1.484375,-6.2109375,0.3046875,-0.38671875,2.0
3354596,,,,,,,,-9.0859375,12.20703125,1.95703125,-0.865234375,0.74609375,1.50390625,-5.5625,1.41796875,1.18359375,2.0
3354597,,,,,,,,-8.6796875,11.81640625,2.08203125,-0.271484375,0.58984375,1.0546875,-4.30078125,-0.73046875,0.6875,2.0
3354598,,,,,,,,-7.61328125,10.10546875,1.515625,-0.083984375,0.548828125,0.806640625,-3.83984375,-1.53515625,0.2265625,2.0
3354599,,,,,,,,-6.5625,8.28515625,0.3203125,0.248046875,0.48046875,0.38671875,-3.30859375,-2.72265625,-0.76953125,2.0
3354600,36.013054333333336,129.3189935,35.47356289753748,72.60439878397004,2.3000000000000003,0.0,0.0,-8.85546875,4.35546875,-0.80859375,1.646484375,0.658203125,1.927734375,-2.921875,-2.22265625,-1.07421875,2.0
3354601,,,,,,,,-5.83984375,8.8671875,-0.25,0.7890625,0.255859375,0.060546875,-2.58203125,-1.87890625,-0.84765625,2.0
3354602,,,,,,,,-5.71875,8.98046875,-0.17578125,0.998046875,0.232421875,0.013671875,-2.2265625,-1.6484375,0.07421875,2.0
3354603,,,,,,,,-5.171875,9.43359375,1.046875,1.5390625,0.119140625,-0.28515625,-1.84765625,-0.61328125,1.64453125,2.0
3354604,,,,,,,,-4.98828125,10.23828125,2.05078125,1.681640625,0.083984375,-0.408203125,-1.88671875,-0.078125,2.18359375,2.0
3354605,,,,,,,,-5.171875,11.28515625,2.828125,2.236328125,0.099609375,-0.724609375,-2.19140625,1.68359375,3.44921875,2.0
3354606,,,,,,,,-5.4296875,13.33984375,3.234375,2.654296875,0.216796875,-0.865234375,-2.15625,2.94921875,3.51953125,2.0
3354607,,,,,,,,-5.4609375,13.70703125,3.25390625,2.818359375,0.275390625,-0.8828125,-2.0,3.71484375,2.6015625,2.0
3354608,,,,,,,,-5.5234375,14.2578125,2.10546875,2.89453125,0.3515625,-0.828125,-2.84375,3.1015625,3.4453125,2.0
3354609,,,,,,,,-6.3125,13.7421875,2.5546875,2.771484375,0.400390625,-0.736328125,-3.609375,2.06640625,4.29296875,2.0
3354610,36.013056666666664,129.3189935,35.47356185230485,72.86330368266022,2.4000000000000004,356.0,,-6.28515625,-0.78515625,-2.828125,2.357421875,0.630859375,-0.15234375,-2.76953125,-11.30078125,-1.3828125,2.0
3354611,,,,,,,,-4.3828125,-23.2890625,-0.54296875,2.462890625,0.30078125,0.39453125,-0.890625,-33.75,1.18359375,2.0
3354612,,,,,,,,5.640625,-46.78515625,2.14453125,1.45703125,-0.4609375,1.162109375,9.03125,-57.23046875,4.05859375,2.0
3354613,,,,,,,,28.48828125,-61.87890625,39.1171875,1.33984375,-0.328125,0.755859375,31.82421875,-72.3203125,41.1015625,2.0
3354614,,,,,,,,12.84375,-11.0078125,4.828125,2.70703125,0.400390625,-0.283203125,16.15625,-21.4140625,7.0078125,2.0
3354615,,,,,,,,-5.1171875,-6.0625,-1.33984375,2.984375,0.337890625,-2.552734375,-1.6953125,-16.359375,1.14453125,2.0
3354616,,,,,,,,-13.6953125,-8.45703125,-3.375,2.22265625,0.673828125,-4.025390625,-9.9296875,-18.5390625,-0.578125,2.0
3354617,,,,,,,,-5.84375,-12.12890625,-1.2421875,2.53125,0.931640625,-2.61328125,-1.7734375,-22.02734375,1.796875,2.0
3354618,,,,,,,,-1.67578125,-12.4609375,1.078125,4.5390625,1.283203125,-0.033203125,2.48046875,-22.18359375,4.515625,2.0
3354619,,,,,,,,2.91015625,-15.1328125,3.71484375,4.52734375,1.119140625,0.998046875,6.84765625,-24.63671875,7.92578125,2.0
3354620,36.01305883333334,129.31899299999998,35.42848646989915,73.10371519466592,2.3000000000000003,354.0,,1.08984375,-10.67578125,-3.9921875,2.357421875,0.630859375,-0.15234375,4.93359375,-20.03125,0.609375,2.0
3354621,,,,,,,,2.67578125,-7.33203125,-4.0546875,2.767578125,2.0078125,-0.34765625,6.42578125,-16.47265625,1.03125,2.0
3354622,,,,,,,,3.06640625,-6.4140625,-3.73828125,2.86328125,1.990234375,-0.13671875,6.76953125,-15.4765625,1.52734375,2.0
3354623,,,,,,,,2.06640625,-4.6796875,-3.015625,2.787109375,1.890625,0.126953125,5.66015625,-13.6015625,2.5625,2.0
3354624,,,,,,,,1.4453125,-4.3671875,-3.70703125,2.736328125,1.82421875,0.17578125,4.96875,-13.21875,2.02734375,2.0
3354625,,,,,,,,0.140625,-2.62890625,-6.55078125,2.51953125,1.65625,0.1484375,3.4765625,-11.26171875,-0.38671875,2.0
3354626,,,,,,,,0.16015625,2.58984375,-8.69921875,2.736328125,1.4453125,0.830078125,3.20703125,-5.74609375,-1.99609375,2.0
3354627,,,,,,,,0.140625,4.9609375,-8.640625,2.8203125,1.35546875,1.0390625,3.09375,-3.30078125,-1.8046875,2.0
3354628,,,,,,,,-0.27734375,7.41796875,-8.1015625,2.724609375,1.224609375,1.423828125,2.48046875,-0.69140625,-1.0,2.0
3354629,,,,,,,,-0.4375,8.296875,-7.95703125,2.517578125,1.16015625,1.556640625,2.2109375,0.265625,-0.73046875,2.0
3354630,36.01306,129.31899033333332,35.1880890967942,73.23316667870834,2.5,333.0,,-0.27734375,9.3203125,-8.125,1.763671875,0.97265625,1.560546875,2.0546875,1.453125,-0.6171875,2.0
3354631,,,,,,,,0.45703125,9.1953125,-8.01171875,1.384765625,0.71875,1.259765625,2.515625,1.453125,-0.30859375,2.0
3354632,,,,,,,,2.41015625,7.2734375,-8.11328125,1.333984375,0.611328125,1.16015625,4.390625,-0.421875,-0.34765625,2.0
3354633,,,,,,,,4.73828125,5.78125,-7.55859375,1.56640625,0.248046875,0.654296875,6.5,-1.7265625,0.41796875,2.0
3354634,,,,,,,,5.34375,5.52734375,-7.3515625,1.646484375,0.21875,0.525390625,7.078125,-1.91796875,0.6875,2.0
3354635,,,,,,,,5.3203125,5.671875,-6.62890625,1.720703125,0.248046875,0.2578125,7.0,-1.6484375,1.52734375,2.0
3354636,,,,,,,,4.6640625,6.265625,-6.125,1.423828125,0.25,-0.021484375,6.3125,-0.921875,2.140625,2.0
3354637,,,,,,,,4.09765625,6.59375,-5.98046875,1.130859375,0.212890625,-0.171875,5.73828125,-0.5390625,2.33203125,2.0
3354638,,,,,,,,1.52734375,8.74609375,-5.51953125,0.36328125,0.205078125,-0.51171875,3.16796875,1.68359375,2.83203125,2.0
3354639,,,,,,,,0.32421875,9.49609375,-5.14453125,-0.140625,0.201171875,-0.693359375,1.98046875,2.44921875,3.21484375,2.0
3354640,36.013061500000006,129.31898783333332,34.962716387143274,73.39960464300695,2.6,314.0,,-5.3828125,11.63671875,-1.7265625,1.763671875,0.97265625,1.560546875,-3.6875,4.55859375,6.58984375,2.0
3354641,,,,,,,,-7.046875,12.25,-2.70703125,-1.30078125,0.275390625,-1.16796875,-5.296875,5.09375,5.51171875,2.0
3354642,,,,,,,,-3.32421875,8.51953125,-6.09765625,0.46484375,0.4296875,-0.244140625,-1.54296875,1.33984375,2.0625,2.0
3354643,,,,,,,,-1.91796875,1.80078125,-6.71875,0.775390625,0.443359375,0.703125,-0.19921875,-5.32421875,1.4921875,2.0
3354644,,,,,,,,-2.890625,-12.7421875,-3.34375,0.513671875,0.525390625,1.541015625,-1.3515625,-19.80859375,4.9375,2.0
3354645,,,,,,,,-4.84375,-39.93359375,5.23046875,0.01953125,0.53515625,2.095703125,-3.5703125,-47.00390625,13.51953125,2.0
3354646,,,,,,,,-11.69140625,-47.765625,10.24609375,1.009765625,0.4375,2.345703125,-10.62109375,-54.8203125,18.57421875,2.0
3354647,,,,,,,,-1.51953125,-14.4921875,-0.2109375,1.5,-0.1015625,-0.396484375,-0.62109375,-21.4140625,8.234375,2.0
3354648,,,,,,,,5.6015625,-6.58984375,-11.0625,2.41796875,0.435546875,-3.498046875,6.6171875,-13.328125,-2.4921875,2.0
3354649,,,,,,,,10.99609375,-8.48828125,-7.296875,1.673828125,0.30078125,-3.775390625,12.36328125,-14.859375,1.4921875,2.0
3354650,36.013064,129.31898366666667,34.5870952230501,73.67700126342196,2.4000000000000004,300.0,,-4.75,7.1640625,-8.4296875,0.40234375,0.126953125,0.240234375,-3.2265625,-0.5390625,-0.8828125,2.0
3354651,,,,,,,,-4.75,7.1640625,-8.4296875,0.40234375,0.126953125,0.240234375,-3.2265625,-0.5390625,-0.8828125,2.0
3354652,,,,,,,,-4.75,7.1640625,-8.4296875,0.40234375,0.126953125,0.240234375,-3.2265625,-0.5390625,-0.8828125,2.0
3354653,,,,,,,,-4.75,7.1640625,-8.4296875,0.40234375,0.126953125,0.240234375,-3.2265625,-0.5390625,-0.8828125,2.0
3354654,,,,,,,,-4.75,7.1640625,-8.4296875,0.40234375,0.126953125,0.240234375,-3.2265625,-0.5390625,-0.8828125,2.0
3354655,,,,,,,,-4.75,7.1640625,-8.4296875,0.40234375,0.126953125,0.240234375,-3.2265625,-0.5390625,-0.8828125,2.0
3354656,,,,,,,,-4.75,7.1640625,-8.4296875,0.40234375,0.126953125,0.240234375,-3.2265625,-0.5390625,-0.8828125,2.0
