time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3516850,36.01302933333333,129.31897366666666,33.68562182549658,69.8304106849043,3.3000000000000003,28.0,,0.84765625,0.58203125,2.10546875,2.537109375,0.5,1.228515625,4.26953125,1.30859375,0.45703125,2.0
3516851,,,,,,,,0.6015625,-0.734375,2.0234375,-0.42578125,0.2265625,0.98046875,-3.546875,-0.453125,6.359375,2.0
3516852,,,,,,,,1.89453125,-5.28515625,1.41015625,0.14453125,0.330078125,0.857421875,-2.24609375,-5.01171875,5.74609375,2.0
3516853,,,,,,,,2.125,-19.93359375,2.375,0.728515625,0.404296875,0.876953125,-2.015625,-19.64453125,6.703125,2.0
3516854,,,,,,,,-9.06640625,-66.6796875,19.62109375,0.990234375,0.505859375,1.4296875,-13.19921875,-66.34375,23.94140625,2.0
3516855,,,,,,,,-17.6484375,-73.60546875,23.19140625,1.416015625,0.408203125,3.35546875,-21.78125,-73.16015625,27.50390625,2.0
3516856,,,,,,,,-1.33984375,-23.4296875,9.63671875,2.716796875,0.326171875,4.25,-5.46484375,-22.7890625,13.94140625,2.0
3516857,,,,,,,,6.59765625,-12.875,-5.83203125,1.75,-0.044921875,-1.564453125,2.50390625,-12.0234375,-1.53515625,2.0
3516858,,,,,,,,16.7265625,-6.5,-12.609375,3.85546875,-0.162109375,-5.72265625,12.6171875,-5.7421875,-8.3125,2.0
3516859,,,,,,,,30.6953125,-12.3359375,-9.09375,3.78125,-0.12109375,-5.0390625,26.5625,-11.6796875,-4.7890625,2.0
3516860,36.013031500000004,129.3189751666667,33.82084418506447,70.07082289611698,2.8000000000000003,29.0,,24.87890625,-17.54296875,-5.0859375,2.0,0.71875,-2.169921875,20.734375,-16.96484375,-0.8046875,2.0
3516861,,,,,,,,16.734375,-19.11328125,-4.05078125,-1.0703125,0.478515625,1.666015625,12.578125,-18.57421875,0.23046875,2.0
3516862,,,,,,,,12.4609375,-22.3359375,1.37890625,-2.4140625,-0.466796875,2.912109375,8.3671875,-21.828125,5.70703125,2.0
3516863,,,,,,,,4.73828125,-20.3125,6.94921875,-2.61328125,-0.45703125,2.46484375,0.66796875,-19.8359375,11.30078125,2.0
3516864,,,,,,,,2.12109375,-15.9140625,2.6484375,-1.630859375,-0.541015625,1.07421875,-1.90234375,-15.5078125,7.046875,2.0
3516865,,,,,,,,3.5625,-9.96875,-0.37890625,1.16015625,-0.939453125,-0.533203125,0.12890625,-8.53125,2.796875,2.0
3516866,,,,,,,,6.21875,-8.13671875,-3.6875,0.337890625,-1.349609375,-0.845703125,2.92578125,-7.7265625,0.61328125,2.0
3516867,,,,,,,,6.53125,-7.5,-3.7890625,-0.09375,-1.25390625,-0.34375,1.73828125,-6.578125,1.109375,2.0
3516868,,,,,,,,5.52734375,-6.80859375,-3.484375,-0.189453125,-1.109375,0.10546875,0.859375,-6.12890625,1.4921875,2.0
3516869,,,,,,,,3.08203125,-6.48046875,-2.16015625,-0.466796875,-0.82421875,0.853515625,-1.5546875,-6.19921875,2.71875,2.0
3516870,36.01303333333333,129.3189755,33.85089301544946,70.27424828894922,2.7,22.0,,1.06640625,-6.01953125,-2.23828125,-0.92578125,-0.16796875,1.16796875,-2.58984375,-5.890625,2.44921875,2.0
3516871,,,,,,,,0.8125,-5.234375,-2.875,-1.2109375,0.3984375,1.201171875,-3.73828125,-3.48046875,0.34375,2.0
3516872,,,,,,,,-0.8359375,-2.4453125,-5.203125,-1.43359375,0.650390625,1.083984375,-5.04296875,-0.453125,-1.49609375,2.0
3516873,,,,,,,,-1.41015625,-0.421875,-6.19140625,-1.4140625,0.619140625,1.048828125,-5.23828125,0.54296875,-1.6875,2.0
3516874,,,,,,,,-2.015625,1.9140625,-6.44921875,-1.099609375,0.609375,1.275390625,-6.04296875,3.875,-1.37890625,2.0
3516875,,,,,,,,-2.41015625,4.7734375,-5.9765625,-0.814453125,0.837890625,1.716796875,-5.765625,5.0625,-0.99609375,2.0
3516876,,,,,,,,-1.33984375,5.328125,-5.09375,-0.30078125,1.224609375,2.09375,-4.6953125,4.72265625,-0.421875,2.0
3516877,,,,,,,,-0.74609375,4.3515625,-5.0078125,0.19921875,1.1328125,1.990234375,-4.3125,3.4140625,-0.5,2.0
3516878,,,,,,,,-0.53125,3.5703125,-5.0703125,0.560546875,0.9453125,1.86328125,-3.73828125,1.23046875,-0.95703125,2.0
3516879,,,,,,,,0.37890625,0.14453125,-5.765625,1.4140625,0.533203125,1.57421875,-3.0078125,-2.21484375,-1.49609375,2.0
3516880,36.0130355,129.3189751666667,33.82084247629458,70.51465986584275,2.7,9.0,,1.06640625,-6.01953125,-2.23828125,-0.92578125,-0.16796875,1.16796875,-2.58984375,-3.859375,-1.609375,2.0
3516881,,,,,,,,2.5859375,-4.625,-6.5859375,3.45703125,0.0625,1.283203125,-0.484375,-4.40234375,-2.33984375,2.0
3516882,,,,,,,,3.64453125,-4.328125,-6.76953125,3.66796875,-0.091796875,0.966796875,0.0546875,-3.5546875,-2.0703125,2.0
3516883,,,,,,,,3.97265625,-3.375,-6.1953125,3.2421875,-0.21875,0.478515625,0.08984375,-1.6796875,-0.65234375,2.0
3516884,,,,,,,,3.53515625,-1.76171875,-4.43359375,2.29296875,-0.18359375,-0.197265625,-0.71484375,-0.875,0.83984375,2.0
3516885,,,,,,,,-0.08203125,-1.4765625,2.26953125,1.369140625,-0.0625,-0.99609375,-6.23046875,-0.9921875,10.3046875,2.0
3516886,,,,,,,,-2.46484375,-1.6328125,5.796875,1.041015625,0.0390625,-1.40625,-8.94921875,-1.14453125,12.33203125,2.0
3516887,,,,,,,,-8.77734375,-3.546875,10.546875,1.755859375,0.353515625,-2.3515625,-12.55078125,-2.9453125,15.05859375,2.0
3516888,,,,,,,,-2.46875,-8.671875,-4.2265625,4.8359375,0.794921875,-2.99609375,-6.265625,-8.12109375,0.265625,2.0
3516889,,,,,,,,11.16015625,-35.85546875,-8.09375,6.177734375,0.37109375,-1.796875,7.33203125,-35.234375,-3.640625,2.0
3516890,36.013038,129.31897616666666,33.910990247891135,70.79205831851304,2.5,10.0,,1.06640625,-6.01953125,-2.23828125,2.400390625,-0.53125,-0.12109375,-2.58984375,-3.859375,-1.609375,2.0
3516891,,,,,,,,38.55078125,-38.81640625,33.546875,-0.095703125,-0.560546875,-0.171875,34.72265625,-37.9921875,37.9609375,2.0
3516892,,,,,,,,16.09375,-22.765625,-0.1328125,1.548828125,-0.439453125,0.72265625,12.3125,-21.98828125,4.328125,2.0
3516893,,,,,,,,-7.23046875,-15.73828125,-3.05859375,2.853515625,0.333984375,-3.361328125,-10.98046875,-14.93359375,1.41796875,2.0
3516894,,,,,,,,-6.0859375,-22.53125,-5.75,1.689453125,0.68359375,-3.564453125,-9.8671875,-21.83203125,-1.3046875,2.0
3516895,,,,,,,,2.12890625,-21.3359375,-6.0546875,3.107421875,1.560546875,-1.423828125,-1.70703125,-20.6796875,-1.6484375,2.0
3516896,,,,,,,,3.7578125,-19.22265625,-5.140625,3.837890625,1.5625,-0.212890625,-0.1015625,-18.53125,-0.765625,2.0
3516897,,,,,,,,7.71484375,-17.69140625,-1.90234375,4.23828125,1.275390625,1.0625,3.80859375,-16.84375,2.41015625,2.0
3516898,,,,,,,,9.64453125,-15.0625,-2.60546875,3.96484375,1.234375,0.732421875,5.72265625,-14.05859375,1.64453125,2.0
3516899,,,,,,,,9.42578125,-14.09765625,-3.4765625,2.794921875,2.095703125,-0.298828125,5.41796875,-12.9375,0.6484375,2.0
3516900,36.0130405,129.3189755,33.850889950974185,71.06945619406642,2.5,1.0,0.0,9.84765625,-11.546875,-3.78515625,2.640625,2.466796875,0.05078125,5.76171875,-10.33984375,0.23046875,2.0
3516901,,,,,,,,9.42578125,-10.18359375,-3.03515625,2.619140625,2.615234375,0.642578125,5.26171875,-8.9140625,0.87890625,2.0
3516902,,,,,,,,9.49609375,-10.15625,-2.7734375,2.27734375,2.375,0.978515625,5.26171875,-8.80859375,1.03125,2.0
