time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3340280,36.013057499999995,129.31895466666668,31.972782224293887,72.95575628023938,2.5,63.0,,0.52734375,9.42578125,-0.22265625,0.642578125,-0.39453125,0.427734375,3.44140625,1.03125,-1.3828125,2.0
3340281,,,,,,,,3.1953125,-0.9453125,-0.703125,-1.505859375,-0.1015625,-1.32421875,2.6328125,-9.92578125,1.875,2.0
3340282,,,,,,,,2.99609375,-18.92578125,6.5703125,-0.8203125,0.099609375,0.619140625,2.48046875,-27.92578125,9.0390625,2.0
3340283,,,,,,,,1.25,-25.01953125,10.125,-0.5,0.17578125,1.603515625,0.6796875,-34.015625,12.5625,2.0
3340284,,,,,,,,-1.4453125,-17.203125,5.30859375,-1.181640625,-0.966796875,1.54296875,-2.3828125,-26.203125,7.62109375,2.0
3340285,,,,,,,,8.58984375,-10.1015625,-0.7890625,-1.712890625,-0.751953125,-0.890625,7.65234375,-19.15625,1.3359375,2.0
3340286,,,,,,,,11.92578125,-12.3515625,0.6484375,-1.46484375,-0.431640625,-1.77734375,11.13671875,-21.453125,2.640625,2.0
3340287,,,,,,,,9.93359375,-12.95703125,2.421875,-2.52734375,-0.595703125,-1.078125,9.30078125,-22.1015625,4.25,2.0
3340288,,,,,,,,8.3984375,-12.80859375,1.94140625,-3.109375,-0.75390625,-0.435546875,7.8046875,-21.98828125,3.63671875,2.0
3340289,,,,,,,,7.1640625,-11.11328125,1.3046875,-3.759765625,-1.26953125,0.044921875,6.6171875,-20.375,2.5234375,2.0
3340290,36.013058666666666,129.31895733333334,32.2131786079271,73.08520960887756,2.6,64.0,,5.1875,-9.10546875,1.48828125,0.642578125,-0.39453125,0.427734375,4.6640625,-18.421875,2.37109375,2.0
3340291,,,,,,,,4.12109375,-8.44140625,1.73828125,-3.705078125,-1.7578125,-0.28515625,3.62890625,-17.77734375,2.44921875,2.0
3340292,,,,,,,,-0.16796875,-6.53125,2.2890625,-3.5859375,-1.953125,-0.23046875,-0.62109375,-15.90234375,2.6796875,2.0
3340293,,,,,,,,-2.3671875,-4.4921875,1.59375,-3.47265625,-2.00390625,-0.138671875,-2.8046875,-13.87109375,1.8359375,2.0
3340294,,,,,,,,-4.4296875,0.04296875,-0.21875,-3.13671875,-1.904296875,-0.1640625,-4.8359375,-9.34375,-0.578125,2.0
3340295,,,,,,,,-4.828125,1.63671875,-0.5546875,-3.189453125,-1.701171875,0.048828125,-5.21875,-7.73828125,-1.34375,2.0
