time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3319000,36.013064666666665,129.31896333333333,32.754069047204915,73.75096706524823,2.5,62.0,0.0,3.375,2.4375,2.9609375,0.677734375,0.263671875,0.599609375,2.7109375,-6.359375,1.7578125,2.0
3319001,,,,,,,,4.1875,6.51171875,1.91015625,0.708984375,0.109375,0.513671875,3.4765625,-2.30078125,0.80078125,2.0
3319002,,,,,,,,4.12890625,9.21875,1.140625,0.734375,-0.103515625,0.515625,3.359375,0.3828125,0.1484375,2.0
3319003,,,,,,,,4.05859375,10.7265625,0.98828125,0.640625,-0.185546875,0.556640625,3.24609375,1.875,0.07421875,2.0
3319004,36.01306516666667,129.31896616666666,33.00949047947289,73.80644764276576,2.7,68.0,,2.93359375,5.6328125,0.7109375,-0.857421875,0.029296875,1.453125,1.59765625,-3.18359375,-0.078125,2.0
3319005,,,,,,,,2.26953125,5.640625,1.20703125,-1.455078125,0.185546875,1.31640625,0.83203125,-3.14453125,0.33984375,2.0
3319006,,,,,,,,-0.4453125,7.4453125,3.58984375,-2.1796875,0.466796875,0.43359375,-2.0390625,-1.265625,2.41015625,2.0
3319007,,,,,,,,-0.74609375,8.38671875,3.98046875,-2.134765625,0.494140625,0.119140625,-2.34765625,-0.30859375,2.71484375,2.0
3319008,,,,,,,,0.05859375,10.28125,3.3359375,-1.65234375,0.529296875,-0.51171875,-1.50390625,1.609375,1.91796875,2.0
3319009,,,,,,,,0.91015625,11.16015625,3.12890625,-1.2890625,0.5078125,-0.806640625,-0.62109375,2.484375,1.64453125,2.0
3319010,,,,,,,,1.359375,11.3125,3.23828125,-0.921875,0.466796875,-1.0625,-0.125,2.64453125,1.72265625,2.0
3319011,,,,,,,,2.7734375,10.28125,3.328125,-0.556640625,0.32421875,-1.376953125,1.40625,1.609375,1.7578125,2.0
3319012,,,,,,,,2.7890625,8.6328125,3.11328125,-0.583984375,0.24609375,-1.439453125,1.484375,-0.0390625,1.5234375,2.0
3319013,,,,,,,,0.51171875,-4.19921875,5.390625,-0.974609375,0.150390625,-1.298828125,-0.66015625,-12.8671875,3.75,2.0
3319014,36.013066,129.3189685,33.21983736119073,73.89891447270516,2.4000000000000004,69.0,,-4.4375,-20.6328125,13.4765625,-0.857421875,0.029296875,1.453125,-5.5625,-29.30859375,11.796875,2.0
3319015,,,,,,,,-8.953125,-33.125,20.03515625,-1.138671875,0.5390625,1.068359375,-10.046875,-41.7578125,18.19140625,2.0
3319016,,,,,,,,-5.33984375,-14.18359375,6.5546875,0.13671875,0.177734375,1.884765625,-6.55859375,-22.7890625,4.671875,2.0
3319017,,,,,,,,-3.36328125,-9.85546875,5.609375,0.33203125,-0.021484375,1.333984375,-4.64453125,-18.4609375,3.75,2.0
3319018,,,,,,,,2.67578125,-8.63671875,4.31640625,-1.291015625,-0.14453125,-0.8359375,1.37109375,-17.234375,2.44921875,2.0
3319019,,,,,,,,8.28125,-10.1796875,6.1875,-1.392578125,-0.041015625,-2.130859375,7.1171875,-18.77734375,4.2109375,2.0
3319020,,,,,,,,6.5546875,-16.65234375,8.54296875,-1.578125,-0.017578125,-1.216796875,5.546875,-25.24609375,6.47265625,2.0
3319021,,,,,,,,3.84765625,-16.17578125,7.51953125,-2.828125,-0.31640625,0.525390625,2.86328125,-24.74609375,5.28515625,2.0
3319022,,,,,,,,3.49609375,-15.2578125,6.74609375,-3.125,-0.5234375,0.896484375,2.48046875,-23.7890625,4.40234375,2.0
3319023,,,,,,,,3.3359375,-13.796875,5.5234375,-2.9921875,-0.791015625,0.404296875,2.25,-22.26171875,2.9453125,2.0
3319024,36.01306666666667,129.31897116666667,33.46023391188588,73.97288821233929,2.4000000000000004,71.0,,1.046875,-11.5234375,5.875,-2.822265625,-1.08984375,-0.03125,-0.0859375,-19.8828125,2.984375,2.0
3319025,,,,,,,,0.3828125,-9.08203125,4.91796875,-3.490234375,-1.470703125,0.359375,-0.8515625,-17.2734375,1.56640625,2.0
3319026,,,,,,,,-0.8203125,-6.9609375,4.08203125,-3.4140625,-1.646484375,0.27734375,-2.1171875,-15.0546875,0.49609375,2.0
3319027,,,,,,,,-3.53125,-3.27734375,2.69921875,-3.24609375,-1.716796875,0.259765625,-4.9140625,-11.26171875,-1.11328125,2.0
3319028,,,,,,,,-4.06640625,-2.53125,2.578125,-3.16015625,-1.69140625,0.31640625,-5.48828125,-10.4609375,-1.34375,2.0
3319029,,,,,,,,-4.66015625,-1.3671875,2.66015625,-2.9375,-1.603515625,0.5234375,-6.17578125,-9.1953125,-1.45703125,2.0
3319030,,,,,,,,-4.58984375,-0.52734375,2.953125,-2.775390625,-1.4609375,0.716796875,-6.21484375,-8.234375,-1.34375,2.0
3319031,,,,,,,,-3.99609375,2.4140625,3.140625,-2.654296875,-1.177734375,0.84375,-5.79296875,-5.1328125,-1.421875,2.0
3319032,,,,,,,,-2.90625,5.73046875,3.13671875,-2.521484375,-1.126953125,0.845703125,-4.76171875,-1.76171875,-1.49609375,2.0
3319033,,,,,,,,-2.03125,7.99609375,3.69921875,-2.181640625,-1.029296875,0.845703125,-3.9921875,0.61328125,-1.07421875,2.0
3319034,36.01306666666667,129.318974,33.715655546517084,73.97288918900026,2.5,76.0,,-0.9453125,9.78515625,4.01953125,-1.97265625,-1.033203125,0.890625,-2.9609375,2.44921875,-0.80859375,2.0
3319035,,,,,,,,0.125,10.41796875,4.18359375,-1.19140625,-1.138671875,1.005859375,-2.078125,3.2109375,-0.76953125,2.0
3319036,,,,,,,,0.72265625,10.359375,4.23828125,-0.880859375,-1.173828125,1.029296875,-1.54296875,3.1796875,-0.73046875,2.0
3319037,,,,,,,,2.15234375,8.984375,3.9296875,-0.26171875,-1.1875,1.07421875,-0.23828125,1.8359375,-1.0390625,2.0
3319038,,,,,,,,2.25390625,5.4453125,3.5390625,0.21875,-1.125,1.189453125,-0.27734375,-1.69140625,-1.3828125,2.0
3319039,,,,,,,,2.1875,4.56640625,3.4375,0.478515625,-0.90625,1.244140625,-0.69921875,-2.91796875,-1.3828125,2.0
3319040,,,,,,,,2.02734375,4.2265625,3.4375,0.37890625,-0.787109375,1.173828125,-1.3125,-3.0625,-0.65234375,2.0
3319041,,,,,,,,1.1953125,4.17578125,4.6328125,-0.7421875,-0.685546875,0.478515625,-1.734375,-2.68359375,0.265625,2.0
3319042,,,,,,,,1.44140625,6.01171875,6.140625,-1.330078125,-0.45703125,-0.7109375,-1.50390625,0.49609375,1.80078125,2.0
3319043,,,,,,,,1.44921875,7.52734375,6.6484375,-1.216796875,-0.416015625,-0.90625,-1.3125,1.953125,1.94921875,2.0
