time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3367270,36.013048000000005,129.31898600000002,34.79744949208002,71.90165420940664,2.1,343.0,,8.93359375,-9.234375,-5.20703125,3.064453125,1.80078125,1.103515625,4.93359375,-7.28125,-1.11328125,2.0
3367271,,,,,,,,8.53515625,-6.5,-4.0546875,2.91015625,1.56640625,1.62890625,4.51171875,-4.40625,-0.078125,2.0
3367272,,,,,,,,8.1953125,-4.55078125,-3.39453125,2.69921875,1.36328125,1.8046875,4.16796875,-2.33984375,0.49609375,2.0
3367273,,,,,,,,7.30859375,-1.6953125,-3.33984375,2.52734375,1.18359375,1.771484375,3.28125,0.6484375,0.45703125,2.0
3367274,,,,,,,,7.0234375,-0.953125,-3.39453125,2.234375,0.955078125,1.5234375,2.6328125,2.18359375,0.265625,2.0
3367275,,,,,,,,6.2421875,0.83203125,-3.66796875,2.064453125,0.8203125,1.25,2.25,3.37109375,-0.00390625,2.0
3367276,,,,,,,,6.54296875,0.5546875,-4.1328125,2.01171875,0.744140625,1.103515625,2.55859375,3.140625,-0.5,2.0
3367277,,,,,,,,7.68359375,-1.31640625,-4.4609375,1.91796875,0.607421875,0.841796875,3.70703125,1.33984375,-0.8828125,2.0
3367278,,,,,,,,9.046875,-4.20703125,-4.0703125,1.712890625,0.361328125,0.62890625,5.08984375,-1.49609375,-0.5390625,2.0
3367279,,,,,,,,9.8671875,-6.12109375,-3.15234375,1.48046875,0.11328125,0.517578125,5.93359375,-3.37109375,0.33984375,2.0
3367280,36.01304916666666,129.31898366666667,34.5871017036244,72.03110582873401,2.6,321.0,,9.22265625,-6.09375,-2.359375,1.24609375,0.095703125,0.404296875,5.3125,-3.296875,1.109375,2.0
3367281,,,,,,,,8.0546875,-5.01953125,-2.09375,0.81640625,0.091796875,0.150390625,4.1640625,-2.22265625,1.375,2.0
3367282,,,,,,,,5.703125,-2.046875,-1.71875,0.302734375,0.091796875,-0.138671875,1.83203125,0.7265625,1.7578125,2.0
3367283,,,,,,,,4.82421875,-1.06640625,-1.54296875,0.037109375,0.1171875,-0.302734375,0.94921875,1.68359375,1.9453125,2.0
3367284,,,,,,,,2.49609375,1.44921875,-1.11328125,-0.44140625,0.146484375,-0.771484375,-1.38671875,4.09375,2.41015625,2.0
3367285,,,,,,,,0.01953125,2.8828125,-0.1484375,-0.4140625,0.185546875,-1.037109375,-3.87890625,5.4375,3.40625,2.0
3367286,,,,,,,,-0.84375,1.015625,-0.85546875,-0.08203125,0.22265625,-1.158203125,-4.7578125,3.484375,2.71484375,2.0
3367287,,,,,,,,1.20703125,-4.66015625,-1.25390625,0.74609375,0.25390625,-0.921875,-2.73046875,-2.26171875,2.33203125,2.0
3367288,,,,,,,,2.44140625,-11.6171875,-0.2109375,1.134765625,0.263671875,-0.623046875,-1.50390625,-9.234375,3.3671875,2.0
3367289,,,,,,,,3.890625,-23.64453125,4.83984375,1.31640625,0.333984375,0.404296875,-0.046875,-21.2578125,8.38671875,2.0
3367290,36.0130505,129.31898199999998,34.43685306938984,72.17905089570728,2.1,315.0,,7.4375,-50.19140625,11.48046875,1.328125,0.373046875,0.998046875,3.515625,-47.76953125,15.01171875,2.0
3367291,,,,,,,,1.16015625,-55.5625,10.203125,1.56640625,0.419921875,0.736328125,-2.73046875,-53.09375,13.7109375,2.0
3367292,,,,,,,,0.73046875,-22.92578125,9.22265625,1.072265625,-0.1328125,-0.4921875,-3.15234375,-20.453125,12.71484375,2.0
3367293,,,,,,,,6.484375,-17.66796875,1.32421875,0.892578125,0.294921875,-1.48828125,2.59375,-15.24609375,4.82421875,2.0
