time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3495300,36.013023,129.3189195,28.802561196757452,69.12765145117523,3.2,210.0,0.0,7.7578125,3.4921875,-2.0390625,3.13671875,2.353515625,-0.796875,5.5703125,-14.4375,0.19140625,1.0
3495301,,,,,,,,7.86328125,4.83203125,-2.609375,1.423828125,-0.060546875,0.7734375,3.69140625,1.30859375,1.109375,1.0
3495302,,,,,,,,8.71484375,5.16015625,-3.1484375,1.505859375,-0.37109375,0.4296875,4.53515625,1.69140625,0.6484375,1.0
3495303,,,,,,,,10.4609375,6.0234375,-4.390625,1.60546875,-0.611328125,0.201171875,6.30078125,2.609375,-0.5,1.0
3495304,,,,,,,,11.5703125,7.08203125,-4.5,1.51953125,-0.861328125,0.083984375,7.44921875,3.72265625,-0.5,1.0
3495305,,,,,,,,5.07421875,4.8359375,-2.49609375,0.638671875,-0.95703125,0.39453125,1.01171875,1.5390625,1.640625,1.0
3495306,,,,,,,,1.9375,4.3359375,-1.23046875,-0.400390625,-0.662109375,1.173828125,-2.09375,1.078125,2.984375,1.0
3495307,,,,,,,,0.5234375,3.6015625,-0.10546875,-0.798828125,-0.396484375,1.287109375,-3.5078125,0.3515625,4.1328125,1.0
3495308,,,,,,,,0.73828125,4.05859375,-0.21484375,-1.05078125,-0.009765625,1.005859375,-3.31640625,0.80859375,4.01953125,1.0
3495309,,,,,,,,0.8671875,4.96484375,-0.95703125,-0.943359375,0.19140625,0.572265625,-3.203125,1.69140625,3.25,1.0
3495310,36.0130205,129.31891883333336,28.74246286707863,68.85025314913801,3.0,202.0,,1.6015625,5.5625,-3.046875,-0.603515625,0.259765625,0.125,-2.4765625,2.265625,1.1484375,1.0
3495311,,,,,,,,2.4453125,4.29296875,-2.95703125,-0.318359375,0.322265625,-0.150390625,-1.63671875,0.96484375,1.22265625,1.0
3495312,,,,,,,,4.58203125,-2.19140625,-2.15234375,-0.0859375,0.30078125,-0.04296875,0.51171875,-5.55078125,2.02734375,1.0
3495313,,,,,,,,5.08984375,-7.78125,-1.4609375,0.119140625,0.310546875,0.158203125,1.01171875,-11.140625,2.71875,1.0
3495314,,,,,,,,1.6953125,-61.55078125,13.234375,0.681640625,0.47265625,0.7890625,-2.3984375,-64.88671875,17.4296875,1.0
3495315,,,,,,,,-10.0859375,-73.7734375,24.625,2.01953125,0.60546875,2.75390625,-23.92578125,-72.2421875,35.73828125,1.0
3495316,,,,,,,,-16.3046875,-43.97265625,19.50390625,3.693359375,-0.509765625,3.39453125,-4.58203125,-27.73046875,13.94140625,1.0
3495317,,,,,,,,4.34375,-21.5234375,-6.27734375,1.6875,-0.56640625,-0.544921875,8.59375,-16.69921875,-3.1796875,1.0
3495318,,,,,,,,8.59375,-16.6953125,-12.98046875,2.0390625,-0.3125,-3.6015625,12.19921875,-7.04296875,-8.8125,1.0
3495319,,,,,,,,15.64453125,-6.58203125,-20.14453125,2.76953125,-0.716796875,-5.81640625,21.15625,-10.4140625,-10.7265625,1.0
3495320,36.0130185,129.31891816666666,28.682364345524896,68.62833446790539,2.6,198.0,,24.453125,-15.0859375,-11.2578125,2.357421875,-0.283203125,-4.59375,-2.4765625,2.265625,1.1484375,1.0
3495321,,,,,,,,15.30078125,-17.00390625,-4.859375,-0.333984375,0.07421875,-0.822265625,12.54296875,-19.71875,8.12109375,1.0
3495322,,,,,,,,9.74609375,-22.82421875,1.34765625,-3.189453125,-0.55078125,2.240234375,7.90625,-21.59375,9.99609375,1.0
3495323,,,,,,,,7.90625,-21.59765625,0.1953125,-3.4140625,-0.5234375,2.666015625,5.609375,-18.9921875,8.6171875,1.0
3495324,,,,,,,,3.5,-14.7421875,-3.6328125,-1.21875,-0.48046875,2.291015625,2.88671875,-12.6328125,4.6328125,1.0
3495325,,,,,,,,2.12109375,-10.71875,-6.46875,1.05078125,-1.107421875,0.8046875,1.46875,-9.26953125,2.56640625,1.0
3495326,,,,,,,,0.28125,-7.92578125,-7.3515625,0.326171875,-1.306640625,0.107421875,-0.75,-7.54296875,2.52734375,1.0
3495327,,,,,,,,-1.82421875,-7.08203125,-7.2734375,-0.625,-1.26953125,0.029296875,-2.58984375,-6.73828125,1.8359375,1.0
3495328,,,,,,,,-2.58984375,-6.73828125,-7.9609375,-0.837890625,-1.24609375,0.12890625,-2.359375,-6.390625,1.03125,1.0
3495329,,,,,,,,-1.171875,-6.046875,-10.56640625,-0.705078125,-0.98828125,0.548828125,-1.1328125,-5.74609375,-1.83984375,1.0
3495330,36.013016500000006,129.3189185,28.712414695117843,68.4064160828966,2.4000000000000004,191.0,,24.453125,-15.0859375,-11.2578125,-0.2578125,-0.55859375,1.43359375,-1.515625,-5.51171875,-2.4140625,1.0
3495331,,,,,,,,-1.74609375,-5.3203125,-11.984375,-0.166015625,-0.162109375,2.0390625,-2.66796875,-4.16796875,-1.41796875,1.0
