time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3347300,36.01305166666667,129.3189965,35.74401057981284,72.30850856729685,2.1,149.0,0.0,5.96484375,3.75390625,6.62109375,-1.271484375,0.052734375,-0.1328125,3.28515625,-4.98046875,1.14453125,2.0
3347301,,,,,,,,2.59375,5.82421875,8.68359375,-2.81640625,0.115234375,0.16796875,-1.2734375,1.64453125,2.4453125,2.0
3347302,,,,,,,,1.8125,6.0390625,8.9765625,-3.076171875,0.11328125,0.025390625,-2.0390625,1.953125,2.68359375,2.0
3347303,,,,,,,,1.47265625,6.44921875,7.8125,-2.953125,0.00390625,-0.326171875,-2.34765625,2.60546875,1.375,2.0
3347304,,,,,,,,1.421875,5.375,8.03515625,-2.63671875,-0.06640625,-0.404296875,-2.38671875,1.609375,1.56640625,2.0
3347305,,,,,,,,1.94140625,-1.2578125,9.546875,-2.228515625,-0.318359375,-0.2890625,-1.84765625,-4.91015625,3.0234375,2.0
3347306,,,,,,,,0.79296875,-5.80078125,11.9765625,-2.00390625,-0.44921875,-0.087890625,-2.99609375,-9.38671875,5.4375,2.0
3347307,,,,,,,,-3.4609375,-27.2109375,24.44921875,-1.439453125,-0.4453125,0.77734375,-7.2890625,-30.65234375,17.88671875,2.0
3347308,,,,,,,,-2.31640625,-34.6484375,25.5234375,-1.03515625,-0.416015625,1.216796875,-6.17578125,-38.0390625,18.9609375,2.0
3347309,,,,,,,,0.39453125,-13.8125,7.01171875,-2.947265625,-0.703125,-1.357421875,-3.53515625,-17.0859375,0.49609375,2.0
3347310,36.01305,129.31899816666666,35.89425938217788,72.12357710771757,2.2,147.0,,5.10546875,-16.15234375,4.23046875,-1.271484375,0.052734375,-0.1328125,1.21484375,-19.30859375,-2.33984375,2.0
3347311,,,,,,,,7.98046875,-21.84375,20.18359375,-1.40234375,-0.6796875,-1.580078125,4.12890625,-24.9765625,13.59765625,2.0
3347312,,,,,,,,5.08203125,-24.61328125,16.15234375,-2.064453125,-0.99609375,0.341796875,1.21484375,-27.6953125,9.57421875,2.0
3347313,,,,,,,,2.25,-20.921875,9.76171875,-3.19921875,-1.033203125,0.3671875,-1.6953125,-23.828125,3.17578125,2.0
3347314,,,,,,,,0.84765625,-17.66015625,9.09765625,-3.548828125,-1.32421875,-0.51171875,-3.15234375,-20.37890625,2.48828125,2.0
3347315,,,,,,,,0.55859375,-16.796875,11.31640625,-3.412109375,-1.59375,-0.6953125,-3.49609375,-19.38671875,4.70703125,2.0
3347316,,,,,,,,0.484375,-15.7578125,11.578125,-3.359375,-1.708984375,-0.439453125,-3.609375,-18.2734375,4.9765625,2.0
3347317,,,,,,,,0.625,-14.09765625,10.26171875,-3.287109375,-1.84375,0.037109375,-3.5703125,-16.43359375,3.67578125,2.0
3347318,,,,,,,,-0.453125,-10.27734375,9.15625,-3.298828125,-1.921875,-0.05859375,-4.7578125,-12.4453125,2.6015625,2.0
3347319,,,,,,,,-0.3828125,-8.61328125,7.890625,-3.3828125,-1.98828125,-0.103515625,-4.796875,-10.61328125,1.375,2.0
