time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3542000,36.013039166666665,129.31895,31.552095025301668,70.92150197928743,2.0,224.0,0.0,-5.75390625,-25.78515625,18.74609375,0.5859375,1.033203125,0.115234375,-5.09765625,-32.43359375,14.10546875,2.0
3542001,,,,,,,,1.3828125,-1.4765625,11.4140625,1.6796875,0.0078125,-0.38671875,1.9921875,-8.375,7.171875,2.0
3542002,,,,,,,,1.7265625,-0.99609375,7.4765625,-0.19140625,-0.02734375,-2.38671875,2.4140625,-7.91796875,3.3046875,2.0
3542003,,,,,,,,1.65234375,-4.87890625,13.0703125,-0.30859375,0.125,-2.41796875,2.52734375,-11.78125,8.9375,2.0
3542004,,,,,,,,5.19921875,-14.77734375,14.33203125,-1.009765625,-0.107421875,0.45703125,6.16796875,-21.625,10.16015625,2.0
3542005,,,,,,,,4.1328125,-16.203125,12.9609375,-0.732421875,-0.19140625,1.517578125,5.015625,-23.046875,8.78125,2.0
3542006,,,,,,,,0.93359375,-15.29296875,13.4765625,-1.029296875,-0.291015625,1.548828125,1.76171875,-22.125,9.28125,2.0
3542007,,,,,,,,-1.41796875,-13.8671875,14.07421875,-1.943359375,-0.560546875,0.83984375,-0.69140625,-20.671875,9.81640625,2.0
3542008,,,,,,,,-1.5859375,-9.88671875,13.08203125,-2.4296875,-0.884765625,0.05859375,-0.921875,-16.609375,8.70703125,2.0
3542009,,,,,,,,-0.5859375,-7.06640625,11.0625,-2.453125,-1.154296875,-0.310546875,0.0390625,-13.69921875,6.5625,2.0
3542010,36.013037833333335,129.31894833333334,31.401847483351368,70.77355578475806,1.9000000000000001,224.0,,-1.66796875,-5.35546875,10.2265625,0.5859375,1.033203125,0.115234375,-5.09765625,-32.43359375,14.10546875,2.0
3542011,,,,,,,,-2.78515625,-3.44140625,9.15234375,-2.181640625,-1.42578125,0.1796875,-2.30078125,-9.8671875,4.37890625,2.0
3542012,,,,,,,,-4.015625,-2.4453125,9.328125,-2.201171875,-1.306640625,0.302734375,-3.5625,-8.8359375,4.4921875,2.0
3542013,,,,,,,,-4.3828125,-2.2265625,8.91015625,-2.13671875,-0.962890625,0.623046875,-4.0625,-8.49609375,3.91796875,2.0
3542014,,,,,,,,-4.2578125,-1.890625,8.6484375,-2.03125,-0.873046875,0.673828125,-3.984375,-8.11328125,3.609375,2.0
3542015,,,,,,,,-3.13671875,0.4609375,7.2734375,-1.771484375,-0.759765625,0.765625,-2.94921875,-5.69921875,2.15625,2.0
3542016,,,,,,,,-2.28515625,3.125,6.5625,-1.515625,-0.5390625,0.9296875,-2.22265625,-2.94140625,1.3515625,2.0
3542017,,,,,,,,-2.0859375,4.05859375,6.2421875,-1.4765625,-0.4765625,0.99609375,-2.0703125,-1.98046875,1.0078125,2.0
3542018,,,,,,,,-2.19140625,6.51171875,6.12890625,-1.62109375,-0.400390625,1.09375,-2.30078125,0.55078125,0.81640625,2.0
3542019,,,,,,,,-2.6796875,8.04296875,6.65625,-1.703125,-0.37890625,1.130859375,-2.83984375,2.12109375,1.3125,2.0
3542360,36.01300966666667,129.31898133333334,34.37677158092269,67.64821493552991,3.3000000000000003,45.0,,-1.69921875,1.2265625,-6.16015625,2.705078125,0.017578125,-0.26953125,-4.515625,0.7421875,-1.17578125,2.0
3542361,,,,,,,,5.03515625,1.359375,-5.5390625,2.69921875,0.123046875,-0.765625,2.10546875,1.23828125,0.125,2.0
3542362,,,,,,,,2.57421875,2.859375,-0.90234375,1.90234375,0.244140625,-1.267578125,-0.23046875,2.15625,3.9140625,2.0
