time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,motion
3406200,36.0130535,129.31898783333332,34.96271991982477,72.51193070005563,2.2,153.0,0.0,2.8125,-18.6953125,11.37109375,-1.748046875,-1.115234375,1.4765625,2.5390625,2.85546875,1.33984375,2.0
3406201,,,,,,,,0.59765625,-19.91015625,9.76171875,-1.068359375,-0.40625,-1.6796875,-4.77734375,-22.12109375,3.75390625,2.0
3406202,,,,,,,,2.92578125,-22.64453125,12.453125,-0.521484375,-0.453125,-1.158203125,-2.44140625,-24.9140625,6.4765625,2.0
3406203,,,,,,,,5.0,-19.5078125,11.921875,0.251953125,-0.048828125,-0.474609375,-0.3359375,-21.93359375,6.015625,2.0
3406204,,,,,,,,6.28125,-17.31640625,10.86328125,0.287109375,0.19140625,-0.765625,0.96875,-19.82421875,4.98046875,2.0
3406205,,,,,,,,7.4140625,-14.87890625,9.65234375,0.453125,0.3984375,-0.783203125,2.15625,-17.484375,3.79296875,2.0
3406206,,,,,,,,7.58203125,-13.6796875,9.22265625,0.564453125,0.46875,-0.65234375,2.34765625,-16.3359375,3.37109375,2.0
3406207,,,,,,,,7.44140625,-12.19921875,9.0546875,0.650390625,0.552734375,-0.2421875,2.26953125,-14.95703125,3.21875,2.0
3406208,,,,,,,,7.43359375,-9.37109375,8.51171875,0.525390625,0.6015625,0.138671875,2.30859375,-12.19921875,2.68359375,2.0
3406209,,,,,,,,7.44921875,-8.4609375,8.2734375,0.45703125,0.595703125,0.27734375,2.34765625,-11.32421875,2.453125,2.0
3406210,36.01305116666666,129.31898783333332,34.96272095048268,72.25302580091898,2.3000000000000003,166.0,,7.5234375,-6.734375,7.8046875,-1.748046875,-1.115234375,1.4765625,2.5390625,2.85546875,1.33984375,2.0
3406211,,,,,,,,7.8671875,-3.71484375,6.83203125,0.0390625,0.384765625,0.64453125,2.84375,-6.640625,1.03515625,2.0
3406212,,,,,,,,7.9375,-2.90234375,6.87109375,-0.044921875,0.3671875,0.732421875,2.921875,-5.83984375,1.07421875,2.0
3406213,,,,,,,,8.57421875,0.421875,7.62890625,-0.248046875,0.369140625,0.841796875,3.57421875,-2.5078125,1.83984375,2.0
3406214,,,,,,,,8.984375,1.8828125,8.08984375,-0.439453125,0.302734375,0.869140625,3.99609375,-1.015625,2.30078125,2.0
3406215,,,,,,,,10.55078125,3.73046875,8.1640625,-0.55859375,0.20703125,0.7421875,5.5625,0.86328125,2.375,2.0
3406216,,,,,,,,11.0,4.25,8.00390625,-0.51953125,0.16796875,0.6171875,6.02734375,1.3984375,2.22265625,2.0
3406217,,,,,,,,11.9140625,5.27734375,7.23046875,-0.33203125,0.138671875,0.30859375,6.9453125,2.43359375,1.45703125,2.0
3406218,,,,,,,,11.98828125,4.40234375,6.1796875,-0.51953125,0.048828125,-0.1875,7.05859375,1.55078125,0.421875,2.0
3406219,,,,,,,,11.98046875,4.41015625,6.171875,-0.783203125,0.048828125,-0.28515625,6.41015625,1.16796875,0.23046875,2.0
3406220,36.01304866666667,129.3189871666667,34.90262283646082,71.97562745550215,2.6,179.0,,9.0390625,2.9765625,5.4140625,-1.748046875,-1.115234375,1.4765625,2.5390625,2.85546875,1.33984375,2.0
3406221,,,,,,,,6.73828125,3.65234375,5.72265625,-2.025390625,0.12109375,-0.2890625,1.88671875,0.86328125,-0.07421875,2.0
3406222,,,,,,,,6.01953125,4.0703125,5.90625,-2.365234375,0.23046875,-0.2578125,1.19921875,1.36328125,0.078125,2.0
3406223,,,,,,,,3.90234375,5.1875,6.87109375,-2.63671875,0.29296875,-0.208984375,-0.87109375,2.5859375,0.99609375,2.0
3406224,,,,,,,,2.859375,5.4921875,7.35546875,-2.73046875,0.3203125,-0.1484375,-1.8671875,3.01171875,1.41796875,2.0
3406225,,,,,,,,2.58984375,6.1640625,7.10546875,-2.482421875,0.3515625,-0.078125,-2.09765625,3.8125,1.11328125,2.0
3406226,,,,,,,,2.8828125,6.23046875,6.9375,-2.322265625,0.3515625,-0.033203125,-1.7890625,3.921875,0.921875,2.0
3406227,,,,,,,,3.0625,5.44140625,7.58984375,-2.048828125,0.244140625,0.0859375,-1.5625,3.23828125,1.53515625,2.0
3406228,,,,,,,,3.43359375,3.125,9.44921875,-1.900390625,0.05078125,0.263671875,-1.17578125,1.015625,3.37109375,2.0
3406229,,,,,,,,3.6171875,-2.37109375,11.6796875,-1.8125,-0.0625,0.404296875,-0.984375,-4.42578125,5.59375,2.0
3406230,36.013046,129.3189871666667,34.90262401201156,71.67973614237007,2.8000000000000003,181.0,,-1.87890625,-25.1796875,21.28125,-1.748046875,-1.115234375,1.4765625,2.5390625,2.85546875,1.33984375,2.0
3406231,,,,,,,,-11.8046875,-31.48046875,18.28125,0.5234375,-0.599609375,2.505859375,-16.5,-33.1875,12.2578125,2.0
3406232,,,,,,,,-9.375,-18.94921875,17.53125,0.21484375,-0.46484375,1.51953125,-14.125,-20.62890625,11.5703125,2.0
3406233,,,,,,,,5.734375,-16.3671875,1.6796875,-2.8828125,-0.458984375,-1.01171875,0.96875,-17.984375,-4.25,2.0
3406234,,,,,,,,9.48046875,-19.125,4.4453125,-1.556640625,0.16796875,-2.802734375,4.76171875,-20.74609375,-1.4921875,2.0
3406235,,,,,,,,14.265625,-27.23828125,18.34765625,-1.521484375,-0.46875,0.55859375,9.5859375,-28.94140625,12.44921875,2.0
3406236,,,,,,,,12.3359375,-27.64453125,15.8515625,-2.30078125,-0.49609375,1.73046875,7.6328125,-29.28125,9.9609375,2.0
3406237,,,,,,,,4.98828125,-18.96875,9.8515625,-3.58203125,-0.966796875,1.318359375,0.23828125,-20.40234375,3.984375,2.0
3406238,,,,,,,,5.01953125,-19.078125,9.84375,-3.595703125,-1.201171875,0.00390625,-0.52734375,-19.09765625,3.83203125,2.0
3406239,,,,,,,,4.04296875,-17.12890625,9.5,-2.7890625,-1.642578125,0.123046875,-1.29296875,-17.4453125,3.33203125,2.0
3406240,36.013043833333334,129.31898666666666,34.85755054470077,71.43932427115126,2.7,183.0,,3.60546875,-16.40234375,9.08984375,-2.869140625,-1.791015625,0.294921875,-2.171875,-15.109375,2.30078125,2.0
3406241,,,,,,,,2.55078125,-13.79296875,7.578125,-3.0234375,-1.9765625,0.453125,-3.32421875,-13.96484375,1.609375,2.0
3406242,,,,,,,,1.2734375,-11.4375,6.703125,-2.91796875,-1.80859375,0.58984375,-4.47265625,-11.05078125,0.95703125,2.0
3406243,,,,,,,,0.73828125,-10.46484375,6.39453125,-2.833984375,-1.69140625,0.67578125,-5.046875,-10.01953125,0.765625,2.0
3406244,,,,,,,,-0.484375,-7.42578125,5.94921875,-2.685546875,-1.451171875,0.767578125,-6.04296875,-6.71875,0.5,2.0
3406245,,,,,,,,-0.99609375,-5.0625,5.6796875,-2.71875,-1.064453125,0.736328125,-6.421875,-4.15625,0.19140625,2.0
3406246,,,,,,,,-0.921875,-1.81640625,4.73046875,-2.658203125,-0.728515625,0.669921875,-6.19921875,-0.86328125,-0.83984375,2.0
3406247,,,,,,,,-0.62890625,-0.3984375,4.4609375,-2.4296875,-0.505859375,0.65625,-5.81640625,0.9765625,-0.45703125,2.0
3406248,,,,,,,,0.10546875,1.8828125,5.125,-2.302734375,-0.453125,0.705078125,-5.3125,1.859375,0.0,2.0
3406249,,,,,,,,1.109375,3.50390625,5.6328125,-1.986328125,-0.380859375,0.826171875,-3.97265625,4.421875,0.765625,2.0
3406250,36.013041333333334,129.31898516666666,34.72232838571411,71.16192562924641,2.9000000000000004,194.0,,2.4140625,5.09765625,5.8984375,-1.4140625,-0.3984375,0.8125,-2.59375,5.3046875,0.765625,2.0
3406251,,,,,,,,3.72265625,3.921875,5.484375,-0.828125,-0.349609375,0.7421875,-1.71484375,4.16015625,0.4609375,2.0
3406252,,,,,,,,4.3359375,1.23828125,5.0625,-0.375,-0.1796875,0.77734375,-1.1015625,1.5078125,0.078125,2.0
3406253,,,,,,,,4.328125,-2.140625,5.3984375,-0.0625,0.0390625,0.974609375,-1.1015625,-1.86328125,0.421875,2.0
3406254,,,,,,,,3.9609375,-2.8046875,6.08203125,-0.0078125,0.140625,1.14453125,-1.4453125,-2.5078125,1.11328125,2.0
3406255,,,,,,,,4.19921875,-1.7109375,7.3359375,-0.17578125,0.150390625,0.73046875,-1.17578125,-1.3984375,2.375,2.0
3406256,,,,,,,,5.0859375,-0.015625,6.87109375,-0.1640625,0.017578125,0.1640625,-0.2578125,0.2890625,1.9140625,2.0
3406257,,,,,,,,5.8828125,2.375,6.0859375,-0.099609375,-0.103515625,-0.2734375,0.546875,2.625,1.1484375,2.0
3406258,,,,,,,,5.4140625,3.68359375,5.48828125,-0.244140625,-0.140625,-0.4296875,0.0859375,3.8828125,0.57421875,2.0
