time,latitude,longitude,enu_x,enu_y,speed,course,Hrage,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
4175000,36.013604,129.31967416666666,96.83419125156178,133.59546071755716,0.1,65535.0,48.0,1.73046875,2.3046875,0.3828125,0.091796875,0.21484375,-0.205078125,356.0111111111111,356.0,356.0111111111111
4175001,,,,,,,,1.73046875,2.3046875,0.3828125,0.091796875,0.21484375,-0.205078125,356.0111111111111,356.0,356.0111111111111
4175002,,,,,,,,1.73046875,2.3046875,0.3828125,-0.00390625,0.185546875,-0.150390625,356.0111111111111,356.0,356.0111111111111
4175003,,,,,,,,1.73046875,2.3046875,0.3828125,-0.00390625,0.185546875,-0.150390625,356.0111111111111,356.0,356.0111111111111
4175004,,,,,,,,1.73046875,2.3046875,0.3828125,0.095703125,0.298828125,-0.087890625,356.0111111111111,356.0,356.0111111111111
4175005,,,,,,,,1.73046875,2.3046875,0.3828125,0.095703125,0.298828125,-0.087890625,356.0111111111111,356.0,356.0111111111111
4175006,,,,,,,,1.73046875,2.3046875,0.3828125,-0.029296875,0.5,-0.0546875,356.0111111111111,356.0,356.0111111111111
4175007,,,,,,,,1.73046875,2.3046875,0.3828125,-0.029296875,0.5,-0.0546875,356.0111111111111,356.0,356.0111111111111
4175008,,,,,,,,1.73046875,2.3046875,0.3828125,-0.01953125,0.677734375,0.07421875,356.0111111111111,356.0,356.0111111111111
4175009,,,,,,,,-1.8828125,-2.4296875,1.74609375,-0.01953125,0.677734375,0.07421875,356.0111111111111,356.0,356.0111111111111
4175010,36.01360416666667,129.31967483333335,96.89428984848362,133.61395458999112,0.1,65535.0,,-1.8828125,-2.4296875,1.74609375,-0.01953125,0.677734375,0.07421875,356.0111111111111,356.0,356.0111111111111
4175011,,,,,,,,-1.8828125,-2.4296875,1.74609375,0.1796875,0.732421875,0.3359375,356.0111111111111,356.0,356.0111111111111
4175012,,,,,,,,-1.8828125,-2.4296875,1.74609375,0.1796875,0.732421875,0.3359375,356.0111111111111,356.0,356.0111111111111
4175013,,,,,,,,-1.8828125,-2.4296875,1.74609375,0.13671875,0.501953125,0.4453125,356.0111111111111,356.0,356.0111111111111
4175014,,,,,,,,-1.8828125,-2.4296875,1.74609375,0.13671875,0.501953125,0.4453125,356.0111111111111,356.0,356.0111111111111
4175015,,,,,,,,-1.8828125,-2.4296875,1.74609375,0.49609375,0.498046875,0.6953125,356.0111111111111,356.0,356.0111111111111
4175016,,,,,,,,-1.8828125,-2.4296875,1.74609375,0.49609375,0.498046875,0.6953125,356.0111111111111,356.0,356.0111111111111
4175017,,,,,,,,-1.8828125,-2.4296875,1.74609375,0.62109375,0.5546875,0.794921875,356.0111111111111,356.0,356.0111111111111
4175018,,,,,,,,-1.8828125,-2.4296875,1.74609375,0.62109375,0.5546875,0.794921875,356.0111111111111,356.0,356.0111111111111
4175019,,,,,,,,-1.8828125,-2.4296875,1.74609375,-0.064453125,0.091796875,0.75,356.0111111111111,356.0,356.0111111111111
