time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
4053600,36.01252566666667,129.3193528333333,67.8674941000693,13.94413894036646,1.2000000000000002,50.0,0.0,1.08984375,-1.9375,-1.32421875,0.27734375,-0.0703125,0.111328125,0.04296875,-8.54296875,0.16015625
4053601,,,,,,,,1.265625,-2.17578125,-1.1796875,0.021484375,0.068359375,-0.111328125,0.234375,-8.80859375,0.3125
4053602,,,,,,,,1.328125,-2.49609375,-1.0625,0.021484375,0.103515625,-0.138671875,0.3125,-9.15234375,0.4296875
4053603,,,,,,,,1.46484375,-3.0546875,-1.02734375,0.01953125,0.111328125,-0.16796875,0.46484375,-9.73046875,0.46484375
4053604,,,,,,,,1.5546875,-3.30078125,-0.90234375,0.02734375,0.111328125,-0.1796875,0.578125,-9.99609375,0.58203125
4053605,,,,,,,,1.38671875,-3.4765625,-0.7578125,0.041015625,0.08203125,-0.189453125,0.42578125,-10.19140625,0.734375
4053606,,,,,,,,1.28515625,-3.51953125,-0.87109375,0.05859375,0.044921875,-0.185546875,0.34765625,-10.2578125,0.62109375
4053607,,,,,,,,1.15625,-3.54296875,-1.109375,0.08203125,0.0234375,-0.18359375,0.234375,-10.30078125,0.390625
4053608,,,,,,,,1.171875,-3.59765625,-1.1875,0.11328125,-0.013671875,-0.171875,0.2734375,-10.37890625,0.3125
4053609,,,,,,,,1.38671875,-3.46484375,-1.30859375,0.134765625,-0.060546875,-0.162109375,0.50390625,-10.26171875,0.19921875
4053610,36.012526333333334,129.31935383333334,67.95764295823734,14.018112459639788,1.3,52.0,,1.66796875,-3.3671875,-1.546875,0.27734375,-0.0703125,0.111328125,0.04296875,-8.54296875,0.16015625
4053611,,,,,,,,1.99609375,-3.234375,-1.82421875,0.126953125,-0.044921875,-0.134765625,1.15234375,-10.0703125,-0.30078125
4053612,,,,,,,,2.05078125,-3.18359375,-1.83203125,0.103515625,0.01171875,-0.1171875,1.23046875,-10.03125,-0.30078125
4053613,,,,,,,,2.12109375,-2.96484375,-2.03125,0.0859375,0.078125,-0.087890625,1.30859375,-9.83984375,-0.4921875
4053614,,,,,,,,1.94921875,-2.60546875,-2.296875,0.076171875,0.177734375,-0.056640625,1.15234375,-9.49609375,-0.7578125
4053615,,,,,,,,1.75,-2.5,-2.3828125,0.06640625,0.33984375,-0.0078125,0.9609375,-9.42578125,-0.8359375
4053616,,,,,,,,1.484375,-2.3359375,-2.296875,0.060546875,0.392578125,0.005859375,0.6953125,-9.265625,-0.7578125
4053617,,,,,,,,1.20703125,-2.89453125,-2.0703125,0.048828125,0.482421875,0.021484375,0.42578125,-9.83984375,-0.53125
