time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
4084300,36.01251766666667,129.31934783333332,67.41675377486156,13.0564616072384,1.0,47.0,0.0,2.6171875,-8.34375,1.26953125,0.037109375,0.87109375,0.1015625,0.1953125,-11.26171875,3.22265625
4084301,,,,,,,,2.86328125,-9.45703125,1.2109375,0.0625,0.681640625,0.27734375,0.42578125,-12.40625,3.1484375
4084302,,,,,,,,2.75,-10.07421875,1.5703125,0.044921875,0.478515625,0.37109375,0.3125,-13.0546875,3.4921875
4084303,,,,,,,,2.05859375,-9.8046875,2.23046875,0.01953125,0.51953125,0.279296875,-0.37890625,-12.828125,4.14453125
4084304,,,,,,,,1.79296875,-9.14453125,2.359375,0.0,0.716796875,0.140625,-0.64453125,-12.21484375,4.2578125
4084305,,,,,,,,2.21875,-8.41796875,2.23046875,0.0,0.69140625,0.162109375,-0.2265625,-11.52734375,4.10546875
4084306,,,,,,,,2.94921875,-8.25,1.55859375,0.033203125,0.3203125,0.353515625,0.50390625,-11.41796875,3.41796875
4084307,,,,,,,,3.0234375,-8.21875,1.21875,0.033203125,0.169921875,0.40234375,0.578125,-11.4140625,3.0703125
4084308,,,,,,,,2.87109375,-8.33203125,1.06640625,0.0234375,0.103515625,0.40625,0.42578125,-11.5625,2.91796875
4084309,,,,,,,,2.56640625,-8.25390625,1.06640625,0.025390625,0.09375,0.40625,0.12109375,-11.5234375,2.91796875
4084310,36.01251833333333,129.31934883333332,67.50690264337406,13.130435120741772,1.1,47.0,,2.44921875,-7.82421875,0.72265625,0.08203125,0.1640625,0.365234375,0.00390625,-11.14453125,2.57421875
4084311,,,,,,,,2.609375,-7.32421875,0.22265625,0.12890625,0.18359375,0.33984375,0.15625,-10.6796875,2.07421875
4084312,,,,,,,,2.79296875,-6.7109375,-0.12890625,0.173828125,0.171875,0.33203125,0.34765625,-10.109375,1.73046875
4084313,,,,,,,,2.87890625,-6.16796875,-0.359375,0.181640625,0.158203125,0.310546875,0.42578125,-9.57421875,1.5
4084314,,,,,,,,2.87890625,-5.70703125,-0.55078125,0.19921875,0.13671875,0.255859375,0.42578125,-9.1484375,1.30859375
4084315,,,,,,,,2.94921875,-4.94140625,-0.78125,0.201171875,0.109375,0.23046875,0.50390625,-8.42578125,1.078125
