time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
670500,36.012969,129.3188435,21.951262709923235,63.13583261217194,0.8,239.0,0.0,1.265625,2.234375,-0.0078125,-0.779296875,-0.6328125,0.189453125,-0.1875,-9.421875,1.0390625
670501,,,,,,,,1.16796875,2.1953125,-0.078125,0.287109375,-0.9765625,0.32421875,0.92578125,-7.4296875,1.15625
670502,,,,,,,,1.2265625,2.11328125,-0.078125,0.28125,-0.9765625,0.314453125,0.9609375,-7.50390625,1.1953125
670503,,,,,,,,1.08984375,2.03515625,0.00390625,0.322265625,-0.951171875,0.306640625,0.80859375,-7.578125,1.30859375
670504,,,,,,,,0.875,1.796875,0.15625,0.35546875,-0.93359375,0.298828125,0.578125,-7.81640625,1.5
670505,,,,,,,,0.77734375,1.67578125,0.1640625,0.3359375,-0.927734375,0.283203125,0.46484375,-7.921875,1.5390625
670506,,,,,,,,0.6328125,1.63671875,0.1796875,0.306640625,-0.9296875,0.275390625,0.3125,-7.96484375,1.578125
670507,,,,,,,,0.484375,1.58984375,0.1484375,0.26171875,-0.923828125,0.25390625,0.15625,-8.00390625,1.578125
670508,,,,,,,,0.53125,1.4296875,0.19921875,0.208984375,-0.927734375,0.240234375,0.1953125,-8.15625,1.65234375
670509,,,,,,,,0.6328125,1.23046875,0.421875,0.1640625,-0.9296875,0.21875,0.2734375,-8.34375,1.921875
670510,36.012968666666666,129.31884233333332,21.84608905653782,63.098845936988454,0.9,241.0,,0.74609375,1.22265625,0.6953125,0.171875,-0.947265625,0.216796875,0.38671875,-8.34375,2.2265625
670511,,,,,,,,0.640625,1.453125,0.48828125,0.158203125,-0.96875,0.224609375,0.2734375,-8.12109375,2.03515625
670512,,,,,,,,0.6015625,1.51953125,0.3671875,0.14453125,-0.970703125,0.22265625,0.234375,-8.0390625,1.921875
670513,,,,,,,,0.5703125,1.59765625,0.10546875,0.130859375,-0.99609375,0.2109375,0.1953125,-7.9609375,1.69140625
670514,,,,,,,,0.50390625,1.51171875,0.08984375,0.125,-1.001953125,0.212890625,0.12109375,-8.04296875,1.69140625
670515,,,,,,,,0.50390625,1.4375,0.11328125,0.138671875,-1.01953125,0.205078125,0.12109375,-8.12109375,1.73046875
670516,,,,,,,,0.46484375,1.390625,0.09765625,0.162109375,-1.064453125,0.19140625,0.08203125,-8.16015625,1.73046875
670517,,,,,,,,0.5390625,1.390625,0.05078125,0.162109375,-1.083984375,0.18359375,0.15625,-8.15625,1.69140625
670518,,,,,,,,0.6875,1.3359375,0.13671875,0.107421875,-1.134765625,0.185546875,0.3125,-8.19921875,1.80859375
670519,,,,,,,,0.72265625,1.4140625,0.1640625,0.0703125,-1.146484375,0.181640625,0.34765625,-8.1171875,1.84375
670520,36.01296816666666,129.3188415,21.77096509006025,63.04336612944101,0.9,237.0,,0.91015625,1.3359375,0.38671875,-0.01171875,-1.185546875,0.177734375,0.54296875,-8.1953125,2.07421875
670521,,,,,,,,0.71484375,1.0703125,0.46484375,-0.08203125,-1.244140625,0.1640625,0.34765625,-8.4609375,2.15234375
670522,,,,,,,,0.5546875,0.953125,0.42578125,-0.1015625,-1.27734375,0.15625,0.1953125,-8.578125,2.11328125
670523,,,,,,,,0.125,0.72265625,0.96875,-0.17578125,-1.33984375,0.142578125,-0.2265625,-8.80859375,2.6484375
670524,,,,,,,,0.08203125,-0.04296875,1.32421875,-0.185546875,-1.357421875,0.13671875,-0.26171875,-9.57421875,2.99609375
670525,,,,,,,,-0.77734375,-2.53125,1.64453125,-0.1875,-1.349609375,0.12109375,-1.10546875,-12.06640625,3.30078125
670526,,,,,,,,-1.4765625,-3.64453125,1.8828125,-0.1875,-1.33203125,0.11328125,-1.796875,-13.17578125,3.53125
670527,,,,,,,,-3.859375,-7.234375,2.89453125,-0.228515625,-1.306640625,0.123046875,-4.171875,-16.77734375,4.52734375
670528,,,,,,,,-4.515625,-7.85546875,3.4765625,-0.265625,-1.265625,0.1328125,-4.8203125,-17.3828125,5.1015625
670529,,,,,,,,-2.87890625,-3.0546875,2.7265625,-0.41015625,-0.978515625,0.193359375,-3.17578125,-12.6015625,4.296875
670530,36.01296766666667,129.3188405,21.68081630551181,62.98788628592461,0.9,236.0,,-2.10546875,-2.890625,1.80859375,-0.01171875,-1.185546875,0.177734375,-2.41015625,-12.44921875,3.33984375
670531,,,,,,,,-1.29296875,-3.07421875,1.44921875,-0.66796875,-1.0,0.212890625,-1.60546875,-12.63671875,2.91796875
670532,,,,,,,,0.35546875,-3.375,2.60546875,-0.43359375,-1.416015625,0.201171875,0.04296875,-12.9453125,4.02734375
670533,,,,,,,,0.65234375,-3.05859375,2.421875,-0.078125,-1.849609375,0.20703125,0.34765625,-12.63671875,3.8359375
670534,,,,,,,,0.875,-1.84375,0.9921875,0.27734375,-2.111328125,0.205078125,0.578125,-11.41796875,2.421875
670535,,,,,,,,1.09765625,0.265625,-0.734375,0.41015625,-2.30859375,0.19921875,0.80859375,-9.3046875,0.734375
670536,,,,,,,,1.3515625,0.80078125,-1.01953125,0.384765625,-2.294921875,0.18359375,1.078125,-8.76953125,0.50390625
670537,,,,,,,,1.78515625,1.7109375,-0.64453125,0.55078125,-2.275390625,0.14453125,1.53515625,-7.85546875,0.92578125
670538,,,,,,,,1.44140625,1.27734375,0.04296875,0.802734375,-2.376953125,0.083984375,1.23046875,-8.265625,1.73046875
670539,,,,,,,,0.875,0.80078125,-0.11328125,0.775390625,-2.455078125,0.083984375,0.6953125,-8.7265625,1.65234375
