time,latitude,longitude,enu_x,enu_y,speed,course,Hrage,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
3361200,36.01330566666666,129.31995233333333,121.91087487715016,100.49292997882051,2.8000000000000003,268.0,166.0,-0.97265625,-13.24609375,0.3671875,-1.568359375,-2.01953125,1.0078125,356.0,356.0,356.0111111111111
3361201,,,,,,,,-0.97265625,-13.24609375,0.3671875,-1.568359375,-2.01953125,1.0078125,356.0,356.0,356.0111111111111
3361202,,,,,,,,-0.97265625,-13.24609375,0.3671875,-1.568359375,-2.01953125,1.0078125,356.0,356.0,356.0111111111111
3361203,,,,,,,,-0.97265625,-13.24609375,0.3671875,-1.31640625,-1.2109375,0.564453125,356.0,356.0,356.0111111111111
3361204,,,,,,,,-0.97265625,-13.24609375,0.3671875,-0.765625,-0.408203125,2.1796875,356.0,356.0,356.0111111111111
3361205,,,,,,,,-0.97265625,-13.24609375,0.3671875,-0.765625,-0.408203125,2.1796875,356.0111111111111,356.0,356.0111111111111
3361206,,,,,,,,-0.97265625,-13.24609375,0.3671875,0.60546875,-0.076171875,-1.09765625,356.0111111111111,356.0,356.0111111111111
3361207,,,,,,,,-0.97265625,-13.24609375,0.3671875,0.60546875,-0.076171875,-1.09765625,356.0111111111111,356.0,356.0111111111111
3361208,,,,,,,,-0.97265625,-13.24609375,0.3671875,1.052734375,0.880859375,0.583984375,356.0111111111111,356.0,356.0111111111111
3361209,,,,,,,,-0.97265625,-13.24609375,0.3671875,1.052734375,0.880859375,0.583984375,356.0111111111111,356.0,356.0111111111111
3361210,36.01330683333333,129.3199455,121.29485806978235,100.62237390739602,2.9000000000000004,273.0,,-0.97265625,-13.24609375,0.3671875,1.544921875,1.173828125,0.916015625,356.0111111111111,356.0,356.0111111111111
3361211,,,,,,,,-0.97265625,-13.24609375,0.3671875,1.544921875,1.173828125,0.916015625,356.0111111111111,356.0,356.0111111111111
3361212,,,,,,,,-0.97265625,-13.24609375,0.3671875,1.9296875,1.275390625,1.05078125,356.0111111111111,356.0,356.0111111111111
3361213,,,,,,,,-0.97265625,-13.24609375,0.3671875,1.9296875,1.275390625,1.05078125,356.0,356.0,356.0111111111111
3361214,,,,,,,,-0.97265625,-13.24609375,0.3671875,2.064453125,1.337890625,1.076171875,356.0,356.0,356.0111111111111
3361215,,,,,,,,-0.97265625,-13.24609375,0.3671875,2.064453125,1.337890625,1.076171875,356.0,356.0,356.0111111111111
3361216,,,,,,,,-0.97265625,-13.24609375,0.3671875,2.3046875,1.318359375,1.326171875,356.0,356.0,356.0111111111111
3361217,,,,,,,,2.53125,-2.203125,-8.1640625,2.3046875,1.318359375,1.326171875,356.0,356.0,356.0111111111111
3361218,,,,,,,,2.53125,-2.203125,-8.1640625,2.3046875,1.318359375,1.326171875,356.0,356.0,356.0111111111111
3361219,,,,,,,,2.53125,-2.203125,-8.1640625,1.669921875,0.529296875,1.439453125,356.0,356.0,356.0111111111111
3361220,36.013307166666664,129.31994183333333,120.96431292078836,100.6593557663578,3.1,273.0,,2.53125,-2.203125,-8.1640625,1.669921875,0.529296875,1.439453125,356.0,356.0,356.0111111111111
3361221,,,,,,,,2.53125,-2.203125,-8.1640625,1.578125,-0.119140625,1.154296875,356.0,356.0,356.0111111111111
